temp,workingday,Predicted Y
0.24,0,0.6483138323395047
0.22,0,0.6456361350332083
0.22,0,0.6456361350332083
0.24,0,0.6483138323395047
0.24,0,0.6483138323395047
0.24,0,0.6483138323395047
0.22,0,0.6456361350332083
0.2,0,0.6429584377269119
0.24,0,0.6483138323395047
0.32,0,0.6590246215646903
0.38,0,0.6670577134835796
0.36,0,0.6643800161772832
0.42,0,0.6724131080961725
0.46,0,0.6777685027087653
0.46,0,0.6777685027087653
0.44,0,0.6750908054024689
0.42,0,0.6724131080961725
0.44,0,0.6750908054024689
0.42,0,0.6724131080961725
0.42,0,0.6724131080961725
0.4,0,0.6697354107898761
0.4,0,0.6697354107898761
0.4,0,0.6697354107898761
0.46,0,0.6777685027087653
0.46,0,0.6777685027087653
0.44,0,0.6750908054024689
0.42,0,0.6724131080961725
0.46,0,0.6777685027087653
0.46,0,0.6777685027087653
0.42,0,0.6724131080961725
0.4,0,0.6697354107898761
0.4,0,0.6697354107898761
0.38,0,0.6670577134835796
0.36,0,0.6643800161772832
0.36,0,0.6643800161772832
0.36,0,0.6643800161772832
0.36,0,0.6643800161772832
0.36,0,0.6643800161772832
0.34,0,0.6617023188709867
0.34,0,0.6617023188709867
0.34,0,0.6617023188709867
0.36,0,0.6643800161772832
0.32,0,0.6590246215646903
0.3,0,0.6563469242583939
0.26,0,0.6509915296458011
0.24,0,0.6483138323395047
0.22,0,0.6456361350332083
0.22,1,0.6456361350332083
0.2,1,0.6429584377269119
0.16,1,0.637603043114319
0.16,1,0.637603043114319
0.14,1,0.6349253458080226
0.14,1,0.6349253458080226
0.14,1,0.6349253458080226
0.16,1,0.637603043114319
0.18,1,0.6402807404206154
0.2,1,0.6429584377269119
0.22,1,0.6456361350332083
0.24,1,0.6483138323395047
0.26,1,0.6509915296458011
0.26,1,0.6509915296458011
0.26,1,0.6509915296458011
0.24,1,0.6483138323395047
0.24,1,0.6483138323395047
0.2,1,0.6429584377269119
0.2,1,0.6429584377269119
0.18,1,0.6402807404206154
0.14,1,0.6349253458080226
0.18,1,0.6402807404206154
0.16,1,0.637603043114319
0.16,1,0.637603043114319
0.14,1,0.6349253458080226
0.14,1,0.6349253458080226
0.12,1,0.6322476485017261
0.12,1,0.6322476485017261
0.12,1,0.6322476485017261
0.14,1,0.6349253458080226
0.16,1,0.637603043114319
0.16,1,0.637603043114319
0.22,1,0.6456361350332083
0.22,1,0.6456361350332083
0.24,1,0.6483138323395047
0.26,1,0.6509915296458011
0.28,1,0.6536692269520975
0.3,1,0.6563469242583939
0.28,1,0.6536692269520975
0.26,1,0.6509915296458011
0.24,1,0.6483138323395047
0.24,1,0.6483138323395047
0.22,1,0.6456361350332083
0.22,1,0.6456361350332083
0.2,1,0.6429584377269119
0.2,1,0.6429584377269119
0.16,1,0.637603043114319
0.16,1,0.637603043114319
0.24,1,0.6483138323395047
0.22,1,0.6456361350332083
0.2,1,0.6429584377269119
0.18,1,0.6402807404206154
0.2,1,0.6429584377269119
0.22,1,0.6456361350332083
0.22,1,0.6456361350332083
0.26,1,0.6509915296458011
0.26,1,0.6509915296458011
0.28,1,0.6536692269520975
0.3,1,0.6563469242583939
0.3,1,0.6563469242583939
0.3,1,0.6563469242583939
0.24,1,0.6483138323395047
0.24,1,0.6483138323395047
0.24,1,0.6483138323395047
0.22,1,0.6456361350332083
0.2,1,0.6429584377269119
0.18,1,0.6402807404206154
0.2,1,0.6429584377269119
0.18,1,0.6402807404206154
0.16,1,0.637603043114319
0.16,1,0.637603043114319
0.16,1,0.637603043114319
0.14,1,0.6349253458080226
0.14,1,0.6349253458080226
0.16,1,0.637603043114319
0.16,1,0.637603043114319
0.18,1,0.6402807404206154
0.2,1,0.6429584377269119
0.22,1,0.6456361350332083
0.26,1,0.6509915296458011
0.26,1,0.6509915296458011
0.28,1,0.6536692269520975
0.28,1,0.6536692269520975
0.26,1,0.6509915296458011
0.22,1,0.6456361350332083
0.22,1,0.6456361350332083
0.22,1,0.6456361350332083
0.2,1,0.6429584377269119
