weekday,yr,Predicted Y
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
6,0,0.49921066643130374
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
0,0,0.5059186910994087
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
1,0,0.5048006869880579
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
2,0,0.503682682876707
