mnth,cnt,Predicted Y
1,16,154.22418703741985
1,40,154.22418703741985
1,32,154.22418703741985
1,13,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,2,154.22418703741985
1,3,154.22418703741985
1,8,154.22418703741985
1,14,154.22418703741985
1,36,154.22418703741985
1,56,154.22418703741985
1,84,154.22418703741985
1,94,154.22418703741985
1,106,154.22418703741985
1,110,154.22418703741985
1,93,154.22418703741985
1,67,154.22418703741985
1,35,154.22418703741985
1,37,154.22418703741985
1,36,154.22418703741985
1,34,154.22418703741985
1,28,154.22418703741985
1,39,154.22418703741985
1,17,154.22418703741985
1,17,154.22418703741985
1,9,154.22418703741985
1,6,154.22418703741985
1,3,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,8,154.22418703741985
1,20,154.22418703741985
1,53,154.22418703741985
1,70,154.22418703741985
1,93,154.22418703741985
1,75,154.22418703741985
1,59,154.22418703741985
1,74,154.22418703741985
1,76,154.22418703741985
1,65,154.22418703741985
1,53,154.22418703741985
1,30,154.22418703741985
1,22,154.22418703741985
1,31,154.22418703741985
1,9,154.22418703741985
1,8,154.22418703741985
1,5,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,3,154.22418703741985
1,30,154.22418703741985
1,64,154.22418703741985
1,154,154.22418703741985
1,88,154.22418703741985
1,44,154.22418703741985
1,51,154.22418703741985
1,61,154.22418703741985
1,61,154.22418703741985
1,77,154.22418703741985
1,72,154.22418703741985
1,76,154.22418703741985
1,157,154.22418703741985
1,157,154.22418703741985
1,110,154.22418703741985
1,52,154.22418703741985
1,52,154.22418703741985
1,20,154.22418703741985
1,12,154.22418703741985
1,5,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,2,154.22418703741985
1,4,154.22418703741985
1,36,154.22418703741985
1,94,154.22418703741985
1,179,154.22418703741985
1,100,154.22418703741985
1,42,154.22418703741985
1,57,154.22418703741985
1,78,154.22418703741985
1,97,154.22418703741985
1,63,154.22418703741985
1,65,154.22418703741985
1,83,154.22418703741985
1,212,154.22418703741985
1,182,154.22418703741985
1,112,154.22418703741985
1,54,154.22418703741985
1,48,154.22418703741985
1,35,154.22418703741985
1,11,154.22418703741985
1,6,154.22418703741985
1,6,154.22418703741985
1,2,154.22418703741985
1,2,154.22418703741985
1,3,154.22418703741985
1,33,154.22418703741985
1,88,154.22418703741985
1,195,154.22418703741985
1,115,154.22418703741985
1,57,154.22418703741985
1,46,154.22418703741985
1,79,154.22418703741985
1,71,154.22418703741985
1,62,154.22418703741985
1,62,154.22418703741985
1,89,154.22418703741985
1,190,154.22418703741985
1,169,154.22418703741985
1,132,154.22418703741985
1,89,154.22418703741985
1,43,154.22418703741985
1,42,154.22418703741985
1,19,154.22418703741985
1,11,154.22418703741985
1,4,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,4,154.22418703741985
1,36,154.22418703741985
1,95,154.22418703741985
1,219,154.22418703741985
1,122,154.22418703741985
1,45,154.22418703741985
1,59,154.22418703741985
1,84,154.22418703741985
1,67,154.22418703741985
1,70,154.22418703741985
1,62,154.22418703741985
1,86,154.22418703741985
1,172,154.22418703741985
1,163,154.22418703741985
1,112,154.22418703741985
1,69,154.22418703741985
1,48,154.22418703741985
1,52,154.22418703741985
1,23,154.22418703741985
1,17,154.22418703741985
1,7,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,5,154.22418703741985
1,34,154.22418703741985
1,84,154.22418703741985
1,210,154.22418703741985
1,134,154.22418703741985
1,63,154.22418703741985
1,67,154.22418703741985
1,59,154.22418703741985
1,73,154.22418703741985
1,50,154.22418703741985
1,72,154.22418703741985
1,87,154.22418703741985
1,187,154.22418703741985
1,123,154.22418703741985
1,95,154.22418703741985
1,51,154.22418703741985
1,39,154.22418703741985
1,36,154.22418703741985
1,15,154.22418703741985
1,25,154.22418703741985
1,16,154.22418703741985
1,16,154.22418703741985
1,7,154.22418703741985
1,1,154.22418703741985
1,5,154.22418703741985
1,2,154.22418703741985
1,9,154.22418703741985
1,15,154.22418703741985
1,20,154.22418703741985
1,61,154.22418703741985
1,62,154.22418703741985
1,98,154.22418703741985
1,102,154.22418703741985
1,95,154.22418703741985
1,74,154.22418703741985
1,76,154.22418703741985
1,69,154.22418703741985
1,55,154.22418703741985
1,30,154.22418703741985
1,28,154.22418703741985
1,37,154.22418703741985
1,34,154.22418703741985
1,22,154.22418703741985
1,25,154.22418703741985
1,12,154.22418703741985
1,11,154.22418703741985
1,4,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,6,154.22418703741985
1,10,154.22418703741985
1,19,154.22418703741985
1,49,154.22418703741985
1,49,154.22418703741985
1,83,154.22418703741985
1,75,154.22418703741985
1,72,154.22418703741985
1,82,154.22418703741985
1,92,154.22418703741985
1,62,154.22418703741985
1,48,154.22418703741985
1,41,154.22418703741985
1,38,154.22418703741985
1,20,154.22418703741985
1,15,154.22418703741985
1,6,154.22418703741985
1,5,154.22418703741985
1,1,154.22418703741985
1,3,154.22418703741985
1,1,154.22418703741985
1,3,154.22418703741985
1,3,154.22418703741985
1,31,154.22418703741985
1,77,154.22418703741985
1,188,154.22418703741985
1,94,154.22418703741985
1,31,154.22418703741985
1,30,154.22418703741985
1,52,154.22418703741985
1,54,154.22418703741985
1,47,154.22418703741985
1,45,154.22418703741985
1,74,154.22418703741985
1,178,154.22418703741985
1,155,154.22418703741985
1,95,154.22418703741985
1,74,154.22418703741985
1,38,154.22418703741985
1,24,154.22418703741985
1,18,154.22418703741985
1,12,154.22418703741985
1,3,154.22418703741985
1,3,154.22418703741985
1,6,154.22418703741985
1,27,154.22418703741985
1,99,154.22418703741985
1,217,154.22418703741985
1,130,154.22418703741985
1,54,154.22418703741985
1,35,154.22418703741985
1,57,154.22418703741985
1,52,154.22418703741985
1,63,154.22418703741985
1,47,154.22418703741985
1,76,154.22418703741985
1,136,154.22418703741985
1,95,154.22418703741985
1,51,154.22418703741985
1,32,154.22418703741985
1,20,154.22418703741985
1,29,154.22418703741985
1,19,154.22418703741985
1,7,154.22418703741985
1,6,154.22418703741985
1,1,154.22418703741985
1,5,154.22418703741985
1,16,154.22418703741985
1,54,154.22418703741985
1,128,154.22418703741985
1,81,154.22418703741985
1,39,154.22418703741985
1,35,154.22418703741985
1,55,154.22418703741985
1,49,154.22418703741985
1,44,154.22418703741985
1,49,154.22418703741985
1,68,154.22418703741985
1,139,154.22418703741985
1,137,154.22418703741985
1,83,154.22418703741985
1,56,154.22418703741985
1,57,154.22418703741985
1,33,154.22418703741985
1,20,154.22418703741985
1,7,154.22418703741985
1,2,154.22418703741985
1,2,154.22418703741985
1,3,154.22418703741985
1,4,154.22418703741985
1,3,154.22418703741985
1,28,154.22418703741985
1,72,154.22418703741985
1,202,154.22418703741985
1,139,154.22418703741985
1,38,154.22418703741985
1,37,154.22418703741985
1,52,154.22418703741985
1,83,154.22418703741985
1,42,154.22418703741985
1,60,154.22418703741985
1,78,154.22418703741985
1,162,154.22418703741985
1,144,154.22418703741985
1,99,154.22418703741985
1,64,154.22418703741985
1,40,154.22418703741985
1,30,154.22418703741985
1,15,154.22418703741985
1,14,154.22418703741985
1,5,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,8,154.22418703741985
1,17,154.22418703741985
1,70,154.22418703741985
1,158,154.22418703741985
1,117,154.22418703741985
1,44,154.22418703741985
1,53,154.22418703741985
1,61,154.22418703741985
1,77,154.22418703741985
1,64,154.22418703741985
1,68,154.22418703741985
1,90,154.22418703741985
1,159,154.22418703741985
1,139,154.22418703741985
1,92,154.22418703741985
1,68,154.22418703741985
1,52,154.22418703741985
1,36,154.22418703741985
1,27,154.22418703741985
1,28,154.22418703741985
1,20,154.22418703741985
1,12,154.22418703741985
1,8,154.22418703741985
1,5,154.22418703741985
1,1,154.22418703741985
1,3,154.22418703741985
1,10,154.22418703741985
1,23,154.22418703741985
1,33,154.22418703741985
1,59,154.22418703741985
1,72,154.22418703741985
1,89,154.22418703741985
1,101,154.22418703741985
1,118,154.22418703741985
1,129,154.22418703741985
1,128,154.22418703741985
1,83,154.22418703741985
1,84,154.22418703741985
1,74,154.22418703741985
1,41,154.22418703741985
1,57,154.22418703741985
1,26,154.22418703741985
1,44,154.22418703741985
1,39,154.22418703741985
1,23,154.22418703741985
1,16,154.22418703741985
1,15,154.22418703741985
1,1,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,3,154.22418703741985
1,18,154.22418703741985
1,32,154.22418703741985
1,79,154.22418703741985
1,93,154.22418703741985
1,104,154.22418703741985
1,118,154.22418703741985
1,91,154.22418703741985
1,113,154.22418703741985
1,99,154.22418703741985
1,105,154.22418703741985
1,67,154.22418703741985
1,61,154.22418703741985
1,57,154.22418703741985
1,28,154.22418703741985
1,21,154.22418703741985
1,18,154.22418703741985
1,17,154.22418703741985
1,16,154.22418703741985
1,8,154.22418703741985
1,2,154.22418703741985
1,3,154.22418703741985
1,1,154.22418703741985
1,5,154.22418703741985
1,13,154.22418703741985
1,33,154.22418703741985
1,47,154.22418703741985
1,57,154.22418703741985
1,64,154.22418703741985
1,80,154.22418703741985
1,93,154.22418703741985
1,86,154.22418703741985
1,93,154.22418703741985
1,82,154.22418703741985
1,71,154.22418703741985
1,92,154.22418703741985
1,60,154.22418703741985
1,33,154.22418703741985
1,27,154.22418703741985
1,13,154.22418703741985
1,4,154.22418703741985
1,3,154.22418703741985
1,22,154.22418703741985
1,28,154.22418703741985
1,35,154.22418703741985
1,61,154.22418703741985
1,125,154.22418703741985
1,133,154.22418703741985
1,99,154.22418703741985
1,83,154.22418703741985
1,41,154.22418703741985
1,33,154.22418703741985
1,20,154.22418703741985
1,3,154.22418703741985
1,7,154.22418703741985
1,3,154.22418703741985
1,2,154.22418703741985
1,7,154.22418703741985
1,32,154.22418703741985
1,90,154.22418703741985
1,197,154.22418703741985
1,109,154.22418703741985
1,47,154.22418703741985
1,52,154.22418703741985
1,70,154.22418703741985
1,78,154.22418703741985
1,75,154.22418703741985
1,82,154.22418703741985
1,104,154.22418703741985
1,197,154.22418703741985
1,161,154.22418703741985
1,112,154.22418703741985
1,76,154.22418703741985
1,59,154.22418703741985
1,59,154.22418703741985
1,28,154.22418703741985
1,13,154.22418703741985
1,5,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,6,154.22418703741985
1,35,154.22418703741985
1,101,154.22418703741985
1,249,154.22418703741985
1,143,154.22418703741985
1,57,154.22418703741985
1,68,154.22418703741985
1,84,154.22418703741985
1,98,154.22418703741985
1,81,154.22418703741985
1,70,154.22418703741985
1,91,154.22418703741985
1,215,154.22418703741985
1,185,154.22418703741985
1,152,154.22418703741985
1,126,154.22418703741985
1,57,154.22418703741985
1,56,154.22418703741985
1,31,154.22418703741985
1,21,154.22418703741985
1,6,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,5,154.22418703741985
1,27,154.22418703741985
1,68,154.22418703741985
1,217,154.22418703741985
1,166,154.22418703741985
1,63,154.22418703741985
1,59,154.22418703741985
1,78,154.22418703741985
1,73,154.22418703741985
1,62,154.22418703741985
1,65,154.22418703741985
1,97,154.22418703741985
1,161,154.22418703741985
1,120,154.22418703741985
1,96,154.22418703741985
1,53,154.22418703741985
1,41,154.22418703741985
1,34,154.22418703741985
1,27,154.22418703741985
1,13,154.22418703741985
1,12,154.22418703741985
1,11,154.22418703741985
1,7,154.22418703741985
1,3,154.22418703741985
1,2,154.22418703741985
1,8,154.22418703741985
1,27,154.22418703741985
1,40,154.22418703741985
1,53,154.22418703741985
1,63,154.22418703741985
1,70,154.22418703741985
1,84,154.22418703741985
1,75,154.22418703741985
1,103,154.22418703741985
1,83,154.22418703741985
1,67,154.22418703741985
1,54,154.22418703741985
1,59,154.22418703741985
1,45,154.22418703741985
1,39,154.22418703741985
1,30,154.22418703741985
1,33,154.22418703741985
1,22,154.22418703741985
1,13,154.22418703741985
1,18,154.22418703741985
1,5,154.22418703741985
1,3,154.22418703741985
1,1,154.22418703741985
1,2,154.22418703741985
1,19,154.22418703741985
1,28,154.22418703741985
1,58,154.22418703741985
1,99,154.22418703741985
1,116,154.22418703741985
1,87,154.22418703741985
1,110,154.22418703741985
1,77,154.22418703741985
1,65,154.22418703741985
1,55,154.22418703741985
1,49,154.22418703741985
1,50,154.22418703741985
1,35,154.22418703741985
1,25,154.22418703741985
1,28,154.22418703741985
1,21,154.22418703741985
1,7,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,1,154.22418703741985
1,5,154.22418703741985
1,15,154.22418703741985
1,84,154.22418703741985
1,177,154.22418703741985
1,102,154.22418703741985
1,40,154.22418703741985
1,46,154.22418703741985
1,63,154.22418703741985
1,60,154.22418703741985
1,45,154.22418703741985
1,57,154.22418703741985
1,70,154.22418703741985
1,184,154.22418703741985
1,153,154.22418703741985
1,106,154.22418703741985
1,81,154.22418703741985
1,59,154.22418703741985
1,35,154.22418703741985
1,24,154.22418703741985
1,9,154.22418703741985
1,5,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,9,154.22418703741985
1,36,154.22418703741985
1,108,154.22418703741985
1,238,154.22418703741985
1,144,154.22418703741985
1,55,154.22418703741985
1,61,154.22418703741985
1,106,154.22418703741985
1,93,154.22418703741985
1,68,154.22418703741985
1,84,154.22418703741985
1,116,154.22418703741985
1,222,154.22418703741985
1,225,154.22418703741985
1,146,154.22418703741985
1,119,154.22418703741985
1,45,154.22418703741985
1,53,154.22418703741985
1,40,154.22418703741985
1,17,154.22418703741985
1,5,154.22418703741985
1,10,154.22418703741985
1,1,154.22418703741985
1,8,154.22418703741985
1,30,154.22418703741985
1,72,154.22418703741985
1,58,154.22418703741985
1,28,154.22418703741985
1,41,154.22418703741985
1,48,154.22418703741985
1,47,154.22418703741985
1,36,154.22418703741985
1,43,154.22418703741985
1,36,154.22418703741985
1,26,154.22418703741985
1,24,154.22418703741985
1,84,154.22418703741985
1,104,154.22418703741985
1,79,154.22418703741985
1,59,154.22418703741985
1,38,154.22418703741985
1,27,154.22418703741985
1,16,154.22418703741985
1,9,154.22418703741985
1,3,154.22418703741985
1,2,154.22418703741985
1,1,154.22418703741985
1,4,154.22418703741985
1,16,154.22418703741985
1,60,154.22418703741985
1,157,154.22418703741985
1,101,154.22418703741985
1,49,154.22418703741985
1,30,154.22418703741985
1,29,154.22418703741985
1,31,154.22418703741985
1,38,154.22418703741985
1,41,154.22418703741985
1,80,154.22418703741985
1,149,154.22418703741985
1,109,154.22418703741985
1,89,154.22418703741985
1,62,154.22418703741985
1,58,154.22418703741985
1,26,154.22418703741985
1,23,154.22418703741985
1,28,154.22418703741985
1,20,154.22418703741985
1,15,154.22418703741985
1,8,154.22418703741985
1,3,154.22418703741985
1,2,154.22418703741985
1,5,154.22418703741985
1,34,154.22418703741985
1,34,154.22418703741985
1,55,154.22418703741985
1,64,154.22418703741985
1,78,154.22418703741985
1,65,154.22418703741985
1,99,154.22418703741985
1,120,154.22418703741985
1,107,154.22418703741985
1,91,154.22418703741985
1,68,154.22418703741985
1,58,154.22418703741985
1,43,154.22418703741985
1,36,154.22418703741985
1,32,154.22418703741985
1,33,154.22418703741985
1,33,154.22418703741985
1,29,154.22418703741985
1,11,154.22418703741985
1,8,154.22418703741985
1,1,154.22418703741985
1,3,154.22418703741985
1,3,154.22418703741985
1,12,154.22418703741985
1,38,154.22418703741985
1,64,154.22418703741985
1,59,154.22418703741985
1,97,154.22418703741985
1,84,154.22418703741985
1,122,154.22418703741985
1,109,154.22418703741985
1,123,154.22418703741985
1,77,154.22418703741985
1,65,154.22418703741985
1,55,154.22418703741985
1,33,154.22418703741985
1,28,154.22418703741985
1,21,154.22418703741985
1,21,154.22418703741985
1,7,154.22418703741985
1,7,154.22418703741985
1,1,154.22418703741985
1,2,154.22418703741985
1,2,154.22418703741985
1,8,154.22418703741985
1,37,154.22418703741985
1,72,154.22418703741985
1,185,154.22418703741985
1,112,154.22418703741985
1,69,154.22418703741985
1,48,154.22418703741985
1,68,154.22418703741985
1,54,154.22418703741985
1,86,154.22418703741985
1,44,154.22418703741985
1,86,154.22418703741985
1,161,154.22418703741985
1,156,154.22418703741985
1,111,154.22418703741985
1,78,154.22418703741985
1,56,154.22418703741985
1,34,154.22418703741985
1,17,154.22418703741985
2,8,160.58755455725736
2,3,160.58755455725736
2,2,160.58755455725736
2,2,160.58755455725736
2,3,160.58755455725736
2,22,160.58755455725736
2,52,160.58755455725736
2,135,160.58755455725736
2,116,160.58755455725736
2,47,160.58755455725736
2,51,160.58755455725736
2,55,160.58755455725736
2,52,160.58755455725736
2,54,160.58755455725736
2,52,160.58755455725736
2,64,160.58755455725736
2,176,160.58755455725736
2,168,160.58755455725736
2,108,160.58755455725736
2,74,160.58755455725736
2,64,160.58755455725736
2,36,160.58755455725736
2,16,160.58755455725736
2,2,160.58755455725736
2,3,160.58755455725736
2,4,160.58755455725736
2,1,160.58755455725736
2,1,160.58755455725736
2,3,160.58755455725736
2,18,160.58755455725736
2,49,160.58755455725736
2,155,160.58755455725736
2,123,160.58755455725736
2,61,160.58755455725736
2,52,160.58755455725736
2,64,160.58755455725736
2,75,160.58755455725736
2,63,160.58755455725736
2,76,160.58755455725736
2,103,160.58755455725736
2,190,160.58755455725736
2,182,160.58755455725736
2,91,160.58755455725736
2,75,160.58755455725736
2,63,160.58755455725736
2,40,160.58755455725736
2,32,160.58755455725736
2,12,160.58755455725736
2,5,160.58755455725736
2,2,160.58755455725736
2,1,160.58755455725736
2,2,160.58755455725736
2,39,160.58755455725736
2,87,160.58755455725736
2,188,160.58755455725736
2,133,160.58755455725736
2,52,160.58755455725736
2,64,160.58755455725736
2,69,160.58755455725736
2,51,160.58755455725736
2,47,160.58755455725736
2,60,160.58755455725736
2,78,160.58755455725736
2,175,160.58755455725736
2,147,160.58755455725736
2,96,160.58755455725736
2,109,160.58755455725736
2,54,160.58755455725736
2,41,160.58755455725736
2,38,160.58755455725736
2,13,160.58755455725736
2,7,160.58755455725736
