cnt,holiday,Predicted Y
16,0,0.03371445909413269
40,0,0.03303040291106243
32,0,0.03325842163875251
13,0,0.033799966117016474
1,0,0.03414199420855161
1,0,0.03414199420855161
2,0,0.03411349186759034
3,0,0.034084989526629084
8,0,0.03394247782182278
14,0,0.033771463776055215
36,0,0.03314441227490747
56,0,0.03257436545568225
84,0,0.03177629990876694
94,0,0.03149127649915433
106,0,0.031149248407619193
110,0,0.03103523904377415
93,0,0.031519778840115587
67,0,0.032260839705108374
35,0,0.03317291461586873
37,0,0.03311590993394621
36,0,0.03314441227490747
34,0,0.03320141695682999
28,0,0.033372431002597555
39,0,0.033058905252023686
17,0,0.03368595675317143
17,0,0.03368595675317143
9,0,0.033913975480861516
6,0,0.0339994825037453
3,0,0.034084989526629084
2,0,0.03411349186759034
1,0,0.03414199420855161
8,0,0.03394247782182278
20,0,0.03360044973028765
53,0,0.032659872478566034
70,0,0.03217533268222459
93,0,0.031519778840115587
75,0,0.03203282097741829
59,0,0.032488858432798466
74,0,0.03206132331837955
76,0,0.03200431863645702
65,0,0.0323178443870309
53,0,0.032659872478566034
30,0,0.03331542632067504
22,0,0.03354344504836512
31,0,0.03328692397971377
9,0,0.033913975480861516
8,0,0.03394247782182278
5,0,0.03402798484470656
2,0,0.03411349186759034
1,0,0.03414199420855161
3,0,0.034084989526629084
30,0,0.03331542632067504
64,0,0.03234634672799216
154,0,0.02978113604147866
88,0,0.031662290544921895
44,0,0.03291639354721738
51,0,0.03271687716048855
61,0,0.03243185375087594
61,0,0.03243185375087594
77,0,0.031975816295495764
72,0,0.03211832800030207
76,0,0.03200431863645702
157,0,0.02969562901859488
157,0,0.02969562901859488
110,0,0.03103523904377415
52,0,0.03268837481952729
52,0,0.03268837481952729
20,0,0.03360044973028765
12,0,0.03382846845797773
5,0,0.03402798484470656
2,0,0.03411349186759034
1,0,0.03414199420855161
2,0,0.03411349186759034
4,0,0.034056487185667825
36,0,0.03314441227490747
94,0,0.03149127649915433
179,0,0.029068577517447135
100,0,0.03132026245338676
42,0,0.0329733982291399
57,0,0.032545863114720984
78,0,0.031947313954534505
97,0,0.031405769476270544
63,0,0.03237484906895342
65,0,0.0323178443870309
83,0,0.031804802249728197
212,0,0.028128000265725518
182,0,0.028983070494563352
112,0,0.030978234361851625
54,0,0.03263137013760477
48,0,0.032802384183372335
35,0,0.03317291461586873
11,0,0.033856970798939
6,0,0.0339994825037453
6,0,0.0339994825037453
2,0,0.03411349186759034
2,0,0.03411349186759034
3,0,0.034084989526629084
33,0,0.033229919297791254
88,0,0.031662290544921895
195,0,0.028612540062066958
115,0,0.030892727338967845
57,0,0.032545863114720984
46,0,0.03285938886529486
79,0,0.03191881161357324
71,0,0.03214683034126333
62,0,0.03240335140991468
62,0,0.03240335140991468
89,0,0.03163378820396063
190,0,0.028755051766873263
169,0,0.029353600927059745
132,0,0.030408187542626405
89,0,0.03163378820396063
43,0,0.032944895888178644
42,0,0.0329733982291399
19,0,0.033628952071248906
11,0,0.033856970798939
4,0,0.034056487185667825
2,0,0.03411349186759034
1,0,0.03414199420855161
4,0,0.034056487185667825
36,0,0.03314441227490747
95,0,0.03146277415819307
219,0,0.027928483878996692
122,0,0.030693210952239015
45,0,0.03288789120625612
59,0,0.032488858432798466
84,0,0.03177629990876694
67,0,0.032260839705108374
70,0,0.03217533268222459
62,0,0.03240335140991468
86,0,0.03171929522684441
172,0,0.029268093904175962
163,0,0.029524614972827313
112,0,0.030978234361851625
69,0,0.032203835023185856
48,0,0.032802384183372335
52,0,0.03268837481952729
23,0,0.033514942707403864
17,0,0.03368595675317143
7,0,0.03397098016278404
1,0,0.03414199420855161
1,0,0.03414199420855161
5,0,0.03402798484470656
34,0,0.03320141695682999
