hum,holiday,Predicted Y
0.81,0,0.02709353152154627
0.8,0,0.027185275946605764
0.8,0,0.027185275946605764
0.75,0,0.027643998071903243
0.75,0,0.027643998071903243
0.75,0,0.027643998071903243
0.8,0,0.027185275946605764
0.86,0,0.026634809396248793
0.75,0,0.027643998071903243
0.76,0,0.027552253646843744
0.76,0,0.027552253646843744
0.81,0,0.02709353152154627
0.77,0,0.02746050922178425
0.72,0,0.027919231347081727
0.72,0,0.027919231347081727
0.77,0,0.02746050922178425
0.82,0,0.027001787096486776
0.82,0,0.027001787096486776
0.88,0,0.0264513205461298
0.88,0,0.0264513205461298
0.87,0,0.026543064971189297
0.87,0,0.026543064971189297
0.94,0,0.025900853995772834
0.88,0,0.0264513205461298
0.88,0,0.0264513205461298
0.94,0,0.025900853995772834
1.0,0,0.02535038744541586
0.94,0,0.025900853995772834
0.94,0,0.025900853995772834
0.77,0,0.02746050922178425
0.76,0,0.027552253646843744
0.71,0,0.028010975772141223
0.76,0,0.027552253646843744
0.81,0,0.02709353152154627
0.71,0,0.028010975772141223
0.66,0,0.0284696978974387
0.66,0,0.0284696978974387
0.76,0,0.027552253646843744
0.81,0,0.02709353152154627
0.71,0,0.028010975772141223
0.57,0,0.029295397722974157
0.46,0,0.030304586398628604
0.42,0,0.030671564098866587
0.39,0,0.03094679737404507
0.44,0,0.030488075248747595
0.44,0,0.030488075248747595
0.47,0,0.03021284197356911
0.44,0,0.030488075248747595
0.44,0,0.030488075248747595
0.47,0,0.03021284197356911
0.47,0,0.03021284197356911
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.43,0,0.03057981967380709
0.43,0,0.03057981967380709
0.4,0,0.03085505294898558
0.35,0,0.031313775074283054
0.35,0,0.031313775074283054
0.3,0,0.03177249719958053
0.3,0,0.03177249719958053
0.3,0,0.03177249719958053
0.3,0,0.03177249719958053
0.32,0,0.03158900834946154
0.47,0,0.03021284197356911
0.47,0,0.03021284197356911
0.64,0,0.02865318674755769
0.69,0,0.028194464622260215
0.55,0,0.029478886573093145
0.55,0,0.029478886573093145
0.59,0,0.029111908872855165
0.63,0,0.028744931172617186
0.63,0,0.028744931172617186
0.68,0,0.02828620904731971
0.74,0,0.027735742496962736
0.74,0,0.027735742496962736
0.69,0,0.028194464622260215
0.64,0,0.02865318674755769
0.69,0,0.028194464622260215
0.51,0,0.02984586427333113
0.51,0,0.02984586427333113
0.56,0,0.029387142148033653
0.52,0,0.029754119848271633
0.52,0,0.029754119848271633
0.49,0,0.03002935312345012
0.48,0,0.030121097548509616
0.48,0,0.030121097548509616
0.48,0,0.030121097548509616
0.48,0,0.030121097548509616
0.64,0,0.02865318674755769
0.64,0,0.02865318674755769
0.69,0,0.028194464622260215
0.64,0,0.02865318674755769
0.74,0,0.027735742496962736
0.74,0,0.027735742496962736
0.48,0,0.030121097548509616
0.47,0,0.03021284197356911
0.47,0,0.03021284197356911
0.43,0,0.03057981967380709
0.4,0,0.03085505294898558
0.37,0,0.031130286224164062
0.37,0,0.031130286224164062
0.33,0,0.031497263924402046
0.33,0,0.031497263924402046
0.3,0,0.03177249719958053
0.28,0,0.03195598604969952
0.28,0,0.03195598604969952
0.28,0,0.03195598604969952
0.38,0,0.031038541799104567
0.38,0,0.031038541799104567
0.38,0,0.031038541799104567
0.47,0,0.03021284197356911
0.51,0,0.02984586427333113
0.55,0,0.029478886573093145
0.47,0,0.03021284197356911
0.55,0,0.029478886573093145
0.64,0,0.02865318674755769
0.64,0,0.02865318674755769
0.64,0,0.02865318674755769
0.69,0,0.028194464622260215
0.63,0,0.028744931172617186
0.59,0,0.029111908872855165
0.59,0,0.029111908872855165
0.51,0,0.02984586427333113
0.47,0,0.03021284197356911
0.44,0,0.030488075248747595
0.35,0,0.031313775074283054
0.35,0,0.031313775074283054
0.36,0,0.031222030649223558
0.36,0,0.031222030649223558
0.38,0,0.031038541799104567
0.51,0,0.02984586427333113
0.51,0,0.02984586427333113
0.55,0,0.029478886573093145
0.51,0,0.02984586427333113
0.55,0,0.029478886573093145
0.51,0,0.02984586427333113
0.59,0,0.029111908872855165
0.64,0,0.02865318674755769
0.69,0,0.028194464622260215
0.69,0,0.028194464622260215
0.69,0,0.028194464622260215
0.55,0,0.029478886573093145
0.69,0,0.028194464622260215
0.69,0,0.028194464622260215
0.51,0,0.02984586427333113
0.47,0,0.03021284197356911
0.37,0,0.031130286224164062
0.4,0,0.03085505294898558
0.37,0,0.031130286224164062
0.37,0,0.031130286224164062
0.4,0,0.03085505294898558
0.37,0,0.031130286224164062
0.37,0,0.031130286224164062
0.37,0,0.031130286224164062
0.4,0,0.03085505294898558
0.55,0,0.029478886573093145
0.47,0,0.03021284197356911
0.47,0,0.03021284197356911
0.43,0,0.03057981967380709
0.51,0,0.02984586427333113
0.51,0,0.02984586427333113
0.55,0,0.029478886573093145
0.55,0,0.029478886573093145
0.55,0,0.029478886573093145
0.55,0,0.029478886573093145
0.74,0,0.027735742496962736
0.74,0,0.027735742496962736
0.74,0,0.027735742496962736
0.93,0,0.025992598420832326
0.93,0,0.025992598420832326
0.8,0,0.027185275946605764
0.69,0,0.028194464622260215
0.59,0,0.029111908872855165
0.44,0,0.030488075248747595
0.32,0,0.03158900834946154
0.32,0,0.03158900834946154
0.29,0,0.03186424162464003
0.37,0,0.031130286224164062
0.39,0,0.03094679737404507
0.36,0,0.031222030649223558
0.36,0,0.031222030649223558
0.39,0,0.03094679737404507
0.36,0,0.031222030649223558
0.39,0,0.03094679737404507
0.42,0,0.030671564098866587
0.42,0,0.030671564098866587
0.46,0,0.030304586398628604
0.46,0,0.030304586398628604
0.53,0,0.029662375423212137
0.53,0,0.029662375423212137
0.49,0,0.03002935312345012
0.53,0,0.029662375423212137
0.49,0,0.03002935312345012
0.46,0,0.030304586398628604
0.43,0,0.03057981967380709
0.4,0,0.03085505294898558
0.37,0,0.031130286224164062
0.34,0,0.031405519499342546
0.32,0,0.03158900834946154
0.35,0,0.031313775074283054
0.34,0,0.031405519499342546
0.37,0,0.031130286224164062
0.4,0,0.03085505294898558
0.43,0,0.03057981967380709
0.46,0,0.030304586398628604
0.46,0,0.030304586398628604
0.46,0,0.030304586398628604
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.54,0,0.029570630998152644
0.54,0,0.029570630998152644
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.5,0,0.029937608698390624
0.47,0,0.03021284197356911
0.4,0,0.03085505294898558
0.4,0,0.03085505294898558
0.4,0,0.03085505294898558
0.4,0,0.03085505294898558
0.4,0,0.03085505294898558
0.4,0,0.03085505294898558
0.4,0,0.03085505294898558
0.47,0,0.03021284197356911
0.5,0,0.029937608698390624
0.59,0,0.029111908872855165
0.59,0,0.029111908872855165
0.59,0,0.029111908872855165
0.59,0,0.029111908872855165
0.59,0,0.029111908872855165
0.55,0,0.029478886573093145
0.55,0,0.029478886573093145
0.55,0,0.029478886573093145
0.55,0,0.029478886573093145
0.51,0,0.02984586427333113
0.51,0,0.02984586427333113
0.51,0,0.02984586427333113
0.47,0,0.03021284197356911
0.51,0,0.02984586427333113
0.59,0,0.029111908872855165
0.59,0,0.029111908872855165
0.8,0,0.027185275946605764
0.86,0,0.026634809396248793
0.86,0,0.026634809396248793
0.93,0,0.025992598420832326
0.93,0,0.025992598420832326
0.93,0,0.025992598420832326
0.86,0,0.026634809396248793
0.93,0,0.025992598420832326
0.93,0,0.025992598420832326
0.86,0,0.026634809396248793
0.86,0,0.026634809396248793
0.86,0,0.026634809396248793
0.86,0,0.026634809396248793
0.93,0,0.025992598420832326
0.69,0,0.028194464622260215
