holiday,weathersit,Predicted Y
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,2,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,3,1.4271580069909355
0,3,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,3,1.4271580069909355
0,2,1.4271580069909355
0,3,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,2,1.4271580069909355
0,3,1.4271580069909355
0,3,1.4271580069909355
0,3,1.4271580069909355
0,1,1.4271580069909355
0,2,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,2,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
0,1,1.4271580069909355
