mnth,hum,Predicted Y
1,0.81,0.5761474236339766
1,0.8,0.5761474236339766
1,0.8,0.5761474236339766
1,0.75,0.5761474236339766
1,0.75,0.5761474236339766
1,0.75,0.5761474236339766
1,0.8,0.5761474236339766
1,0.86,0.5761474236339766
1,0.75,0.5761474236339766
1,0.76,0.5761474236339766
1,0.76,0.5761474236339766
1,0.81,0.5761474236339766
1,0.77,0.5761474236339766
1,0.72,0.5761474236339766
1,0.72,0.5761474236339766
1,0.77,0.5761474236339766
1,0.82,0.5761474236339766
1,0.82,0.5761474236339766
1,0.88,0.5761474236339766
1,0.88,0.5761474236339766
1,0.87,0.5761474236339766
1,0.87,0.5761474236339766
1,0.94,0.5761474236339766
1,0.88,0.5761474236339766
1,0.88,0.5761474236339766
1,0.94,0.5761474236339766
1,1.0,0.5761474236339766
1,0.94,0.5761474236339766
1,0.94,0.5761474236339766
1,0.77,0.5761474236339766
1,0.76,0.5761474236339766
1,0.71,0.5761474236339766
1,0.76,0.5761474236339766
1,0.81,0.5761474236339766
1,0.71,0.5761474236339766
1,0.66,0.5761474236339766
1,0.66,0.5761474236339766
1,0.76,0.5761474236339766
1,0.81,0.5761474236339766
1,0.71,0.5761474236339766
1,0.57,0.5761474236339766
1,0.46,0.5761474236339766
1,0.42,0.5761474236339766
1,0.39,0.5761474236339766
1,0.44,0.5761474236339766
1,0.44,0.5761474236339766
1,0.47,0.5761474236339766
1,0.44,0.5761474236339766
1,0.44,0.5761474236339766
1,0.47,0.5761474236339766
1,0.47,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.43,0.5761474236339766
1,0.43,0.5761474236339766
1,0.4,0.5761474236339766
1,0.35,0.5761474236339766
1,0.35,0.5761474236339766
1,0.3,0.5761474236339766
1,0.3,0.5761474236339766
1,0.3,0.5761474236339766
1,0.3,0.5761474236339766
1,0.32,0.5761474236339766
1,0.47,0.5761474236339766
1,0.47,0.5761474236339766
1,0.64,0.5761474236339766
1,0.69,0.5761474236339766
1,0.55,0.5761474236339766
1,0.55,0.5761474236339766
1,0.59,0.5761474236339766
1,0.63,0.5761474236339766
1,0.63,0.5761474236339766
1,0.68,0.5761474236339766
1,0.74,0.5761474236339766
1,0.74,0.5761474236339766
1,0.69,0.5761474236339766
1,0.64,0.5761474236339766
1,0.69,0.5761474236339766
1,0.51,0.5761474236339766
1,0.51,0.5761474236339766
1,0.56,0.5761474236339766
1,0.52,0.5761474236339766
1,0.52,0.5761474236339766
1,0.49,0.5761474236339766
1,0.48,0.5761474236339766
1,0.48,0.5761474236339766
1,0.48,0.5761474236339766
1,0.48,0.5761474236339766
1,0.64,0.5761474236339766
1,0.64,0.5761474236339766
1,0.69,0.5761474236339766
1,0.64,0.5761474236339766
1,0.74,0.5761474236339766
1,0.74,0.5761474236339766
1,0.48,0.5761474236339766
1,0.47,0.5761474236339766
1,0.47,0.5761474236339766
1,0.43,0.5761474236339766
1,0.4,0.5761474236339766
1,0.37,0.5761474236339766
1,0.37,0.5761474236339766
1,0.33,0.5761474236339766
1,0.33,0.5761474236339766
1,0.3,0.5761474236339766
1,0.28,0.5761474236339766
1,0.28,0.5761474236339766
1,0.28,0.5761474236339766
1,0.38,0.5761474236339766
1,0.38,0.5761474236339766
1,0.38,0.5761474236339766
1,0.47,0.5761474236339766
1,0.51,0.5761474236339766
1,0.55,0.5761474236339766
1,0.47,0.5761474236339766
1,0.55,0.5761474236339766
1,0.64,0.5761474236339766
1,0.64,0.5761474236339766
1,0.64,0.5761474236339766
1,0.69,0.5761474236339766
1,0.63,0.5761474236339766
1,0.59,0.5761474236339766
1,0.59,0.5761474236339766
1,0.51,0.5761474236339766
1,0.47,0.5761474236339766
1,0.44,0.5761474236339766
1,0.35,0.5761474236339766
1,0.35,0.5761474236339766
1,0.36,0.5761474236339766
1,0.36,0.5761474236339766
1,0.38,0.5761474236339766
1,0.51,0.5761474236339766
1,0.51,0.5761474236339766
1,0.55,0.5761474236339766
1,0.51,0.5761474236339766
1,0.55,0.5761474236339766
1,0.51,0.5761474236339766
1,0.59,0.5761474236339766
1,0.64,0.5761474236339766
1,0.69,0.5761474236339766
1,0.69,0.5761474236339766
1,0.69,0.5761474236339766
1,0.55,0.5761474236339766
1,0.69,0.5761474236339766
1,0.69,0.5761474236339766
1,0.51,0.5761474236339766
1,0.47,0.5761474236339766
1,0.37,0.5761474236339766
1,0.4,0.5761474236339766
1,0.37,0.5761474236339766
1,0.37,0.5761474236339766
1,0.4,0.5761474236339766
1,0.37,0.5761474236339766
1,0.37,0.5761474236339766
1,0.37,0.5761474236339766
1,0.4,0.5761474236339766
1,0.55,0.5761474236339766
1,0.47,0.5761474236339766
1,0.47,0.5761474236339766
1,0.43,0.5761474236339766
1,0.51,0.5761474236339766
1,0.51,0.5761474236339766
1,0.55,0.5761474236339766
1,0.55,0.5761474236339766
1,0.55,0.5761474236339766
1,0.55,0.5761474236339766
1,0.74,0.5761474236339766
1,0.74,0.5761474236339766
1,0.74,0.5761474236339766
1,0.93,0.5761474236339766
1,0.93,0.5761474236339766
1,0.8,0.5761474236339766
1,0.69,0.5761474236339766
1,0.59,0.5761474236339766
1,0.44,0.5761474236339766
1,0.32,0.5761474236339766
1,0.32,0.5761474236339766
1,0.29,0.5761474236339766
1,0.37,0.5761474236339766
1,0.39,0.5761474236339766
1,0.36,0.5761474236339766
1,0.36,0.5761474236339766
1,0.39,0.5761474236339766
1,0.36,0.5761474236339766
1,0.39,0.5761474236339766
1,0.42,0.5761474236339766
1,0.42,0.5761474236339766
1,0.46,0.5761474236339766
1,0.46,0.5761474236339766
1,0.53,0.5761474236339766
1,0.53,0.5761474236339766
1,0.49,0.5761474236339766
1,0.53,0.5761474236339766
1,0.49,0.5761474236339766
1,0.46,0.5761474236339766
1,0.43,0.5761474236339766
1,0.4,0.5761474236339766
1,0.37,0.5761474236339766
1,0.34,0.5761474236339766
1,0.32,0.5761474236339766
1,0.35,0.5761474236339766
1,0.34,0.5761474236339766
1,0.37,0.5761474236339766
1,0.4,0.5761474236339766
1,0.43,0.5761474236339766
1,0.46,0.5761474236339766
1,0.46,0.5761474236339766
1,0.46,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.54,0.5761474236339766
1,0.54,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.47,0.5761474236339766
1,0.4,0.5761474236339766
1,0.4,0.5761474236339766
1,0.4,0.5761474236339766
1,0.4,0.5761474236339766
1,0.4,0.5761474236339766
1,0.4,0.5761474236339766
1,0.4,0.5761474236339766
1,0.47,0.5761474236339766
1,0.5,0.5761474236339766
1,0.59,0.5761474236339766
1,0.59,0.5761474236339766
1,0.59,0.5761474236339766
1,0.59,0.5761474236339766
1,0.59,0.5761474236339766
1,0.55,0.5761474236339766
1,0.55,0.5761474236339766
1,0.55,0.5761474236339766
1,0.55,0.5761474236339766
1,0.51,0.5761474236339766
1,0.51,0.5761474236339766
1,0.51,0.5761474236339766
1,0.47,0.5761474236339766
1,0.51,0.5761474236339766
1,0.59,0.5761474236339766
1,0.59,0.5761474236339766
1,0.8,0.5761474236339766
1,0.86,0.5761474236339766
1,0.86,0.5761474236339766
1,0.93,0.5761474236339766
1,0.93,0.5761474236339766
1,0.93,0.5761474236339766
1,0.86,0.5761474236339766
1,0.93,0.5761474236339766
1,0.93,0.5761474236339766
1,0.86,0.5761474236339766
1,0.86,0.5761474236339766
1,0.86,0.5761474236339766
1,0.86,0.5761474236339766
1,0.93,0.5761474236339766
1,0.69,0.5761474236339766
1,0.59,0.5761474236339766
1,0.59,0.5761474236339766
1,0.55,0.5761474236339766
1,0.51,0.5761474236339766
1,0.47,0.5761474236339766
1,0.44,0.5761474236339766
1,0.47,0.5761474236339766
1,0.47,0.5761474236339766
1,0.44,0.5761474236339766
1,0.47,0.5761474236339766
1,0.47,0.5761474236339766
1,0.47,0.5761474236339766
1,0.5,0.5761474236339766
1,0.55,0.5761474236339766
1,0.55,0.5761474236339766
1,0.59,0.5761474236339766
1,0.59,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.54,0.5761474236339766
1,0.54,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.5,0.5761474236339766
1,0.44,0.5761474236339766
1,0.44,0.5761474236339766
1,0.41,0.5761474236339766
1,0.41,0.5761474236339766
1,0.38,0.5761474236339766
1,0.38,0.5761474236339766
1,0.4,0.5761474236339766
1,0.4,0.5761474236339766
1,0.47,0.5761474236339766
1,0.47,0.5761474236339766
1,0.46,0.5761474236339766
