workingday,season,Predicted Y
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
0,1,2.4793253536452666
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
1,1,2.512010113780025
