weekday,atemp,Predicted Y
6,0.2879,0.4735106061569685
6,0.2727,0.4735106061569685
6,0.2727,0.4735106061569685
6,0.2879,0.4735106061569685
6,0.2879,0.4735106061569685
6,0.2576,0.4735106061569685
6,0.2727,0.4735106061569685
6,0.2576,0.4735106061569685
6,0.2879,0.4735106061569685
6,0.3485,0.4735106061569685
6,0.3939,0.4735106061569685
6,0.3333,0.4735106061569685
6,0.4242,0.4735106061569685
6,0.4545,0.4735106061569685
6,0.4545,0.4735106061569685
6,0.4394,0.4735106061569685
6,0.4242,0.4735106061569685
6,0.4394,0.4735106061569685
6,0.4242,0.4735106061569685
6,0.4242,0.4735106061569685
6,0.4091,0.4735106061569685
6,0.4091,0.4735106061569685
6,0.4091,0.4735106061569685
6,0.4545,0.4735106061569685
0,0.4545,0.4780451644422225
0,0.4394,0.4780451644422225
0,0.4242,0.4780451644422225
0,0.4545,0.4780451644422225
0,0.4545,0.4780451644422225
0,0.4242,0.4780451644422225
0,0.4091,0.4780451644422225
0,0.4091,0.4780451644422225
0,0.3939,0.4780451644422225
0,0.3485,0.4780451644422225
0,0.3333,0.4780451644422225
0,0.3333,0.4780451644422225
0,0.3485,0.4780451644422225
0,0.3485,0.4780451644422225
0,0.3333,0.4780451644422225
0,0.3333,0.4780451644422225
0,0.3333,0.4780451644422225
0,0.3333,0.4780451644422225
0,0.2879,0.4780451644422225
0,0.2727,0.4780451644422225
0,0.2273,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.2273,0.4780451644422225
1,0.197,0.4772894047280135
1,0.1667,0.4772894047280135
1,0.1364,0.4772894047280135
1,0.1364,0.4772894047280135
1,0.1061,0.4772894047280135
1,0.1364,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1364,0.4772894047280135
1,0.1667,0.4772894047280135
1,0.1818,0.4772894047280135
1,0.2121,0.4772894047280135
1,0.2121,0.4772894047280135
1,0.2424,0.4772894047280135
1,0.2424,0.4772894047280135
1,0.2424,0.4772894047280135
1,0.2273,0.4772894047280135
1,0.2576,0.4772894047280135
1,0.2576,0.4772894047280135
1,0.2273,0.4772894047280135
1,0.197,0.4772894047280135
1,0.1515,0.4772894047280135
1,0.2121,0.4772894047280135
2,0.1818,0.4765336450138045
2,0.1818,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1818,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1364,0.4765336450138045
2,0.2121,0.4765336450138045
2,0.2273,0.4765336450138045
2,0.2273,0.4765336450138045
2,0.2576,0.4765336450138045
2,0.2727,0.4765336450138045
2,0.2879,0.4765336450138045
2,0.2727,0.4765336450138045
2,0.2576,0.4765336450138045
2,0.2576,0.4765336450138045
2,0.2576,0.4765336450138045
2,0.2727,0.4765336450138045
2,0.2576,0.4765336450138045
2,0.2273,0.4765336450138045
3,0.2576,0.4757778852995955
3,0.197,0.4757778852995955
3,0.197,0.4757778852995955
3,0.2273,0.4757778852995955
3,0.2273,0.4757778852995955
3,0.197,0.4757778852995955
3,0.1818,0.4757778852995955
3,0.1818,0.4757778852995955
3,0.197,0.4757778852995955
3,0.197,0.4757778852995955
3,0.2273,0.4757778852995955
3,0.2273,0.4757778852995955
3,0.2576,0.4757778852995955
3,0.2879,0.4757778852995955
3,0.2879,0.4757778852995955
3,0.3182,0.4757778852995955
3,0.2273,0.4757778852995955
3,0.2424,0.4757778852995955
3,0.2576,0.4757778852995955
3,0.2273,0.4757778852995955
3,0.197,0.4757778852995955
3,0.197,0.4757778852995955
3,0.2576,0.4757778852995955
4,0.2424,0.47502212558538653
4,0.2273,0.47502212558538653
4,0.2273,0.47502212558538653
4,0.197,0.47502212558538653
4,0.1818,0.47502212558538653
4,0.1667,0.47502212558538653
4,0.2273,0.47502212558538653
4,0.2273,0.47502212558538653
4,0.2424,0.47502212558538653
4,0.2576,0.47502212558538653
4,0.2576,0.47502212558538653
4,0.2879,0.47502212558538653
4,0.2727,0.47502212558538653
4,0.2727,0.47502212558538653
4,0.2727,0.47502212558538653
4,0.2576,0.47502212558538653
4,0.2273,0.47502212558538653
4,0.2273,0.47502212558538653
4,0.2576,0.47502212558538653
4,0.2121,0.47502212558538653
4,0.2121,0.47502212558538653
4,0.2121,0.47502212558538653
4,0.197,0.47502212558538653
5,0.197,0.47426636587117754
5,0.197,0.47426636587117754
5,0.197,0.47426636587117754
5,0.2121,0.47426636587117754
5,0.2727,0.47426636587117754
5,0.2576,0.47426636587117754
5,0.2121,0.47426636587117754
5,0.197,0.47426636587117754
5,0.1818,0.47426636587117754
5,0.197,0.47426636587117754
5,0.197,0.47426636587117754
5,0.197,0.47426636587117754
5,0.1818,0.47426636587117754
5,0.197,0.47426636587117754
5,0.2121,0.47426636587117754
5,0.2121,0.47426636587117754
5,0.2576,0.47426636587117754
5,0.2273,0.47426636587117754
5,0.197,0.47426636587117754
5,0.2121,0.47426636587117754
5,0.197,0.47426636587117754
5,0.197,0.47426636587117754
5,0.197,0.47426636587117754
6,0.197,0.4735106061569685
6,0.2121,0.4735106061569685
6,0.2424,0.4735106061569685
6,0.197,0.4735106061569685
6,0.197,0.4735106061569685
6,0.1667,0.4735106061569685
6,0.1667,0.4735106061569685
6,0.1818,0.4735106061569685
6,0.1818,0.4735106061569685
6,0.1818,0.4735106061569685
6,0.197,0.4735106061569685
6,0.1818,0.4735106061569685
6,0.1818,0.4735106061569685
6,0.1818,0.4735106061569685
6,0.1667,0.4735106061569685
6,0.1667,0.4735106061569685
6,0.1364,0.4735106061569685
6,0.1212,0.4735106061569685
6,0.1212,0.4735106061569685
6,0.1212,0.4735106061569685
6,0.1212,0.4735106061569685
6,0.1061,0.4735106061569685
6,0.1061,0.4735106061569685
6,0.0606,0.4735106061569685
0,0.0758,0.4780451644422225
0,0.0606,0.4780451644422225
0,0.0606,0.4780451644422225
0,0.0758,0.4780451644422225
0,0.0909,0.4780451644422225
0,0.0909,0.4780451644422225
0,0.0909,0.4780451644422225
0,0.0909,0.4780451644422225
0,0.0909,0.4780451644422225
0,0.0758,0.4780451644422225
0,0.1061,0.4780451644422225
0,0.1212,0.4780451644422225
0,0.1364,0.4780451644422225
0,0.1667,0.4780451644422225
0,0.1818,0.4780451644422225
0,0.197,0.4780451644422225
0,0.1667,0.4780451644422225
0,0.1515,0.4780451644422225
0,0.1364,0.4780451644422225
0,0.1364,0.4780451644422225
0,0.1212,0.4780451644422225
0,0.1061,0.4780451644422225
0,0.1212,0.4780451644422225
0,0.1364,0.4780451644422225
1,0.1212,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1061,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1212,0.4772894047280135
1,0.1364,0.4772894047280135
1,0.1818,0.4772894047280135
1,0.1818,0.4772894047280135
1,0.197,0.4772894047280135
1,0.197,0.4772894047280135
1,0.2121,0.4772894047280135
1,0.2273,0.4772894047280135
1,0.197,0.4772894047280135
1,0.1667,0.4772894047280135
1,0.1667,0.4772894047280135
1,0.1364,0.4772894047280135
1,0.1515,0.4772894047280135
1,0.1515,0.4772894047280135
2,0.1667,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1818,0.4765336450138045
2,0.1818,0.4765336450138045
2,0.2273,0.4765336450138045
2,0.2121,0.4765336450138045
2,0.197,0.4765336450138045
2,0.2121,0.4765336450138045
2,0.2121,0.4765336450138045
2,0.2273,0.4765336450138045
2,0.2273,0.4765336450138045
2,0.2273,0.4765336450138045
2,0.197,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.1818,0.4765336450138045
2,0.2273,0.4765336450138045
2,0.1515,0.4765336450138045
2,0.197,0.4765336450138045
2,0.1818,0.4765336450138045
2,0.197,0.4765336450138045
3,0.197,0.4757778852995955
3,0.1818,0.4757778852995955
3,0.1515,0.4757778852995955
3,0.1515,0.4757778852995955
3,0.1515,0.4757778852995955
3,0.1515,0.4757778852995955
3,0.1667,0.4757778852995955
3,0.1364,0.4757778852995955
3,0.1818,0.4757778852995955
3,0.1818,0.4757778852995955
3,0.1515,0.4757778852995955
3,0.197,0.4757778852995955
3,0.1818,0.4757778852995955
3,0.1667,0.4757778852995955
3,0.197,0.4757778852995955
3,0.1818,0.4757778852995955
3,0.1515,0.4757778852995955
3,0.1515,0.4757778852995955
3,0.1364,0.4757778852995955
3,0.1364,0.4757778852995955
3,0.1212,0.4757778852995955
3,0.1061,0.4757778852995955
4,0.1212,0.47502212558538653
4,0.1212,0.47502212558538653
4,0.1212,0.47502212558538653
4,0.1212,0.47502212558538653
4,0.1212,0.47502212558538653
4,0.1212,0.47502212558538653
4,0.1515,0.47502212558538653
4,0.1515,0.47502212558538653
4,0.1364,0.47502212558538653
4,0.1212,0.47502212558538653
4,0.1364,0.47502212558538653
4,0.1667,0.47502212558538653
4,0.1667,0.47502212558538653
4,0.197,0.47502212558538653
4,0.197,0.47502212558538653
4,0.2121,0.47502212558538653
4,0.2121,0.47502212558538653
4,0.1818,0.47502212558538653
4,0.1818,0.47502212558538653
4,0.1515,0.47502212558538653
4,0.1515,0.47502212558538653
4,0.1212,0.47502212558538653
4,0.1212,0.47502212558538653
4,0.1364,0.47502212558538653
5,0.1364,0.47426636587117754
5,0.1212,0.47426636587117754
5,0.1212,0.47426636587117754
5,0.1364,0.47426636587117754
5,0.1364,0.47426636587117754
5,0.1818,0.47426636587117754
5,0.1212,0.47426636587117754
5,0.1667,0.47426636587117754
5,0.1515,0.47426636587117754
5,0.1818,0.47426636587117754
5,0.1667,0.47426636587117754
5,0.197,0.47426636587117754
5,0.197,0.47426636587117754
5,0.2121,0.47426636587117754
5,0.2424,0.47426636587117754
5,0.2424,0.47426636587117754
5,0.2273,0.47426636587117754
5,0.2576,0.47426636587117754
5,0.197,0.47426636587117754
5,0.2424,0.47426636587117754
5,0.2273,0.47426636587117754
5,0.2273,0.47426636587117754
5,0.2424,0.47426636587117754
6,0.2424,0.4735106061569685
6,0.197,0.4735106061569685
6,0.197,0.4735106061569685
6,0.2273,0.4735106061569685
6,0.2273,0.4735106061569685
6,0.2273,0.4735106061569685
6,0.1667,0.4735106061569685
6,0.2121,0.4735106061569685
6,0.1515,0.4735106061569685
6,0.1818,0.4735106061569685
6,0.197,0.4735106061569685
6,0.197,0.4735106061569685
6,0.2273,0.4735106061569685
6,0.2576,0.4735106061569685
6,0.2879,0.4735106061569685
6,0.3182,0.4735106061569685
6,0.3333,0.4735106061569685
6,0.303,0.4735106061569685
6,0.2879,0.4735106061569685
6,0.303,0.4735106061569685
6,0.303,0.4735106061569685
6,0.303,0.4735106061569685
6,0.3182,0.4735106061569685
6,0.2879,0.4735106061569685
0,0.303,0.4780451644422225
0,0.2727,0.4780451644422225
0,0.2879,0.4780451644422225
0,0.2727,0.4780451644422225
0,0.2576,0.4780451644422225
0,0.2576,0.4780451644422225
0,0.2576,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.2273,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.2273,0.4780451644422225
0,0.2727,0.4780451644422225
0,0.2424,0.4780451644422225
0,0.2273,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.197,0.4780451644422225
0,0.197,0.4780451644422225
0,0.197,0.4780451644422225
0,0.2121,0.4780451644422225
0,0.2273,0.4780451644422225
1,0.197,0.4772894047280135
1,0.197,0.4772894047280135
1,0.1667,0.4772894047280135
1,0.1818,0.4772894047280135
1,0.197,0.4772894047280135
1,0.197,0.4772894047280135
1,0.1818,0.4772894047280135
1,0.1818,0.4772894047280135
1,0.1515,0.4772894047280135
1,0.1515,0.4772894047280135
