holiday,windspeed,Predicted Y
0,0.0,0.19001364417323433
0,0.0,0.19001364417323433
0,0.0,0.19001364417323433
0,0.0,0.19001364417323433
0,0.0,0.19001364417323433
0,0.0896,0.19001364417323433
0,0.0,0.19001364417323433
0,0.0,0.19001364417323433
0,0.0,0.19001364417323433
0,0.0,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.194,0.19001364417323433
0,0.2239,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.194,0.19001364417323433
0,0.194,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.194,0.19001364417323433
0,0.2239,0.19001364417323433
0,0.2239,0.19001364417323433
0,0.2239,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.1343,0.19001364417323433
0,0.194,0.19001364417323433
0,0.1642,0.19001364417323433
0,0.1642,0.19001364417323433
0,0.194,0.19001364417323433
0,0.3284,0.19001364417323433
0,0.4478,0.19001364417323433
0,0.3582,0.19001364417323433
0,0.3284,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.1642,0.19001364417323433
0,0.3582,0.19001364417323433
0,0.4179,0.19001364417323433
0,0.3881,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.3881,0.19001364417323433
0,0.194,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.3881,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.3284,0.19001364417323433
0,0.2985,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.2836,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.2537,0.19001364417323433
0,0.2239,0.19001364417323433
0,0.1045,0.19001364417323433
0,0.0,0.19001364417323433
0,0.1045,0.19001364417323433
0,0.1343,0.19001364417323433
0,0.1343,0.19001364417323433
0,0.1045,0.19001364417323433
0,0.1045,0.19001364417323433
0,0.1045,0.19001364417323433
0,0.1343,0.19001364417323433
