windspeed,atemp,Predicted Y
0.0,0.2879,0.4924205954397044
0.0,0.2727,0.4924205954397044
0.0,0.2727,0.4924205954397044
0.0,0.2879,0.4924205954397044
0.0,0.2879,0.4924205954397044
0.0896,0.2576,0.4845749616671319
0.0,0.2727,0.4924205954397044
0.0,0.2576,0.4924205954397044
0.0,0.2879,0.4924205954397044
0.0,0.3485,0.4924205954397044
0.2537,0.3939,0.47020589356356984
0.2836,0.3333,0.46758776354348147
0.2836,0.4242,0.46758776354348147
0.2985,0.4545,0.4662830766772836
0.2836,0.4545,0.46758776354348147
0.2985,0.4394,0.4662830766772836
0.2985,0.4242,0.4662830766772836
0.2836,0.4394,0.46758776354348147
0.2537,0.4242,0.47020589356356984
0.2537,0.4242,0.47020589356356984
0.2537,0.4091,0.47020589356356984
0.194,0.4091,0.475433397316054
0.2239,0.4091,0.4728152672959656
0.2985,0.4545,0.4662830766772836
0.2985,0.4545,0.4662830766772836
0.2537,0.4394,0.47020589356356984
0.2836,0.4242,0.46758776354348147
0.194,0.4545,0.475433397316054
0.194,0.4545,0.475433397316054
0.2985,0.4242,0.4662830766772836
0.194,0.4091,0.475433397316054
0.2239,0.4091,0.4728152672959656
0.2239,0.3939,0.4728152672959656
0.2239,0.3485,0.4728152672959656
0.2537,0.3333,0.47020589356356984
0.2985,0.3333,0.4662830766772836
0.1343,0.3485,0.4806609010685382
0.194,0.3485,0.475433397316054
0.1642,0.3333,0.4780427710484498
0.1642,0.3333,0.4780427710484498
0.194,0.3333,0.475433397316054
0.3284,0.3333,0.4636649466571952
0.4478,0.2879,0.45320993915222685
0.3582,0.2727,0.46105557292479943
0.3284,0.2273,0.4636649466571952
0.2985,0.2121,0.4662830766772836
0.1642,0.2273,0.4780427710484498
0.3582,0.197,0.46105557292479943
0.4179,0.1667,0.4558280691723153
0.3881,0.1364,0.45843744290471106
0.2836,0.1364,0.46758776354348147
0.3881,0.1061,0.45843744290471106
0.194,0.1364,0.475433397316054
0.2836,0.1212,0.46758776354348147
0.3881,0.1364,0.45843744290471106
0.2537,0.1667,0.47020589356356984
0.3284,0.1818,0.4636649466571952
0.2985,0.2121,0.4662830766772836
0.2836,0.2121,0.46758776354348147
0.2836,0.2424,0.46758776354348147
0.2537,0.2424,0.47020589356356984
0.2537,0.2424,0.47020589356356984
0.2239,0.2273,0.4728152672959656
0.1045,0.2576,0.483270274800934
0.0,0.2576,0.4924205954397044
0.1045,0.2273,0.483270274800934
0.1343,0.197,0.4806609010685382
0.1343,0.1515,0.4806609010685382
0.1045,0.2121,0.483270274800934
0.1045,0.1818,0.483270274800934
0.1045,0.1818,0.483270274800934
0.1343,0.1515,0.4806609010685382
0.0896,0.1818,0.4845749616671319
0.1045,0.1515,0.483270274800934
0.1045,0.1515,0.483270274800934
0.1343,0.1515,0.4806609010685382
0.1642,0.1515,0.4780427710484498
0.2239,0.1515,0.4728152672959656
0.3284,0.1364,0.4636649466571952
0.2985,0.2121,0.4662830766772836
0.1642,0.2273,0.4780427710484498
0.194,0.2273,0.475433397316054
0.2239,0.2576,0.4728152672959656
0.2537,0.2727,0.47020589356356984
0.2537,0.2879,0.47020589356356984
0.2239,0.2727,0.4728152672959656
0.194,0.2576,0.475433397316054
0.1045,0.2576,0.483270274800934
0.1045,0.2576,0.483270274800934
0.0,0.2727,0.4924205954397044
0.0896,0.2576,0.4845749616671319
0.0896,0.2273,0.4845749616671319
0.0,0.2576,0.4924205954397044
0.0896,0.197,0.4845749616671319
0.0896,0.197,0.4845749616671319
0.2239,0.2273,0.4728152672959656
0.1642,0.2273,0.4780427710484498
0.2239,0.197,0.4728152672959656
0.194,0.1818,0.475433397316054
0.2985,0.1818,0.4662830766772836
0.3284,0.197,0.4636649466571952
0.3284,0.197,0.4636649466571952
0.3284,0.2273,0.4636649466571952
0.3284,0.2273,0.4636649466571952
0.2985,0.2576,0.4662830766772836
0.194,0.2879,0.475433397316054
0.194,0.2879,0.475433397316054
0.0896,0.3182,0.4845749616671319
0.194,0.2273,0.475433397316054
0.1343,0.2424,0.4806609010685382
0.1045,0.2576,0.483270274800934
0.1642,0.2273,0.4780427710484498
0.194,0.197,0.475433397316054
0.1343,0.197,0.4806609010685382
0.0,0.2576,0.4924205954397044
0.0,0.2424,0.4924205954397044
0.0,0.2273,0.4924205954397044
0.0,0.2273,0.4924205954397044
0.0896,0.197,0.4845749616671319
0.0896,0.1818,0.4845749616671319
0.1045,0.1667,0.483270274800934
0.0,0.2273,0.4924205954397044
0.0,0.2273,0.4924205954397044
0.0,0.2424,0.4924205954397044
0.0,0.2576,0.4924205954397044
0.0896,0.2576,0.4845749616671319
0.0,0.2879,0.4924205954397044
0.1045,0.2727,0.483270274800934
0.1642,0.2727,0.4780427710484498
0.0,0.2727,0.4924205954397044
0.1642,0.2576,0.4780427710484498
0.1642,0.2273,0.4780427710484498
0.1343,0.2273,0.4806609010685382
0.0896,0.2576,0.4845749616671319
0.1642,0.2121,0.4780427710484498
0.2239,0.2121,0.4728152672959656
0.2836,0.2121,0.46758776354348147
0.194,0.197,0.475433397316054
