mnth,instant,Predicted Y
1,1,4737.858504750451
1,2,4737.858504750451
1,3,4737.858504750451
1,4,4737.858504750451
1,5,4737.858504750451
1,6,4737.858504750451
1,7,4737.858504750451
1,8,4737.858504750451
1,9,4737.858504750451
1,10,4737.858504750451
1,11,4737.858504750451
1,12,4737.858504750451
1,13,4737.858504750451
1,14,4737.858504750451
1,15,4737.858504750451
1,16,4737.858504750451
1,17,4737.858504750451
1,18,4737.858504750451
1,19,4737.858504750451
1,20,4737.858504750451
1,21,4737.858504750451
1,22,4737.858504750451
1,23,4737.858504750451
1,24,4737.858504750451
1,25,4737.858504750451
1,26,4737.858504750451
1,27,4737.858504750451
1,28,4737.858504750451
1,29,4737.858504750451
1,30,4737.858504750451
1,31,4737.858504750451
1,32,4737.858504750451
1,33,4737.858504750451
1,34,4737.858504750451
1,35,4737.858504750451
1,36,4737.858504750451
1,37,4737.858504750451
1,38,4737.858504750451
1,39,4737.858504750451
1,40,4737.858504750451
1,41,4737.858504750451
1,42,4737.858504750451
1,43,4737.858504750451
1,44,4737.858504750451
1,45,4737.858504750451
1,46,4737.858504750451
1,47,4737.858504750451
1,48,4737.858504750451
1,49,4737.858504750451
1,50,4737.858504750451
1,51,4737.858504750451
1,52,4737.858504750451
1,53,4737.858504750451
1,54,4737.858504750451
1,55,4737.858504750451
1,56,4737.858504750451
1,57,4737.858504750451
1,58,4737.858504750451
1,59,4737.858504750451
1,60,4737.858504750451
1,61,4737.858504750451
1,62,4737.858504750451
1,63,4737.858504750451
1,64,4737.858504750451
1,65,4737.858504750451
1,66,4737.858504750451
1,67,4737.858504750451
1,68,4737.858504750451
1,69,4737.858504750451
1,70,4737.858504750451
1,71,4737.858504750451
1,72,4737.858504750451
1,73,4737.858504750451
1,74,4737.858504750451
1,75,4737.858504750451
1,76,4737.858504750451
1,77,4737.858504750451
1,78,4737.858504750451
1,79,4737.858504750451
1,80,4737.858504750451
1,81,4737.858504750451
1,82,4737.858504750451
1,83,4737.858504750451
1,84,4737.858504750451
1,85,4737.858504750451
1,86,4737.858504750451
1,87,4737.858504750451
1,88,4737.858504750451
1,89,4737.858504750451
1,90,4737.858504750451
1,91,4737.858504750451
1,92,4737.858504750451
1,93,4737.858504750451
1,94,4737.858504750451
1,95,4737.858504750451
1,96,4737.858504750451
1,97,4737.858504750451
1,98,4737.858504750451
1,99,4737.858504750451
1,100,4737.858504750451
1,101,4737.858504750451
1,102,4737.858504750451
1,103,4737.858504750451
1,104,4737.858504750451
1,105,4737.858504750451
1,106,4737.858504750451
1,107,4737.858504750451
1,108,4737.858504750451
1,109,4737.858504750451
1,110,4737.858504750451
1,111,4737.858504750451
1,112,4737.858504750451
1,113,4737.858504750451
1,114,4737.858504750451
1,115,4737.858504750451
1,116,4737.858504750451
1,117,4737.858504750451
1,118,4737.858504750451
1,119,4737.858504750451
1,120,4737.858504750451
1,121,4737.858504750451
1,122,4737.858504750451
1,123,4737.858504750451
1,124,4737.858504750451
1,125,4737.858504750451
1,126,4737.858504750451
1,127,4737.858504750451
1,128,4737.858504750451
1,129,4737.858504750451
1,130,4737.858504750451
1,131,4737.858504750451
1,132,4737.858504750451
1,133,4737.858504750451
1,134,4737.858504750451
1,135,4737.858504750451
1,136,4737.858504750451
1,137,4737.858504750451
1,138,4737.858504750451
1,139,4737.858504750451
1,140,4737.858504750451
1,141,4737.858504750451
1,142,4737.858504750451
1,143,4737.858504750451
1,144,4737.858504750451
1,145,4737.858504750451
1,146,4737.858504750451
1,147,4737.858504750451
1,148,4737.858504750451
1,149,4737.858504750451
1,150,4737.858504750451
1,151,4737.858504750451
1,152,4737.858504750451
1,153,4737.858504750451
1,154,4737.858504750451
1,155,4737.858504750451
1,156,4737.858504750451
1,157,4737.858504750451
1,158,4737.858504750451
1,159,4737.858504750451
1,160,4737.858504750451
1,161,4737.858504750451
1,162,4737.858504750451
1,163,4737.858504750451
1,164,4737.858504750451
1,165,4737.858504750451
1,166,4737.858504750451
1,167,4737.858504750451
1,168,4737.858504750451
1,169,4737.858504750451
1,170,4737.858504750451
1,171,4737.858504750451
1,172,4737.858504750451
1,173,4737.858504750451
1,174,4737.858504750451
1,175,4737.858504750451
1,176,4737.858504750451
1,177,4737.858504750451
1,178,4737.858504750451
1,179,4737.858504750451
1,180,4737.858504750451
1,181,4737.858504750451
1,182,4737.858504750451
1,183,4737.858504750451
1,184,4737.858504750451
1,185,4737.858504750451
1,186,4737.858504750451
1,187,4737.858504750451
1,188,4737.858504750451
1,189,4737.858504750451
1,190,4737.858504750451
1,191,4737.858504750451
1,192,4737.858504750451
1,193,4737.858504750451
1,194,4737.858504750451
1,195,4737.858504750451
1,196,4737.858504750451
1,197,4737.858504750451
1,198,4737.858504750451
1,199,4737.858504750451
1,200,4737.858504750451
1,201,4737.858504750451
1,202,4737.858504750451
1,203,4737.858504750451
1,204,4737.858504750451
1,205,4737.858504750451
1,206,4737.858504750451
1,207,4737.858504750451
1,208,4737.858504750451
1,209,4737.858504750451
1,210,4737.858504750451
1,211,4737.858504750451
1,212,4737.858504750451
1,213,4737.858504750451
1,214,4737.858504750451
1,215,4737.858504750451
1,216,4737.858504750451
1,217,4737.858504750451
1,218,4737.858504750451
1,219,4737.858504750451
1,220,4737.858504750451
1,221,4737.858504750451
1,222,4737.858504750451
1,223,4737.858504750451
1,224,4737.858504750451
1,225,4737.858504750451
1,226,4737.858504750451
1,227,4737.858504750451
1,228,4737.858504750451
1,229,4737.858504750451
1,230,4737.858504750451
1,231,4737.858504750451
1,232,4737.858504750451
1,233,4737.858504750451
1,234,4737.858504750451
1,235,4737.858504750451
1,236,4737.858504750451
1,237,4737.858504750451
1,238,4737.858504750451
1,239,4737.858504750451
1,240,4737.858504750451
1,241,4737.858504750451
1,242,4737.858504750451
1,243,4737.858504750451
1,244,4737.858504750451
1,245,4737.858504750451
1,246,4737.858504750451
1,247,4737.858504750451
1,248,4737.858504750451
1,249,4737.858504750451
1,250,4737.858504750451
1,251,4737.858504750451
1,252,4737.858504750451
1,253,4737.858504750451
1,254,4737.858504750451
1,255,4737.858504750451
1,256,4737.858504750451
1,257,4737.858504750451
1,258,4737.858504750451
1,259,4737.858504750451
1,260,4737.858504750451
1,261,4737.858504750451
1,262,4737.858504750451
1,263,4737.858504750451
1,264,4737.858504750451
1,265,4737.858504750451
1,266,4737.858504750451
1,267,4737.858504750451
1,268,4737.858504750451
1,269,4737.858504750451
1,270,4737.858504750451
1,271,4737.858504750451
1,272,4737.858504750451
1,273,4737.858504750451
1,274,4737.858504750451
1,275,4737.858504750451
1,276,4737.858504750451
1,277,4737.858504750451
1,278,4737.858504750451
1,279,4737.858504750451
1,280,4737.858504750451
1,281,4737.858504750451
1,282,4737.858504750451
1,283,4737.858504750451
1,284,4737.858504750451
1,285,4737.858504750451
1,286,4737.858504750451
1,287,4737.858504750451
1,288,4737.858504750451
1,289,4737.858504750451
1,290,4737.858504750451
1,291,4737.858504750451
1,292,4737.858504750451
1,293,4737.858504750451
1,294,4737.858504750451
1,295,4737.858504750451
1,296,4737.858504750451
1,297,4737.858504750451
1,298,4737.858504750451
1,299,4737.858504750451
1,300,4737.858504750451
1,301,4737.858504750451
1,302,4737.858504750451
1,303,4737.858504750451
1,304,4737.858504750451
1,305,4737.858504750451
1,306,4737.858504750451
1,307,4737.858504750451
1,308,4737.858504750451
1,309,4737.858504750451
1,310,4737.858504750451
1,311,4737.858504750451
1,312,4737.858504750451
1,313,4737.858504750451
1,314,4737.858504750451
1,315,4737.858504750451
1,316,4737.858504750451
1,317,4737.858504750451
1,318,4737.858504750451
1,319,4737.858504750451
1,320,4737.858504750451
1,321,4737.858504750451
1,322,4737.858504750451
1,323,4737.858504750451
1,324,4737.858504750451
1,325,4737.858504750451
1,326,4737.858504750451
1,327,4737.858504750451
1,328,4737.858504750451
1,329,4737.858504750451
1,330,4737.858504750451
1,331,4737.858504750451
1,332,4737.858504750451
1,333,4737.858504750451
1,334,4737.858504750451
1,335,4737.858504750451
