holiday,season,Predicted Y
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
0,1,2.5034658451330056
