hum,weekday,Predicted Y
0.81,6,2.933076023032318
0.8,6,2.9369391370039506
0.8,6,2.9369391370039506
0.75,6,2.9562547068621123
0.75,6,2.9562547068621123
0.75,6,2.9562547068621123
0.8,6,2.9369391370039506
0.86,6,2.9137604531741563
0.75,6,2.9562547068621123
0.76,6,2.95239159289048
0.76,6,2.95239159289048
0.81,6,2.933076023032318
0.77,6,2.9485284789188477
0.72,6,2.9678440487770095
0.72,6,2.9678440487770095
0.77,6,2.9485284789188477
0.82,6,2.929212909060686
0.82,6,2.929212909060686
0.88,6,2.9060342252308917
0.88,6,2.9060342252308917
0.87,6,2.909897339202524
0.87,6,2.909897339202524
0.94,6,2.8828555414010975
0.88,6,2.9060342252308917
0.88,0,2.9060342252308917
0.94,0,2.8828555414010975
1.0,0,2.859676857571303
0.94,0,2.8828555414010975
0.94,0,2.8828555414010975
0.77,0,2.9485284789188477
0.76,0,2.95239159289048
0.71,0,2.971707162748642
0.76,0,2.95239159289048
0.81,0,2.933076023032318
0.71,0,2.971707162748642
0.66,0,2.9910227326068037
0.66,0,2.9910227326068037
0.76,0,2.95239159289048
0.81,0,2.933076023032318
0.71,0,2.971707162748642
0.57,0,3.025790758351495
0.46,0,3.068285012039451
0.42,0,3.083737467925981
0.39,0,3.095326809840878
0.44,0,3.0760112399827158
0.44,0,3.0760112399827158
0.47,0,3.0644218980678186
0.44,1,3.0760112399827158
0.44,1,3.0760112399827158
0.47,1,3.0644218980678186
0.47,1,3.0644218980678186
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.43,1,3.0798743539543483
0.43,1,3.0798743539543483
0.4,1,3.0914636958692454
0.35,1,3.110779265727407
0.35,1,3.110779265727407
0.3,1,3.130094835585569
0.3,1,3.130094835585569
0.3,1,3.130094835585569
0.3,1,3.130094835585569
0.32,1,3.1223686076423043
0.47,1,3.0644218980678186
0.47,1,3.0644218980678186
0.64,1,2.9987489605500683
0.69,1,2.9794333906919066
0.55,1,3.0335169862947597
0.55,2,3.0335169862947597
0.59,2,3.01806453040823
0.63,2,3.002612074521701
0.63,2,3.002612074521701
0.68,2,2.983296504663539
0.74,2,2.960117820833745
0.74,2,2.960117820833745
0.69,2,2.9794333906919066
0.64,2,2.9987489605500683
0.69,2,2.9794333906919066
0.51,2,3.0489694421812894
0.51,2,3.0489694421812894
0.56,2,3.029653872323127
0.52,2,3.045106328209657
0.52,2,3.045106328209657
0.49,2,3.056695670124554
0.48,2,3.0605587840961865
0.48,2,3.0605587840961865
0.48,2,3.0605587840961865
0.48,2,3.0605587840961865
0.64,2,2.9987489605500683
0.64,2,2.9987489605500683
0.69,2,2.9794333906919066
0.64,3,2.9987489605500683
0.74,3,2.960117820833745
0.74,3,2.960117820833745
0.48,3,3.0605587840961865
0.47,3,3.0644218980678186
0.47,3,3.0644218980678186
0.43,3,3.0798743539543483
0.4,3,3.0914636958692454
0.37,3,3.1030530377841425
0.37,3,3.1030530377841425
0.33,3,3.1185054936706718
0.33,3,3.1185054936706718
0.3,3,3.130094835585569
0.28,3,3.137821063528834
0.28,3,3.137821063528834
0.28,3,3.137821063528834
0.38,3,3.09918992381251
0.38,3,3.09918992381251
0.38,3,3.09918992381251
0.47,3,3.0644218980678186
0.51,3,3.0489694421812894
0.55,3,3.0335169862947597
0.47,3,3.0644218980678186
0.55,4,3.0335169862947597
0.64,4,2.9987489605500683
0.64,4,2.9987489605500683
0.64,4,2.9987489605500683
0.69,4,2.9794333906919066
0.63,4,3.002612074521701
0.59,4,3.01806453040823
0.59,4,3.01806453040823
0.51,4,3.0489694421812894
0.47,4,3.0644218980678186
0.44,4,3.0760112399827158
0.35,4,3.110779265727407
0.35,4,3.110779265727407
0.36,4,3.106916151755775
0.36,4,3.106916151755775
0.38,4,3.09918992381251
0.51,4,3.0489694421812894
0.51,4,3.0489694421812894
0.55,4,3.0335169862947597
0.51,4,3.0489694421812894
0.55,4,3.0335169862947597
0.51,4,3.0489694421812894
0.59,4,3.01806453040823
0.64,5,2.9987489605500683
0.69,5,2.9794333906919066
0.69,5,2.9794333906919066
0.69,5,2.9794333906919066
0.55,5,3.0335169862947597
0.69,5,2.9794333906919066
0.69,5,2.9794333906919066
0.51,5,3.0489694421812894
0.47,5,3.0644218980678186
0.37,5,3.1030530377841425
0.4,5,3.0914636958692454
0.37,5,3.1030530377841425
0.37,5,3.1030530377841425
0.4,5,3.0914636958692454
0.37,5,3.1030530377841425
0.37,5,3.1030530377841425
0.37,5,3.1030530377841425
0.4,5,3.0914636958692454
0.55,5,3.0335169862947597
0.47,5,3.0644218980678186
0.47,5,3.0644218980678186
0.43,5,3.0798743539543483
0.51,5,3.0489694421812894
0.51,6,3.0489694421812894
0.55,6,3.0335169862947597
0.55,6,3.0335169862947597
0.55,6,3.0335169862947597
0.55,6,3.0335169862947597
0.74,6,2.960117820833745
0.74,6,2.960117820833745
0.74,6,2.960117820833745
0.93,6,2.8867186553727295
0.93,6,2.8867186553727295
0.8,6,2.9369391370039506
0.69,6,2.9794333906919066
0.59,6,3.01806453040823
0.44,6,3.0760112399827158
0.32,6,3.1223686076423043
0.32,6,3.1223686076423043
0.29,6,3.1339579495572014
0.37,6,3.1030530377841425
0.39,6,3.095326809840878
0.36,6,3.106916151755775
0.36,6,3.106916151755775
0.39,6,3.095326809840878
0.36,6,3.106916151755775
0.39,6,3.095326809840878
0.42,0,3.083737467925981
0.42,0,3.083737467925981
0.46,0,3.068285012039451
0.46,0,3.068285012039451
0.53,0,3.0412432142380244
0.53,0,3.0412432142380244
0.49,0,3.056695670124554
0.53,0,3.0412432142380244
0.49,0,3.056695670124554
0.46,0,3.068285012039451
0.43,0,3.0798743539543483
0.4,0,3.0914636958692454
0.37,0,3.1030530377841425
0.34,0,3.1146423796990397
0.32,0,3.1223686076423043
0.35,0,3.110779265727407
0.34,0,3.1146423796990397
0.37,0,3.1030530377841425
0.4,0,3.0914636958692454
0.43,0,3.0798743539543483
0.46,0,3.068285012039451
0.46,0,3.068285012039451
0.46,0,3.068285012039451
0.5,0,3.0528325561529215
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.54,1,3.0373801002663923
0.54,1,3.0373801002663923
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.5,1,3.0528325561529215
0.47,1,3.0644218980678186
0.4,1,3.0914636958692454
0.4,1,3.0914636958692454
0.4,1,3.0914636958692454
0.4,1,3.0914636958692454
0.4,1,3.0914636958692454
0.4,1,3.0914636958692454
0.4,1,3.0914636958692454
0.47,1,3.0644218980678186
0.5,1,3.0528325561529215
