mnth,workingday,Predicted Y
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,0,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
1,1,0.685326566582876
