mnth,weekday,Predicted Y
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,1,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,2,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,3,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,4,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,5,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,6,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
1,0,2.9700896023913517
