cnt,workingday,Predicted Y
16,0,0.6692410504556205
40,0,0.6711060431061455
32,0,0.6704843788893039
13,0,0.669007926374305
1,0,0.6680754300490424
1,0,0.6680754300490424
2,0,0.6681531380761476
3,0,0.6682308461032528
8,0,0.6686193862387788
14,0,0.6690856344014101
36,0,0.6707952109977248
56,0,0.6723493715398289
84,0,0.6745251962987747
94,0,0.6753022765698269
106,0,0.6762347728950894
110,0,0.6765456050035102
93,0,0.6752245685427216
67,0,0.6732041598379862
35,0,0.6707175029706195
37,0,0.6708729190248299
36,0,0.6707952109977248
34,0,0.6706397949435143
28,0,0.670173546780883
39,0,0.6710283350790404
17,0,0.6693187584827257
17,0,0.6693187584827257
9,0,0.6686970942658841
6,0,0.6684639701845685
3,0,0.6682308461032528
2,0,0.6681531380761476
1,0,0.6680754300490424
8,0,0.6686193862387788
20,0,0.6695518825640414
53,0,0.6721162474585133
70,0,0.6734372839193018
93,0,0.6752245685427216
75,0,0.6738258240548278
59,0,0.6725824956211446
74,0,0.6737481160277227
76,0,0.6739035320819331
65,0,0.6730487437837758
53,0,0.6721162474585133
30,0,0.6703289628350935
22,0,0.6697072986182518
31,0,0.6704066708621986
9,0,0.6686970942658841
8,0,0.6686193862387788
5,1,0.6683862621574632
2,1,0.6681531380761476
1,1,0.6680754300490424
3,1,0.6682308461032528
30,1,0.6703289628350935
64,1,0.6729710357566706
154,1,0.6799647581961394
88,1,0.6748360284071956
44,1,0.6714168752145664
51,1,0.6719608314043028
61,1,0.6727379116753549
61,1,0.6727379116753549
77,1,0.6739812401090383
72,1,0.6735926999735122
76,1,0.6739035320819331
157,1,0.680197882277455
157,1,0.680197882277455
110,1,0.6765456050035102
52,1,0.6720385394314081
52,1,0.6720385394314081
20,1,0.6695518825640414
12,1,0.6689302183471997
5,1,0.6683862621574632
2,1,0.6681531380761476
1,1,0.6680754300490424
2,1,0.6681531380761476
4,1,0.6683085541303581
36,1,0.6707952109977248
94,1,0.6753022765698269
179,1,0.6819074588737697
100,1,0.6757685247324581
42,1,0.671261459160356
57,1,0.6724270795669341
78,1,0.6740589481361435
97,1,0.6755354006511425
63,1,0.6728933277295653
65,1,0.6730487437837758
83,1,0.6744474882716696
212,1,0.6844718237682416
182,1,0.6821405829550853
112,1,0.6767010210577207
54,1,0.6721939554856184
48,1,0.6717277073229873
35,1,0.6707175029706195
11,1,0.6688525103200945
6,1,0.6684639701845685
6,1,0.6684639701845685
2,1,0.6681531380761476
2,1,0.6681531380761476
3,1,0.6682308461032528
33,1,0.6705620869164091
88,1,0.6748360284071956
195,1,0.6831507873074529
115,1,0.6769341451390363
57,1,0.6724270795669341
46,1,0.6715722912687768
79,1,0.6741366561632487
71,1,0.6735149919464071
62,1,0.6728156197024602
62,1,0.6728156197024602
89,1,0.6749137364343009
190,1,0.6827622471719269
169,1,0.6811303786027175
132,1,0.6782551815998248
89,1,0.6749137364343009
43,1,0.6713391671874612
42,1,0.671261459160356
19,1,0.6694741745369361
11,1,0.6688525103200945
4,1,0.6683085541303581
2,1,0.6681531380761476
1,1,0.6680754300490424
4,1,0.6683085541303581
36,1,0.6707952109977248
95,1,0.675379984596932
219,1,0.685015779957978
122,1,0.6774781013287727
45,1,0.6714945832416715
59,1,0.6725824956211446
84,1,0.6745251962987747
67,1,0.6732041598379862
70,1,0.6734372839193018
62,1,0.6728156197024602
86,1,0.6746806123529852
172,1,0.6813635026840332
163,1,0.6806641304400863
112,1,0.6767010210577207
69,1,0.6733595758921966
48,1,0.6717277073229873
52,1,0.6720385394314081
23,1,0.669785006645357
17,1,0.6693187584827257
7,1,0.6685416782116737
1,1,0.6680754300490424
1,1,0.6680754300490424
5,1,0.6683862621574632
34,1,0.6706397949435143
84,1,0.6745251962987747
210,1,0.6843164077140311
134,1,0.6784105976540352
63,1,0.6728933277295653
67,1,0.6732041598379862
59,1,0.6725824956211446
73,1,0.6736704080006175
50,1,0.6718831233771977
72,1,0.6735926999735122
87,1,0.6747583203800904
187,1,0.6825291230906113
123,1,0.6775558093558779
95,1,0.675379984596932
51,1,0.6719608314043028
39,1,0.6710283350790404
36,1,0.6707952109977248
15,1,0.6691633424285153
25,0,0.6699404226995674
16,0,0.6692410504556205
16,0,0.6692410504556205
7,0,0.6685416782116737
1,0,0.6680754300490424
5,0,0.6683862621574632
2,0,0.6681531380761476
9,0,0.6686970942658841
15,0,0.6691633424285153
20,0,0.6695518825640414
61,0,0.6727379116753549
62,0,0.6728156197024602
98,0,0.6756131086782476
102,0,0.6759239407866685
95,0,0.675379984596932
74,0,0.6737481160277227
76,0,0.6739035320819331
69,0,0.6733595758921966
55,0,0.6722716635127237
30,0,0.6703289628350935
28,0,0.670173546780883
37,0,0.6708729190248299
34,0,0.6706397949435143
22,0,0.6697072986182518
25,0,0.6699404226995674
12,0,0.6689302183471997
11,0,0.6688525103200945
4,0,0.6683085541303581
1,0,0.6680754300490424
1,0,0.6680754300490424
1,0,0.6680754300490424
6,0,0.6684639701845685
10,0,0.6687748022929892
19,0,0.6694741745369361
49,0,0.6718054153500924
49,0,0.6718054153500924
83,0,0.6744474882716696
75,0,0.6738258240548278
72,0,0.6735926999735122
82,0,0.6743697802445644
92,0,0.6751468605156165
62,0,0.6728156197024602
48,0,0.6717277073229873
41,0,0.6711837511332508
38,0,0.6709506270519351
20,0,0.6695518825640414
15,0,0.6691633424285153
6,0,0.6684639701845685
5,1,0.6683862621574632
1,1,0.6680754300490424
3,1,0.6682308461032528
1,1,0.6680754300490424
3,1,0.6682308461032528
3,1,0.6682308461032528
31,1,0.6704066708621986
77,1,0.6739812401090383
188,1,0.6826068311177165
94,1,0.6753022765698269
31,1,0.6704066708621986
30,1,0.6703289628350935
52,1,0.6720385394314081
54,1,0.6721939554856184
47,1,0.671649999295882
45,1,0.6714945832416715
74,1,0.6737481160277227
178,1,0.6818297508466644
155,1,0.6800424662232446
95,1,0.675379984596932
74,1,0.6737481160277227
38,1,0.6709506270519351
24,1,0.6698627146724622
18,1,0.669396466509831
12,1,0.6689302183471997
3,1,0.6682308461032528
3,1,0.6682308461032528
6,1,0.6684639701845685
27,1,0.6700958387537779
99,1,0.6756908167053529
217,1,0.6848603639037676
130,1,0.6780997655456144
54,1,0.6721939554856184
35,1,0.6707175029706195
57,1,0.6724270795669341
52,1,0.6720385394314081
63,1,0.6728933277295653
47,1,0.671649999295882
76,1,0.6739035320819331
136,1,0.6785660137082457
95,1,0.675379984596932
51,1,0.6719608314043028
32,1,0.6704843788893039
20,1,0.6695518825640414
29,1,0.6702512548079883
19,1,0.6694741745369361
7,1,0.6685416782116737
6,1,0.6684639701845685
1,1,0.6680754300490424
5,1,0.6683862621574632
16,1,0.6692410504556205
54,1,0.6721939554856184
128,1,0.6779443494914039
81,1,0.6742920722174591
39,1,0.6710283350790404
35,1,0.6707175029706195
55,1,0.6722716635127237
49,1,0.6718054153500924
44,1,0.6714168752145664
49,1,0.6718054153500924
68,1,0.6732818678650914
139,1,0.6787991377895612
137,1,0.6786437217353508
83,1,0.6744474882716696
56,1,0.6723493715398289
57,1,0.6724270795669341
33,1,0.6705620869164091
20,1,0.6695518825640414
7,1,0.6685416782116737
2,1,0.6681531380761476
2,1,0.6681531380761476
3,1,0.6682308461032528
4,1,0.6683085541303581
3,1,0.6682308461032528
28,1,0.670173546780883
72,1,0.6735926999735122
202,1,0.6836947434971894
139,1,0.6787991377895612
38,1,0.6709506270519351
37,1,0.6708729190248299
52,1,0.6720385394314081
83,1,0.6744474882716696
42,1,0.671261459160356
60,1,0.6726602036482497
78,1,0.6740589481361435
162,1,0.6805864224129811
144,1,0.6791876779250873
99,1,0.6756908167053529
64,1,0.6729710357566706
40,1,0.6711060431061455
30,1,0.6703289628350935
15,1,0.6691633424285153
14,1,0.6690856344014101
5,1,0.6683862621574632
1,1,0.6680754300490424
1,1,0.6680754300490424
8,1,0.6686193862387788
17,1,0.6693187584827257
70,1,0.6734372839193018
158,1,0.6802755903045602
117,1,0.6770895611932467
44,1,0.6714168752145664
53,1,0.6721162474585133
61,1,0.6727379116753549
77,1,0.6739812401090383
64,1,0.6729710357566706
68,1,0.6732818678650914
90,1,0.674991444461406
159,1,0.6803532983316655
139,1,0.6787991377895612
92,1,0.6751468605156165
68,1,0.6732818678650914
52,1,0.6720385394314081
36,1,0.6707952109977248
27,1,0.6700958387537779
28,0,0.670173546780883
20,0,0.6695518825640414
12,0,0.6689302183471997
8,0,0.6686193862387788
5,0,0.6683862621574632
1,0,0.6680754300490424
3,0,0.6682308461032528
10,0,0.6687748022929892
23,0,0.669785006645357
33,0,0.6705620869164091
59,0,0.6725824956211446
72,0,0.6735926999735122
89,0,0.6749137364343009
101,0,0.6758462327595633
118,0,0.6771672692203519
129,0,0.6780220575185092
128,0,0.6779443494914039
83,0,0.6744474882716696
84,0,0.6745251962987747
74,0,0.6737481160277227
41,0,0.6711837511332508
57,0,0.6724270795669341
26,0,0.6700181307266726
44,0,0.6714168752145664
39,0,0.6710283350790404
23,0,0.669785006645357
16,0,0.6692410504556205
15,0,0.6691633424285153
1,0,0.6680754300490424
2,0,0.6681531380761476
1,0,0.6680754300490424
3,0,0.6682308461032528
18,0,0.669396466509831
32,0,0.6704843788893039
79,0,0.6741366561632487
93,0,0.6752245685427216
104,0,0.6760793568408789
118,0,0.6771672692203519
91,0,0.6750691524885112
113,0,0.6767787290848258
99,0,0.6756908167053529
105,0,0.6761570648679841
67,0,0.6732041598379862
61,0,0.6727379116753549
57,0,0.6724270795669341
28,0,0.670173546780883
21,0,0.6696295905911466
18,0,0.669396466509831
17,0,0.6693187584827257
16,0,0.6692410504556205
8,0,0.6686193862387788
2,0,0.6681531380761476
3,0,0.6682308461032528
1,0,0.6680754300490424
5,0,0.6683862621574632
13,0,0.669007926374305
33,0,0.6705620869164091
47,0,0.671649999295882
57,0,0.6724270795669341
64,0,0.6729710357566706
80,0,0.674214364190354
93,0,0.6752245685427216
86,0,0.6746806123529852
93,0,0.6752245685427216
82,0,0.6743697802445644
71,0,0.6735149919464071
92,0,0.6751468605156165
60,0,0.6726602036482497
33,0,0.6705620869164091
27,0,0.6700958387537779
13,0,0.669007926374305
4,0,0.6683085541303581
3,1,0.6682308461032528
22,1,0.6697072986182518
28,1,0.670173546780883
35,1,0.6707175029706195
61,1,0.6727379116753549
125,1,0.6777112254100883
133,1,0.6783328896269301
99,1,0.6756908167053529
83,1,0.6744474882716696
41,1,0.6711837511332508
33,1,0.6705620869164091
20,1,0.6695518825640414
3,1,0.6682308461032528
7,1,0.6685416782116737
3,1,0.6682308461032528
2,1,0.6681531380761476
7,1,0.6685416782116737
32,1,0.6704843788893039
90,1,0.674991444461406
197,1,0.6833062033616634
109,1,0.676467896976405
47,1,0.671649999295882
52,1,0.6720385394314081
70,1,0.6734372839193018
78,1,0.6740589481361435
75,1,0.6738258240548278
82,1,0.6743697802445644
104,1,0.6760793568408789
197,1,0.6833062033616634
161,1,0.6805087143858759
112,1,0.6767010210577207
76,1,0.6739035320819331
59,1,0.6725824956211446
59,1,0.6725824956211446
28,1,0.670173546780883
13,1,0.669007926374305
5,1,0.6683862621574632
2,1,0.6681531380761476
1,1,0.6680754300490424
1,1,0.6680754300490424
6,1,0.6684639701845685
35,1,0.6707175029706195
101,1,0.6758462327595633
249,1,0.6873470207711343
143,1,0.6791099698979821
57,1,0.6724270795669341
68,1,0.6732818678650914
84,1,0.6745251962987747
98,1,0.6756131086782476
81,1,0.6742920722174591
70,1,0.6734372839193018
91,1,0.6750691524885112
215,1,0.6847049478495572
185,1,0.6823737070364009
152,1,0.679809342141929
126,1,0.6777889334371936
57,1,0.6724270795669341
56,1,0.6723493715398289
31,1,0.6704066708621986
21,1,0.6696295905911466
6,1,0.6684639701845685
2,1,0.6681531380761476
1,1,0.6680754300490424
1,1,0.6680754300490424
5,1,0.6683862621574632
27,1,0.6700958387537779
68,1,0.6732818678650914
217,1,0.6848603639037676
166,1,0.6808972545214019
63,1,0.6728933277295653
59,1,0.6725824956211446
78,1,0.6740589481361435
73,1,0.6736704080006175
62,1,0.6728156197024602
65,1,0.6730487437837758
97,1,0.6755354006511425
161,1,0.6805087143858759
120,1,0.6773226852745623
96,1,0.6754576926240373
53,1,0.6721162474585133
41,1,0.6711837511332508
34,1,0.6706397949435143
27,1,0.6700958387537779
13,0,0.669007926374305
12,0,0.6689302183471997
11,0,0.6688525103200945
7,0,0.6685416782116737
3,0,0.6682308461032528
2,0,0.6681531380761476
8,0,0.6686193862387788
27,0,0.6700958387537779
40,0,0.6711060431061455
53,0,0.6721162474585133
63,0,0.6728933277295653
70,0,0.6734372839193018
84,0,0.6745251962987747
75,0,0.6738258240548278
103,0,0.6760016488137738
83,0,0.6744474882716696
67,0,0.6732041598379862
54,0,0.6721939554856184
59,0,0.6725824956211446
45,0,0.6714945832416715
39,0,0.6710283350790404
30,0,0.6703289628350935
33,0,0.6705620869164091
22,0,0.6697072986182518
13,0,0.669007926374305
18,0,0.669396466509831
5,0,0.6683862621574632
3,0,0.6682308461032528
1,0,0.6680754300490424
2,0,0.6681531380761476
19,0,0.6694741745369361
28,0,0.670173546780883
58,0,0.6725047875940393
99,0,0.6756908167053529
116,0,0.6770118531661414
87,0,0.6747583203800904
110,0,0.6765456050035102
77,0,0.6739812401090383
65,0,0.6730487437837758
55,0,0.6722716635127237
49,0,0.6718054153500924
50,0,0.6718831233771977
35,0,0.6707175029706195
25,0,0.6699404226995674
28,0,0.670173546780883
21,0,0.6696295905911466
7,1,0.6685416782116737
1,1,0.6680754300490424
1,1,0.6680754300490424
1,1,0.6680754300490424
