holiday,mnth,Predicted Y
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
0,1,6.526867705432786
