mnth,yr,Predicted Y
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
1,0,0.5109934518634874
