holiday,instant,Predicted Y
0,1,8677.286746845191
0,2,8677.286746845191
0,3,8677.286746845191
0,4,8677.286746845191
0,5,8677.286746845191
0,6,8677.286746845191
0,7,8677.286746845191
0,8,8677.286746845191
0,9,8677.286746845191
0,10,8677.286746845191
0,11,8677.286746845191
0,12,8677.286746845191
0,13,8677.286746845191
0,14,8677.286746845191
0,15,8677.286746845191
0,16,8677.286746845191
0,17,8677.286746845191
0,18,8677.286746845191
0,19,8677.286746845191
0,20,8677.286746845191
0,21,8677.286746845191
0,22,8677.286746845191
0,23,8677.286746845191
0,24,8677.286746845191
0,25,8677.286746845191
0,26,8677.286746845191
0,27,8677.286746845191
0,28,8677.286746845191
0,29,8677.286746845191
0,30,8677.286746845191
0,31,8677.286746845191
0,32,8677.286746845191
0,33,8677.286746845191
0,34,8677.286746845191
0,35,8677.286746845191
0,36,8677.286746845191
0,37,8677.286746845191
0,38,8677.286746845191
0,39,8677.286746845191
0,40,8677.286746845191
0,41,8677.286746845191
0,42,8677.286746845191
0,43,8677.286746845191
0,44,8677.286746845191
0,45,8677.286746845191
0,46,8677.286746845191
0,47,8677.286746845191
0,48,8677.286746845191
0,49,8677.286746845191
0,50,8677.286746845191
0,51,8677.286746845191
0,52,8677.286746845191
0,53,8677.286746845191
0,54,8677.286746845191
0,55,8677.286746845191
0,56,8677.286746845191
0,57,8677.286746845191
0,58,8677.286746845191
0,59,8677.286746845191
0,60,8677.286746845191
0,61,8677.286746845191
0,62,8677.286746845191
0,63,8677.286746845191
0,64,8677.286746845191
0,65,8677.286746845191
0,66,8677.286746845191
0,67,8677.286746845191
0,68,8677.286746845191
0,69,8677.286746845191
0,70,8677.286746845191
0,71,8677.286746845191
0,72,8677.286746845191
0,73,8677.286746845191
0,74,8677.286746845191
0,75,8677.286746845191
0,76,8677.286746845191
0,77,8677.286746845191
0,78,8677.286746845191
0,79,8677.286746845191
0,80,8677.286746845191
0,81,8677.286746845191
0,82,8677.286746845191
0,83,8677.286746845191
0,84,8677.286746845191
0,85,8677.286746845191
0,86,8677.286746845191
0,87,8677.286746845191
0,88,8677.286746845191
0,89,8677.286746845191
0,90,8677.286746845191
0,91,8677.286746845191
0,92,8677.286746845191
0,93,8677.286746845191
0,94,8677.286746845191
0,95,8677.286746845191
0,96,8677.286746845191
0,97,8677.286746845191
0,98,8677.286746845191
0,99,8677.286746845191
0,100,8677.286746845191
0,101,8677.286746845191
0,102,8677.286746845191
0,103,8677.286746845191
0,104,8677.286746845191
0,105,8677.286746845191
0,106,8677.286746845191
0,107,8677.286746845191
0,108,8677.286746845191
0,109,8677.286746845191
0,110,8677.286746845191
0,111,8677.286746845191
0,112,8677.286746845191
0,113,8677.286746845191
0,114,8677.286746845191
0,115,8677.286746845191
0,116,8677.286746845191
0,117,8677.286746845191
0,118,8677.286746845191
0,119,8677.286746845191
0,120,8677.286746845191
0,121,8677.286746845191
0,122,8677.286746845191
0,123,8677.286746845191
0,124,8677.286746845191
0,125,8677.286746845191
0,126,8677.286746845191
0,127,8677.286746845191
0,128,8677.286746845191
0,129,8677.286746845191
0,130,8677.286746845191
0,131,8677.286746845191
0,132,8677.286746845191
0,133,8677.286746845191
0,134,8677.286746845191
0,135,8677.286746845191
0,136,8677.286746845191
0,137,8677.286746845191
0,138,8677.286746845191
0,139,8677.286746845191
0,140,8677.286746845191
0,141,8677.286746845191
0,142,8677.286746845191
0,143,8677.286746845191
0,144,8677.286746845191
0,145,8677.286746845191
0,146,8677.286746845191
0,147,8677.286746845191
0,148,8677.286746845191
0,149,8677.286746845191
0,150,8677.286746845191
0,151,8677.286746845191
0,152,8677.286746845191
0,153,8677.286746845191
0,154,8677.286746845191
0,155,8677.286746845191
0,156,8677.286746845191
0,157,8677.286746845191
0,158,8677.286746845191
0,159,8677.286746845191
0,160,8677.286746845191
0,161,8677.286746845191
0,162,8677.286746845191
0,163,8677.286746845191
0,164,8677.286746845191
0,165,8677.286746845191
0,166,8677.286746845191
0,167,8677.286746845191
0,168,8677.286746845191
0,169,8677.286746845191
0,170,8677.286746845191
0,171,8677.286746845191
0,172,8677.286746845191
0,173,8677.286746845191
0,174,8677.286746845191
0,175,8677.286746845191
0,176,8677.286746845191
0,177,8677.286746845191
0,178,8677.286746845191
0,179,8677.286746845191
0,180,8677.286746845191
0,181,8677.286746845191
0,182,8677.286746845191
0,183,8677.286746845191
0,184,8677.286746845191
0,185,8677.286746845191
0,186,8677.286746845191
0,187,8677.286746845191
0,188,8677.286746845191
0,189,8677.286746845191
0,190,8677.286746845191
0,191,8677.286746845191
0,192,8677.286746845191
0,193,8677.286746845191
0,194,8677.286746845191
0,195,8677.286746845191
0,196,8677.286746845191
0,197,8677.286746845191
0,198,8677.286746845191
0,199,8677.286746845191
0,200,8677.286746845191
0,201,8677.286746845191
0,202,8677.286746845191
0,203,8677.286746845191
0,204,8677.286746845191
0,205,8677.286746845191
0,206,8677.286746845191
0,207,8677.286746845191
0,208,8677.286746845191
0,209,8677.286746845191
0,210,8677.286746845191
0,211,8677.286746845191
0,212,8677.286746845191
0,213,8677.286746845191
0,214,8677.286746845191
0,215,8677.286746845191
0,216,8677.286746845191
0,217,8677.286746845191
0,218,8677.286746845191
0,219,8677.286746845191
0,220,8677.286746845191
0,221,8677.286746845191
0,222,8677.286746845191
0,223,8677.286746845191
0,224,8677.286746845191
0,225,8677.286746845191
0,226,8677.286746845191
0,227,8677.286746845191
0,228,8677.286746845191
0,229,8677.286746845191
0,230,8677.286746845191
0,231,8677.286746845191
0,232,8677.286746845191
0,233,8677.286746845191
0,234,8677.286746845191
0,235,8677.286746845191
0,236,8677.286746845191
0,237,8677.286746845191
0,238,8677.286746845191
0,239,8677.286746845191
0,240,8677.286746845191
0,241,8677.286746845191
0,242,8677.286746845191
0,243,8677.286746845191
0,244,8677.286746845191
0,245,8677.286746845191
0,246,8677.286746845191
0,247,8677.286746845191
0,248,8677.286746845191
0,249,8677.286746845191
0,250,8677.286746845191
0,251,8677.286746845191
0,252,8677.286746845191
0,253,8677.286746845191
0,254,8677.286746845191
0,255,8677.286746845191
0,256,8677.286746845191
0,257,8677.286746845191
0,258,8677.286746845191
0,259,8677.286746845191
0,260,8677.286746845191
0,261,8677.286746845191
0,262,8677.286746845191
0,263,8677.286746845191
0,264,8677.286746845191
0,265,8677.286746845191
0,266,8677.286746845191
0,267,8677.286746845191
0,268,8677.286746845191
0,269,8677.286746845191
0,270,8677.286746845191
0,271,8677.286746845191
0,272,8677.286746845191
0,273,8677.286746845191
0,274,8677.286746845191
0,275,8677.286746845191
0,276,8677.286746845191
0,277,8677.286746845191
0,278,8677.286746845191
0,279,8677.286746845191
0,280,8677.286746845191
0,281,8677.286746845191
0,282,8677.286746845191
0,283,8677.286746845191
0,284,8677.286746845191
0,285,8677.286746845191
0,286,8677.286746845191
0,287,8677.286746845191
0,288,8677.286746845191
0,289,8677.286746845191
0,290,8677.286746845191
0,291,8677.286746845191
0,292,8677.286746845191
0,293,8677.286746845191
0,294,8677.286746845191
0,295,8677.286746845191
0,296,8677.286746845191
0,297,8677.286746845191
0,298,8677.286746845191
0,299,8677.286746845191
0,300,8677.286746845191
0,301,8677.286746845191
0,302,8677.286746845191
0,303,8677.286746845191
0,304,8677.286746845191
0,305,8677.286746845191
0,306,8677.286746845191
0,307,8677.286746845191
0,308,8677.286746845191
0,309,8677.286746845191
0,310,8677.286746845191
0,311,8677.286746845191
0,312,8677.286746845191
0,313,8677.286746845191
0,314,8677.286746845191
0,315,8677.286746845191
0,316,8677.286746845191
0,317,8677.286746845191
0,318,8677.286746845191
0,319,8677.286746845191
0,320,8677.286746845191
0,321,8677.286746845191
0,322,8677.286746845191
0,323,8677.286746845191
0,324,8677.286746845191
0,325,8677.286746845191
0,326,8677.286746845191
0,327,8677.286746845191
0,328,8677.286746845191
0,329,8677.286746845191
0,330,8677.286746845191
0,331,8677.286746845191
0,332,8677.286746845191
0,333,8677.286746845191
0,334,8677.286746845191
0,335,8677.286746845191
0,336,8677.286746845191
0,337,8677.286746845191
0,338,8677.286746845191
0,339,8677.286746845191
0,340,8677.286746845191
0,341,8677.286746845191
0,342,8677.286746845191
0,343,8677.286746845191
0,344,8677.286746845191
0,345,8677.286746845191
0,346,8677.286746845191
0,347,8677.286746845191
0,348,8677.286746845191
0,349,8677.286746845191
0,350,8677.286746845191
0,351,8677.286746845191
0,352,8677.286746845191
0,353,8677.286746845191
0,354,8677.286746845191
0,355,8677.286746845191
0,356,8677.286746845191
0,357,8677.286746845191
0,358,8677.286746845191
0,359,8677.286746845191
0,360,8677.286746845191
0,361,8677.286746845191
0,362,8677.286746845191
0,363,8677.286746845191
0,364,8677.286746845191
0,365,8677.286746845191
0,366,8677.286746845191
0,367,8677.286746845191
0,368,8677.286746845191
0,369,8677.286746845191
0,370,8677.286746845191
0,371,8677.286746845191
0,372,8677.286746845191
1,373,9119.173999999999
1,374,9119.173999999999
