workingday,mnth,Predicted Y
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
1,1,6.529624947324062
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
0,1,6.55531374682626
