casual,temp,Predicted Y
3,0.24,0.43833383588746355
8,0.22,0.44730876251026924
5,0.22,0.4419238065365858
3,0.24,0.43833383588746355
0,0.24,0.43294887991378017
0,0.24,0.43294887991378017
2,0.22,0.4365388505629024
1,0.2,0.4347438652383413
1,0.24,0.4347438652383413
8,0.32,0.44730876251026924
12,0.38,0.45448870380851375
26,0.36,0.4796184983523696
29,0.42,0.48500345432605296
47,0.46,0.5173131901681534
35,0.46,0.4957733662734198
40,0.44,0.5047482928962255
41,0.42,0.5065432782207866
15,0.44,0.45987365978219713
9,0.42,0.44910374783483037
6,0.42,0.44371879186114693
11,0.4,0.4526937184839526
3,0.4,0.43833383588746355
11,0.4,0.4526937184839526
15,0.46,0.45987365978219713
4,0.46,0.4401288212120247
1,0.44,0.4347438652383413
1,0.42,0.4347438652383413
2,0.46,0.4365388505629024
2,0.46,0.4365388505629024
0,0.42,0.43294887991378017
0,0.4,0.43294887991378017
0,0.4,0.43294887991378017
1,0.38,0.4347438652383413
7,0.36,0.4455137771857081
16,0.36,0.46166864510675826
20,0.36,0.4688485864050028
11,0.36,0.4526937184839526
4,0.36,0.4401288212120247
19,0.34,0.4670536010804417
9,0.34,0.44910374783483037
7,0.34,0.4455137771857081
10,0.36,0.4508987331593915
1,0.32,0.4347438652383413
5,0.3,0.4419238065365858
11,0.26,0.4526937184839526
0,0.24,0.43294887991378017
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
0,0.2,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
1,0.14,0.4347438652383413
1,0.14,0.4347438652383413
7,0.16,0.4455137771857081
11,0.18,0.4526937184839526
10,0.2,0.4508987331593915
13,0.22,0.4562836891330749
8,0.24,0.44730876251026924
11,0.26,0.4526937184839526
14,0.26,0.458078674457636
9,0.26,0.44910374783483037
11,0.24,0.4526937184839526
9,0.24,0.44910374783483037
8,0.2,0.44730876251026924
3,0.2,0.43833383588746355
3,0.18,0.43833383588746355
0,0.14,0.43294887991378017
1,0.18,0.4347438652383413
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.12,0.43294887991378017
0,0.12,0.43294887991378017
2,0.12,0.4365388505629024
2,0.14,0.4365388505629024
2,0.16,0.4365388505629024
5,0.16,0.4419238065365858
7,0.22,0.4455137771857081
12,0.22,0.45448870380851375
18,0.24,0.46525861575588057
9,0.26,0.44910374783483037
17,0.28,0.4634636304313194
15,0.3,0.45987365978219713
10,0.28,0.4508987331593915
3,0.26,0.43833383588746355
2,0.24,0.4365388505629024
1,0.24,0.4347438652383413
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
2,0.2,0.4365388505629024
0,0.2,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.24,0.43294887991378017
0,0.22,0.43294887991378017
0,0.2,0.43294887991378017
1,0.18,0.4347438652383413
3,0.2,0.43833383588746355
6,0.22,0.44371879186114693
4,0.22,0.4401288212120247
12,0.26,0.45448870380851375
5,0.26,0.4419238065365858
6,0.28,0.44371879186114693
10,0.3,0.4508987331593915
7,0.3,0.4455137771857081
4,0.3,0.4401288212120247
4,0.24,0.4401288212120247
3,0.24,0.43833383588746355
5,0.24,0.4419238065365858
7,0.22,0.4455137771857081
3,0.2,0.43833383588746355
1,0.18,0.4347438652383413
1,0.2,0.4347438652383413
0,0.18,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.16,0.43294887991378017
3,0.16,0.43833383588746355
6,0.18,0.44371879186114693
3,0.2,0.43833383588746355
2,0.22,0.4365388505629024
6,0.26,0.44371879186114693
12,0.26,0.45448870380851375
11,0.28,0.4526937184839526
8,0.28,0.44730876251026924
12,0.26,0.45448870380851375
9,0.22,0.44910374783483037
5,0.22,0.4419238065365858
3,0.22,0.43833383588746355
3,0.2,0.43833383588746355
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
4,0.2,0.4401288212120247
4,0.2,0.4401288212120247
2,0.2,0.4365388505629024
0,0.2,0.43294887991378017
0,0.2,0.43294887991378017
0,0.22,0.43294887991378017
8,0.2,0.44730876251026924
8,0.2,0.44730876251026924
20,0.2,0.4688485864050028
9,0.2,0.44910374783483037
16,0.22,0.46166864510675826
19,0.2,0.4670536010804417
9,0.2,0.44910374783483037
9,0.2,0.44910374783483037
7,0.2,0.4455137771857081
9,0.2,0.44910374783483037
5,0.2,0.4419238065365858
9,0.2,0.44910374783483037
7,0.2,0.4455137771857081
3,0.16,0.43833383588746355
1,0.18,0.4347438652383413
0,0.18,0.43294887991378017
2,0.18,0.4365388505629024
1,0.18,0.4347438652383413
1,0.18,0.4347438652383413
1,0.18,0.4347438652383413
3,0.18,0.43833383588746355
0,0.18,0.43294887991378017
0,0.18,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
1,0.16,0.4347438652383413
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
5,0.18,0.4419238065365858
2,0.2,0.4365388505629024
8,0.2,0.44730876251026924
7,0.2,0.4455137771857081
12,0.2,0.45448870380851375
5,0.2,0.4419238065365858
8,0.18,0.44730876251026924
5,0.16,0.4419238065365858
3,0.14,0.43833383588746355
4,0.14,0.4401288212120247
0,0.12,0.43294887991378017
2,0.12,0.4365388505629024
1,0.12,0.4347438652383413
0,0.1,0.43294887991378017
1,0.1,0.4347438652383413
0,0.1,0.43294887991378017
0,0.1,0.43294887991378017
0,0.1,0.43294887991378017
0,0.08,0.43294887991378017
0,0.08,0.43294887991378017
0,0.1,0.43294887991378017
1,0.08,0.4347438652383413
0,0.1,0.43294887991378017
0,0.12,0.43294887991378017
0,0.14,0.43294887991378017
2,0.16,0.4365388505629024
4,0.18,0.4401288212120247
6,0.2,0.44371879186114693
8,0.22,0.44730876251026924
5,0.22,0.4419238065365858
13,0.2,0.4562836891330749
3,0.18,0.43833383588746355
4,0.16,0.4401288212120247
1,0.16,0.4347438652383413
0,0.14,0.43294887991378017
1,0.14,0.4347438652383413
5,0.14,0.4419238065365858
0,0.12,0.43294887991378017
2,0.12,0.4365388505629024
1,0.12,0.4347438652383413
0,0.12,0.43294887991378017
0,0.12,0.43294887991378017
1,0.1,0.4347438652383413
0,0.1,0.43294887991378017
0,0.12,0.43294887991378017
2,0.12,0.4365388505629024
4,0.12,0.4401288212120247
2,0.14,0.4365388505629024
0,0.14,0.43294887991378017
2,0.16,0.4365388505629024
5,0.2,0.4419238065365858
4,0.2,0.4401288212120247
0,0.2,0.43294887991378017
2,0.2,0.4365388505629024
4,0.2,0.4401288212120247
4,0.2,0.4401288212120247
1,0.2,0.4347438652383413
3,0.16,0.43833383588746355
1,0.16,0.4347438652383413
1,0.14,0.4347438652383413
2,0.14,0.4365388505629024
0,0.14,0.43294887991378017
2,0.14,0.4365388505629024
0,0.14,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
2,0.16,0.4365388505629024
3,0.18,0.43833383588746355
3,0.18,0.43833383588746355
3,0.2,0.43833383588746355
4,0.2,0.4401288212120247
2,0.2,0.4365388505629024
6,0.2,0.44371879186114693
3,0.2,0.43833383588746355
2,0.16,0.4365388505629024
4,0.16,0.4401288212120247
6,0.16,0.44371879186114693
1,0.16,0.4347438652383413
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
1,0.16,0.4347438652383413
1,0.16,0.4347438652383413
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.12,0.43294887991378017
0,0.14,0.43294887991378017
3,0.16,0.43833383588746355
3,0.16,0.43833383588746355
0,0.18,0.43294887991378017
3,0.2,0.43833383588746355
3,0.2,0.43833383588746355
0,0.22,0.43294887991378017
0,0.2,0.43294887991378017
1,0.2,0.4347438652383413
5,0.22,0.4419238065365858
0,0.2,0.43294887991378017
2,0.2,0.4365388505629024
1,0.18,0.4347438652383413
2,0.16,0.4365388505629024
0,0.16,0.43294887991378017
1,0.16,0.4347438652383413
1,0.14,0.4347438652383413
1,0.14,0.4347438652383413
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
0,0.12,0.43294887991378017
0,0.12,0.43294887991378017
5,0.14,0.4419238065365858
2,0.14,0.4365388505629024
2,0.16,0.4365388505629024
4,0.2,0.4401288212120247
3,0.2,0.43833383588746355
2,0.22,0.4365388505629024
3,0.22,0.43833383588746355
5,0.24,0.4419238065365858
2,0.24,0.4365388505629024
4,0.2,0.4401288212120247
3,0.2,0.43833383588746355
1,0.16,0.4347438652383413
0,0.16,0.43294887991378017
0,0.14,0.43294887991378017
0,0.14,0.43294887991378017
1,0.12,0.4347438652383413
0,0.12,0.43294887991378017
0,0.1,0.43294887991378017
0,0.1,0.43294887991378017
0,0.1,0.43294887991378017
0,0.1,0.43294887991378017
0,0.1,0.43294887991378017
0,0.1,0.43294887991378017
2,0.12,0.4365388505629024
0,0.14,0.43294887991378017
4,0.18,0.4401288212120247
6,0.18,0.44371879186114693
2,0.2,0.4365388505629024
4,0.22,0.4401288212120247
5,0.22,0.4419238065365858
9,0.24,0.44910374783483037
3,0.22,0.43833383588746355
4,0.22,0.4401288212120247
5,0.2,0.4419238065365858
3,0.16,0.43833383588746355
0,0.18,0.43294887991378017
4,0.16,0.4401288212120247
2,0.16,0.4365388505629024
1,0.18,0.4347438652383413
3,0.18,0.43833383588746355
2,0.16,0.4365388505629024
0,0.16,0.43294887991378017
1,0.16,0.4347438652383413
0,0.16,0.43294887991378017
0,0.16,0.43294887991378017
1,0.14,0.4347438652383413
1,0.14,0.4347438652383413
1,0.14,0.4347438652383413
2,0.16,0.4365388505629024
2,0.18,0.4365388505629024
18,0.2,0.46525861575588057
15,0.24,0.45987365978219713
21,0.28,0.47064357172956395
26,0.3,0.4796184983523696
21,0.32,0.47064357172956395
33,0.34,0.4921833956242975
29,0.32,0.48500345432605296
15,0.3,0.45987365978219713
14,0.32,0.458078674457636
6,0.32,0.44371879186114693
6,0.32,0.44371879186114693
0,0.3,0.43294887991378017
5,0.3,0.4419238065365858
6,0.26,0.44371879186114693
4,0.26,0.4401288212120247
3,0.26,0.43833383588746355
9,0.22,0.44910374783483037
0,0.26,0.43294887991378017
1,0.26,0.4347438652383413
0,0.26,0.43294887991378017
0,0.24,0.43294887991378017
0,0.22,0.43294887991378017
3,0.22,0.43833383588746355
8,0.22,0.44730876251026924
23,0.24,0.4742335423786862
29,0.24,0.48500345432605296
23,0.26,0.4742335423786862
22,0.28,0.4724385570541251
35,0.26,0.4957733662734198
22,0.24,0.4724385570541251
23,0.22,0.4742335423786862
11,0.2,0.4526937184839526
14,0.18,0.458078674457636
7,0.18,0.4455137771857081
6,0.18,0.44371879186114693
2,0.2,0.4365388505629024
0,0.2,0.43294887991378017
1,0.2,0.4347438652383413
1,0.2,0.4347438652383413
0,0.18,0.43294887991378017
0,0.18,0.43294887991378017
1,0.18,0.4347438652383413
0,0.18,0.43294887991378017
0,0.18,0.43294887991378017
4,0.16,0.4401288212120247
3,0.16,0.43833383588746355
8,0.16,0.44730876251026924
7,0.16,0.4455137771857081
9,0.16,0.44910374783483037
10,0.18,0.4508987331593915
13,0.18,0.4562836891330749
12,0.18,0.45448870380851375
21,0.2,0.47064357172956395
6,0.2,0.44371879186114693
4,0.2,0.4401288212120247
7,0.18,0.4455137771857081
2,0.18,0.4365388505629024
4,0.16,0.4401288212120247
3,0.16,0.43833383588746355
0,0.14,0.43294887991378017
1,0.16,0.4347438652383413
0,0.2,0.43294887991378017
0,0.2,0.43294887991378017
2,0.22,0.4365388505629024
3,0.22,0.43833383588746355
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
1,0.22,0.4347438652383413
1,0.22,0.4347438652383413
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
1,0.24,0.4347438652383413
1,0.24,0.4347438652383413
2,0.24,0.4365388505629024
1,0.26,0.4347438652383413
5,0.28,0.4419238065365858
5,0.3,0.4419238065365858
11,0.4,0.4526937184839526
7,0.4,0.4455137771857081
4,0.4,0.4401288212120247
10,0.38,0.4508987331593915
7,0.36,0.4455137771857081
5,0.34,0.4419238065365858
4,0.32,0.4401288212120247
2,0.32,0.4365388505629024
4,0.32,0.4401288212120247
6,0.3,0.44371879186114693
1,0.3,0.4347438652383413
5,0.26,0.4419238065365858
2,0.26,0.4365388505629024
0,0.26,0.43294887991378017
0,0.26,0.43294887991378017
0,0.26,0.43294887991378017
0,0.24,0.43294887991378017
0,0.22,0.43294887991378017
1,0.22,0.4347438652383413
2,0.22,0.4365388505629024
3,0.24,0.43833383588746355
1,0.26,0.4347438652383413
5,0.28,0.4419238065365858
7,0.3,0.4455137771857081
12,0.28,0.45448870380851375
6,0.3,0.44371879186114693
8,0.32,0.44730876251026924
8,0.3,0.44730876251026924
8,0.3,0.44730876251026924
1,0.26,0.4347438652383413
6,0.26,0.44371879186114693
2,0.26,0.4365388505629024
3,0.24,0.43833383588746355
0,0.24,0.43294887991378017
3,0.24,0.43833383588746355
1,0.24,0.4347438652383413
0,0.24,0.43294887991378017
0,0.24,0.43294887991378017
0,0.22,0.43294887991378017
0,0.22,0.43294887991378017
1,0.24,0.4347438652383413
0,0.22,0.43294887991378017
2,0.2,0.4365388505629024
7,0.2,0.4455137771857081
7,0.2,0.4455137771857081
6,0.2,0.44371879186114693
6,0.22,0.44371879186114693
11,0.22,0.4526937184839526
8,0.2,0.44730876251026924
6,0.2,0.44371879186114693
4,0.16,0.4401288212120247
0,0.16,0.43294887991378017
10,0.14,0.4508987331593915
1,0.12,0.4347438652383413
3,0.12,0.43833383588746355
1,0.1,0.4347438652383413
