hum,mnth,Predicted Y
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.0,1,0.8127985708718297
0.08,1,1.542991641805056
0.1,1,1.7255399095383626
0.12,1,1.9080881772716691
0.13,1,1.9993623111383223
0.14,1,2.090636445004976
0.14,1,2.090636445004976
0.15,1,2.181910578871629
0.15,1,2.181910578871629
0.15,1,2.181910578871629
0.15,1,2.181910578871629
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.16,1,2.2731847127382823
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.17,1,2.3644588466049354
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.18,1,2.4557329804715886
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.19,1,2.547007114338242
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.2,1,2.6382812482048954
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.21,1,2.7295553820715486
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.22,1,2.8208295159382017
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.23,1,2.9121036498048554
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.24,1,3.0033777836715085
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
0.25,1,3.0946519175381617
