weekday,cnt,Predicted Y
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
6,1,189.26763087528994
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
0,1,189.65902484356556
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
1,1,189.59379251551962
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
2,1,189.5285601874737
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
3,1,189.46332785942775
