temp,hum,Predicted Y
0.24,0.0,0.5874546371952878
0.22,0.0,0.584359213991641
0.22,0.0,0.584359213991641
0.24,0.0,0.5874546371952878
0.24,0.0,0.5874546371952878
0.24,0.0,0.5874546371952878
0.22,0.0,0.584359213991641
0.2,0.0,0.5812637907879943
0.24,0.0,0.5874546371952878
0.32,0.0,0.5998363300098748
0.38,0.0,0.609122599620815
0.36,0.0,0.6060271764171683
0.42,0.0,0.6153134460281086
0.46,0.0,0.6215042924354021
0.46,0.0,0.6215042924354021
0.44,0.0,0.6184088692317553
0.42,0.0,0.6153134460281086
0.44,0.0,0.6184088692317553
0.42,0.0,0.6153134460281086
0.42,0.0,0.6153134460281086
0.4,0.0,0.6122180228244618
0.4,0.0,0.6122180228244618
0.4,0.08,0.6122180228244618
0.46,0.1,0.6215042924354021
0.46,0.12,0.6215042924354021
0.44,0.13,0.6184088692317553
0.42,0.14,0.6153134460281086
0.46,0.14,0.6215042924354021
0.46,0.15,0.6215042924354021
0.42,0.15,0.6153134460281086
0.4,0.15,0.6122180228244618
0.4,0.15,0.6122180228244618
0.38,0.16,0.609122599620815
0.36,0.16,0.6060271764171683
0.36,0.16,0.6060271764171683
0.36,0.16,0.6060271764171683
0.36,0.16,0.6060271764171683
0.36,0.16,0.6060271764171683
0.34,0.16,0.6029317532135215
0.34,0.16,0.6029317532135215
0.34,0.16,0.6029317532135215
0.36,0.16,0.6060271764171683
0.32,0.17,0.5998363300098748
0.3,0.17,0.596740906806228
0.26,0.17,0.5905500603989345
0.24,0.17,0.5874546371952878
0.22,0.17,0.584359213991641
0.22,0.17,0.584359213991641
0.2,0.17,0.5812637907879943
0.16,0.17,0.5750729443807009
0.16,0.17,0.5750729443807009
0.14,0.17,0.5719775211770541
0.14,0.18,0.5719775211770541
0.14,0.18,0.5719775211770541
0.16,0.18,0.5750729443807009
0.18,0.18,0.5781683675843476
0.2,0.18,0.5812637907879943
0.22,0.18,0.584359213991641
0.24,0.18,0.5874546371952878
0.26,0.18,0.5905500603989345
0.26,0.18,0.5905500603989345
0.26,0.18,0.5905500603989345
0.24,0.19,0.5874546371952878
0.24,0.19,0.5874546371952878
0.2,0.19,0.5812637907879943
0.2,0.19,0.5812637907879943
0.18,0.19,0.5781683675843476
0.14,0.19,0.5719775211770541
0.18,0.19,0.5781683675843476
0.16,0.19,0.5750729443807009
0.16,0.19,0.5750729443807009
0.14,0.19,0.5719775211770541
0.14,0.19,0.5719775211770541
0.12,0.19,0.5688820979734074
0.12,0.19,0.5688820979734074
0.12,0.19,0.5688820979734074
0.14,0.19,0.5719775211770541
0.16,0.19,0.5750729443807009
0.16,0.2,0.5750729443807009
0.22,0.2,0.584359213991641
0.22,0.2,0.584359213991641
0.24,0.2,0.5874546371952878
0.26,0.2,0.5905500603989345
0.28,0.2,0.5936454836025813
0.3,0.2,0.596740906806228
0.28,0.2,0.5936454836025813
0.26,0.2,0.5905500603989345
0.24,0.2,0.5874546371952878
0.24,0.2,0.5874546371952878
0.22,0.2,0.584359213991641
0.22,0.2,0.584359213991641
0.2,0.2,0.5812637907879943
0.2,0.2,0.5812637907879943
0.16,0.2,0.5750729443807009
0.16,0.2,0.5750729443807009
0.24,0.21,0.5874546371952878
0.22,0.21,0.584359213991641
0.2,0.21,0.5812637907879943
0.18,0.21,0.5781683675843476
0.2,0.21,0.5812637907879943
0.22,0.21,0.584359213991641
0.22,0.21,0.584359213991641
0.26,0.21,0.5905500603989345
0.26,0.21,0.5905500603989345
0.28,0.21,0.5936454836025813
0.3,0.21,0.596740906806228
0.3,0.21,0.596740906806228
0.3,0.21,0.596740906806228
0.24,0.21,0.5874546371952878
0.24,0.21,0.5874546371952878
0.24,0.21,0.5874546371952878
0.22,0.21,0.584359213991641
0.2,0.21,0.5812637907879943
0.18,0.21,0.5781683675843476
0.2,0.21,0.5812637907879943
0.18,0.21,0.5781683675843476
0.16,0.21,0.5750729443807009
0.16,0.21,0.5750729443807009
0.16,0.21,0.5750729443807009
0.14,0.21,0.5719775211770541
0.14,0.21,0.5719775211770541
0.16,0.22,0.5750729443807009
0.16,0.22,0.5750729443807009
0.18,0.22,0.5781683675843476
0.2,0.22,0.5812637907879943
0.22,0.22,0.584359213991641
0.26,0.22,0.5905500603989345
0.26,0.22,0.5905500603989345
0.28,0.22,0.5936454836025813
0.28,0.22,0.5936454836025813
0.26,0.22,0.5905500603989345
0.22,0.22,0.584359213991641
0.22,0.22,0.584359213991641
0.22,0.22,0.584359213991641
0.2,0.22,0.5812637907879943
0.22,0.22,0.584359213991641
0.22,0.22,0.584359213991641
0.2,0.22,0.5812637907879943
0.2,0.22,0.5812637907879943
0.2,0.22,0.5812637907879943
0.2,0.22,0.5812637907879943
0.2,0.22,0.5812637907879943
0.22,0.22,0.584359213991641
0.2,0.22,0.5812637907879943
0.2,0.22,0.5812637907879943
0.2,0.22,0.5812637907879943
0.2,0.22,0.5812637907879943
0.22,0.22,0.584359213991641
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.16,0.23,0.5750729443807009
0.18,0.23,0.5781683675843476
0.18,0.23,0.5781683675843476
0.18,0.23,0.5781683675843476
0.18,0.23,0.5781683675843476
0.18,0.23,0.5781683675843476
0.18,0.23,0.5781683675843476
0.18,0.23,0.5781683675843476
0.18,0.23,0.5781683675843476
0.18,0.23,0.5781683675843476
0.16,0.23,0.5750729443807009
0.16,0.23,0.5750729443807009
0.16,0.23,0.5750729443807009
0.16,0.23,0.5750729443807009
0.16,0.23,0.5750729443807009
0.18,0.23,0.5781683675843476
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.2,0.23,0.5812637907879943
0.18,0.23,0.5781683675843476
0.16,0.23,0.5750729443807009
0.14,0.23,0.5719775211770541
0.14,0.23,0.5719775211770541
0.12,0.23,0.5688820979734074
0.12,0.23,0.5688820979734074
0.12,0.23,0.5688820979734074
0.1,0.23,0.5657866747697606
0.1,0.23,0.5657866747697606
0.1,0.23,0.5657866747697606
0.1,0.23,0.5657866747697606
0.1,0.23,0.5657866747697606
0.08,0.23,0.5626912515661139
0.08,0.23,0.5626912515661139
0.1,0.23,0.5657866747697606
0.08,0.23,0.5626912515661139
0.1,0.23,0.5657866747697606
0.12,0.24,0.5688820979734074
0.14,0.24,0.5719775211770541
0.16,0.24,0.5750729443807009
0.18,0.24,0.5781683675843476
0.2,0.24,0.5812637907879943
0.22,0.24,0.584359213991641
0.22,0.24,0.584359213991641
0.2,0.24,0.5812637907879943
0.18,0.24,0.5781683675843476
0.16,0.24,0.5750729443807009
0.16,0.24,0.5750729443807009
0.14,0.24,0.5719775211770541
0.14,0.24,0.5719775211770541
0.14,0.24,0.5719775211770541
0.12,0.24,0.5688820979734074
0.12,0.24,0.5688820979734074
0.12,0.24,0.5688820979734074
0.12,0.24,0.5688820979734074
0.12,0.24,0.5688820979734074
0.1,0.24,0.5657866747697606
0.1,0.24,0.5657866747697606
0.12,0.24,0.5688820979734074
0.12,0.24,0.5688820979734074
0.12,0.24,0.5688820979734074
