mnth,season,Predicted Y
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
1,1,1.0214175533027166
