casual,mnth,Predicted Y
3,1,6.381761257081384
8,1,6.405634004080597
5,1,6.391310355881069
3,1,6.381761257081384
0,1,6.367437608881856
0,1,6.367437608881856
2,1,6.376986707681541
1,1,6.372212158281698
1,1,6.372212158281698
8,1,6.405634004080597
12,1,6.4247322016799675
26,1,6.491575893277764
29,1,6.505899541477292
47,1,6.591841430674459
35,1,6.534546837876348
40,1,6.558419584875561
41,1,6.563194134275403
15,1,6.439055849879495
9,1,6.41040855348044
6,1,6.396084905280912
11,1,6.419957652280125
3,1,6.381761257081384
11,1,6.419957652280125
15,1,6.439055849879495
4,1,6.386535806481226
1,1,6.372212158281698
1,1,6.372212158281698
2,1,6.376986707681541
2,1,6.376986707681541
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
7,1,6.400859454680754
16,1,6.443830399279338
20,1,6.462928596878708
11,1,6.419957652280125
4,1,6.386535806481226
19,1,6.458154047478866
9,1,6.41040855348044
7,1,6.400859454680754
10,1,6.415183102880282
1,1,6.372212158281698
5,1,6.391310355881069
11,1,6.419957652280125
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
1,1,6.372212158281698
7,1,6.400859454680754
11,1,6.419957652280125
10,1,6.415183102880282
13,1,6.42950675107981
8,1,6.405634004080597
11,1,6.419957652280125
14,1,6.434281300479653
9,1,6.41040855348044
11,1,6.419957652280125
9,1,6.41040855348044
8,1,6.405634004080597
3,1,6.381761257081384
3,1,6.381761257081384
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
2,1,6.376986707681541
2,1,6.376986707681541
2,1,6.376986707681541
5,1,6.391310355881069
7,1,6.400859454680754
12,1,6.4247322016799675
18,1,6.453379498079023
9,1,6.41040855348044
17,1,6.448604948679181
15,1,6.439055849879495
10,1,6.415183102880282
3,1,6.381761257081384
2,1,6.376986707681541
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
2,1,6.376986707681541
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
3,1,6.381761257081384
6,1,6.396084905280912
4,1,6.386535806481226
12,1,6.4247322016799675
5,1,6.391310355881069
6,1,6.396084905280912
10,1,6.415183102880282
7,1,6.400859454680754
4,1,6.386535806481226
4,1,6.386535806481226
3,1,6.381761257081384
5,1,6.391310355881069
7,1,6.400859454680754
3,1,6.381761257081384
1,1,6.372212158281698
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
3,1,6.381761257081384
6,1,6.396084905280912
3,1,6.381761257081384
2,1,6.376986707681541
6,1,6.396084905280912
12,1,6.4247322016799675
11,1,6.419957652280125
8,1,6.405634004080597
12,1,6.4247322016799675
9,1,6.41040855348044
5,1,6.391310355881069
3,1,6.381761257081384
3,1,6.381761257081384
0,1,6.367437608881856
1,1,6.372212158281698
4,1,6.386535806481226
4,1,6.386535806481226
2,1,6.376986707681541
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
8,1,6.405634004080597
8,1,6.405634004080597
20,1,6.462928596878708
9,1,6.41040855348044
16,1,6.443830399279338
19,1,6.458154047478866
9,1,6.41040855348044
9,1,6.41040855348044
7,1,6.400859454680754
9,1,6.41040855348044
5,1,6.391310355881069
9,1,6.41040855348044
7,1,6.400859454680754
3,1,6.381761257081384
1,1,6.372212158281698
0,1,6.367437608881856
2,1,6.376986707681541
1,1,6.372212158281698
1,1,6.372212158281698
1,1,6.372212158281698
3,1,6.381761257081384
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
5,1,6.391310355881069
2,1,6.376986707681541
8,1,6.405634004080597
7,1,6.400859454680754
12,1,6.4247322016799675
5,1,6.391310355881069
8,1,6.405634004080597
5,1,6.391310355881069
3,1,6.381761257081384
4,1,6.386535806481226
0,1,6.367437608881856
2,1,6.376986707681541
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
2,1,6.376986707681541
4,1,6.386535806481226
6,1,6.396084905280912
8,1,6.405634004080597
5,1,6.391310355881069
13,1,6.42950675107981
3,1,6.381761257081384
4,1,6.386535806481226
1,1,6.372212158281698
0,1,6.367437608881856
1,1,6.372212158281698
5,1,6.391310355881069
0,1,6.367437608881856
2,1,6.376986707681541
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
2,1,6.376986707681541
4,1,6.386535806481226
2,1,6.376986707681541
0,1,6.367437608881856
2,1,6.376986707681541
5,1,6.391310355881069
4,1,6.386535806481226
0,1,6.367437608881856
2,1,6.376986707681541
4,1,6.386535806481226
4,1,6.386535806481226
1,1,6.372212158281698
3,1,6.381761257081384
1,1,6.372212158281698
1,1,6.372212158281698
2,1,6.376986707681541
0,1,6.367437608881856
2,1,6.376986707681541
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
2,1,6.376986707681541
3,1,6.381761257081384
3,1,6.381761257081384
3,1,6.381761257081384
4,1,6.386535806481226
2,1,6.376986707681541
6,1,6.396084905280912
3,1,6.381761257081384
2,1,6.376986707681541
4,1,6.386535806481226
6,1,6.396084905280912
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
3,1,6.381761257081384
3,1,6.381761257081384
0,1,6.367437608881856
3,1,6.381761257081384
3,1,6.381761257081384
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
5,1,6.391310355881069
0,1,6.367437608881856
2,1,6.376986707681541
1,1,6.372212158281698
2,1,6.376986707681541
0,1,6.367437608881856
1,1,6.372212158281698
1,1,6.372212158281698
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
5,1,6.391310355881069
2,1,6.376986707681541
2,1,6.376986707681541
4,1,6.386535806481226
3,1,6.381761257081384
2,1,6.376986707681541
3,1,6.381761257081384
5,1,6.391310355881069
2,1,6.376986707681541
4,1,6.386535806481226
3,1,6.381761257081384
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
2,1,6.376986707681541
0,1,6.367437608881856
4,1,6.386535806481226
6,1,6.396084905280912
2,1,6.376986707681541
4,1,6.386535806481226
5,1,6.391310355881069
9,1,6.41040855348044
3,1,6.381761257081384
4,1,6.386535806481226
5,1,6.391310355881069
3,1,6.381761257081384
0,1,6.367437608881856
4,1,6.386535806481226
2,1,6.376986707681541
1,1,6.372212158281698
3,1,6.381761257081384
2,1,6.376986707681541
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
1,1,6.372212158281698
1,1,6.372212158281698
2,1,6.376986707681541
2,1,6.376986707681541
18,1,6.453379498079023
15,1,6.439055849879495
21,1,6.467703146278551
26,1,6.491575893277764
21,1,6.467703146278551
33,1,6.524997739076663
29,1,6.505899541477292
15,1,6.439055849879495
14,1,6.434281300479653
6,1,6.396084905280912
6,1,6.396084905280912
0,1,6.367437608881856
5,1,6.391310355881069
6,1,6.396084905280912
4,1,6.386535806481226
3,1,6.381761257081384
9,1,6.41040855348044
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
0,1,6.367437608881856
3,1,6.381761257081384
8,1,6.405634004080597
23,1,6.477252245078236
29,1,6.505899541477292
23,1,6.477252245078236
22,1,6.472477695678394
35,1,6.534546837876348
22,1,6.472477695678394
23,1,6.477252245078236
11,1,6.419957652280125
14,1,6.434281300479653
7,1,6.400859454680754
6,1,6.396084905280912
2,1,6.376986707681541
0,1,6.367437608881856
1,1,6.372212158281698
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
1,1,6.372212158281698
0,1,6.367437608881856
0,1,6.367437608881856
4,1,6.386535806481226
3,1,6.381761257081384
8,1,6.405634004080597
7,1,6.400859454680754
9,1,6.41040855348044
10,1,6.415183102880282
13,1,6.42950675107981
12,1,6.4247322016799675
21,1,6.467703146278551
6,1,6.396084905280912
