hum,yr,Predicted Y
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.0,0,-0.873492999244772
0.08,0,-0.6979840335345979
0.1,0,-0.6541067921070544
0.12,0,-0.6102295506795108
0.13,0,-0.5882909299657391
0.14,0,-0.5663523092519673
0.14,0,-0.5663523092519673
0.15,0,-0.5444136885381956
0.15,0,-0.5444136885381956
0.15,0,-0.5444136885381956
0.15,0,-0.5444136885381956
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.16,0,-0.5224750678244238
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.17,0,-0.5005364471106519
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.18,0,-0.47859782639688025
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.19,0,-0.45665920568310847
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.2,0,-0.4347205849693367
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.21,0,-0.41278196425556496
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.22,0,-0.3908433435417932
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.23,0,-0.36890472282802134
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.24,0,-0.3469661021142496
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.25,0,-0.3250274814004779
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.26,0,-0.30308886068670615
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
0.27,0,-0.2811502399729343
