workingday,cnt,Predicted Y
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
0,1,192.45919477693144
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,1,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
1,2,188.07071217867679
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,2,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
0,3,192.45919477693144
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
1,3,188.07071217867679
