holiday,cnt,Predicted Y
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,1,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
0,2,188.79507079803307
