hum,casual,Predicted Y
0.0,3,9.942098176057218
0.0,8,9.942098176057218
0.0,5,9.942098176057218
0.0,3,9.942098176057218
0.0,0,9.942098176057218
0.0,0,9.942098176057218
0.0,2,9.942098176057218
0.0,1,9.942098176057218
0.0,1,9.942098176057218
0.0,8,9.942098176057218
0.0,12,9.942098176057218
0.0,26,9.942098176057218
0.0,29,9.942098176057218
0.0,47,9.942098176057218
0.0,35,9.942098176057218
0.0,40,9.942098176057218
0.0,41,9.942098176057218
0.0,15,9.942098176057218
0.0,9,9.942098176057218
0.0,6,9.942098176057218
0.0,11,9.942098176057218
0.0,3,9.942098176057218
0.08,11,13.22436055071918
0.1,15,14.044926144384672
0.12,4,14.86549173805016
0.13,1,15.275774534882906
0.14,1,15.686057331715652
0.14,2,15.686057331715652
0.15,2,16.0963401285484
0.15,0,16.0963401285484
0.15,0,16.0963401285484
0.15,0,16.0963401285484
0.16,1,16.506622925381144
0.16,7,16.506622925381144
0.16,16,16.506622925381144
0.16,20,16.506622925381144
0.16,11,16.506622925381144
0.16,4,16.506622925381144
0.16,19,16.506622925381144
0.16,9,16.506622925381144
0.16,7,16.506622925381144
0.16,10,16.506622925381144
0.17,1,16.91690572221389
0.17,5,16.91690572221389
0.17,11,16.91690572221389
0.17,0,16.91690572221389
0.17,0,16.91690572221389
0.17,0,16.91690572221389
0.17,0,16.91690572221389
0.17,0,16.91690572221389
0.17,0,16.91690572221389
0.17,0,16.91690572221389
0.18,1,17.327188519046633
0.18,1,17.327188519046633
0.18,7,17.327188519046633
0.18,11,17.327188519046633
0.18,10,17.327188519046633
0.18,13,17.327188519046633
0.18,8,17.327188519046633
0.18,11,17.327188519046633
0.18,14,17.327188519046633
0.18,9,17.327188519046633
0.19,11,17.73747131587938
0.19,9,17.73747131587938
0.19,8,17.73747131587938
0.19,3,17.73747131587938
0.19,3,17.73747131587938
0.19,0,17.73747131587938
0.19,1,17.73747131587938
0.19,0,17.73747131587938
0.19,0,17.73747131587938
0.19,0,17.73747131587938
0.19,0,17.73747131587938
0.19,0,17.73747131587938
0.19,0,17.73747131587938
0.19,2,17.73747131587938
0.19,2,17.73747131587938
0.19,2,17.73747131587938
0.2,5,18.14775411271212
0.2,7,18.14775411271212
0.2,12,18.14775411271212
0.2,18,18.14775411271212
0.2,9,18.14775411271212
0.2,17,18.14775411271212
0.2,15,18.14775411271212
0.2,10,18.14775411271212
0.2,3,18.14775411271212
0.2,2,18.14775411271212
0.2,1,18.14775411271212
0.2,0,18.14775411271212
0.2,1,18.14775411271212
0.2,2,18.14775411271212
0.2,0,18.14775411271212
0.2,0,18.14775411271212
0.2,0,18.14775411271212
0.21,0,18.558036909544867
0.21,0,18.558036909544867
0.21,0,18.558036909544867
0.21,1,18.558036909544867
0.21,3,18.558036909544867
0.21,6,18.558036909544867
0.21,4,18.558036909544867
0.21,12,18.558036909544867
0.21,5,18.558036909544867
0.21,6,18.558036909544867
0.21,10,18.558036909544867
0.21,7,18.558036909544867
0.21,4,18.558036909544867
0.21,4,18.558036909544867
0.21,3,18.558036909544867
0.21,5,18.558036909544867
0.21,7,18.558036909544867
0.21,3,18.558036909544867
0.21,1,18.558036909544867
0.21,1,18.558036909544867
0.21,0,18.558036909544867
0.21,0,18.558036909544867
0.21,0,18.558036909544867
0.21,0,18.558036909544867
0.21,0,18.558036909544867
0.21,0,18.558036909544867
0.22,0,18.968319706377613
0.22,3,18.968319706377613
0.22,6,18.968319706377613
0.22,3,18.968319706377613
0.22,2,18.968319706377613
0.22,6,18.968319706377613
0.22,12,18.968319706377613
0.22,11,18.968319706377613
0.22,8,18.968319706377613
0.22,12,18.968319706377613
0.22,9,18.968319706377613
0.22,5,18.968319706377613
0.22,3,18.968319706377613
0.22,3,18.968319706377613
0.22,0,18.968319706377613
0.22,1,18.968319706377613
0.22,4,18.968319706377613
0.22,4,18.968319706377613
0.22,2,18.968319706377613
0.22,0,18.968319706377613
0.22,0,18.968319706377613
0.22,0,18.968319706377613
0.22,8,18.968319706377613
0.22,8,18.968319706377613
0.22,20,18.968319706377613
0.22,9,18.968319706377613
0.22,16,18.968319706377613
0.23,19,19.37860250321036
0.23,9,19.37860250321036
0.23,9,19.37860250321036
0.23,7,19.37860250321036
0.23,9,19.37860250321036
0.23,5,19.37860250321036
0.23,9,19.37860250321036
0.23,7,19.37860250321036
0.23,3,19.37860250321036
0.23,1,19.37860250321036
0.23,0,19.37860250321036
0.23,2,19.37860250321036
0.23,1,19.37860250321036
0.23,1,19.37860250321036
0.23,1,19.37860250321036
0.23,3,19.37860250321036
0.23,0,19.37860250321036
0.23,0,19.37860250321036
0.23,0,19.37860250321036
0.23,0,19.37860250321036
0.23,1,19.37860250321036
0.23,0,19.37860250321036
0.23,0,19.37860250321036
0.23,5,19.37860250321036
