cnt,casual,Predicted Y
1,3,31.34008504965893
1,8,31.34008504965893
1,5,31.34008504965893
1,3,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,2,31.34008504965893
1,1,31.34008504965893
1,1,31.34008504965893
1,8,31.34008504965893
1,12,31.34008504965893
1,26,31.34008504965893
1,29,31.34008504965893
1,47,31.34008504965893
1,35,31.34008504965893
1,40,31.34008504965893
1,41,31.34008504965893
1,15,31.34008504965893
1,9,31.34008504965893
1,6,31.34008504965893
1,11,31.34008504965893
1,3,31.34008504965893
1,11,31.34008504965893
1,15,31.34008504965893
1,4,31.34008504965893
1,1,31.34008504965893
1,1,31.34008504965893
1,2,31.34008504965893
1,2,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,1,31.34008504965893
1,7,31.34008504965893
1,16,31.34008504965893
1,20,31.34008504965893
1,11,31.34008504965893
1,4,31.34008504965893
1,19,31.34008504965893
1,9,31.34008504965893
1,7,31.34008504965893
1,10,31.34008504965893
1,1,31.34008504965893
1,5,31.34008504965893
1,11,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,1,31.34008504965893
1,1,31.34008504965893
1,7,31.34008504965893
1,11,31.34008504965893
1,10,31.34008504965893
1,13,31.34008504965893
1,8,31.34008504965893
1,11,31.34008504965893
1,14,31.34008504965893
1,9,31.34008504965893
1,11,31.34008504965893
1,9,31.34008504965893
1,8,31.34008504965893
1,3,31.34008504965893
1,3,31.34008504965893
1,0,31.34008504965893
1,1,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,2,31.34008504965893
1,2,31.34008504965893
1,2,31.34008504965893
1,5,31.34008504965893
1,7,31.34008504965893
1,12,31.34008504965893
1,18,31.34008504965893
1,9,31.34008504965893
1,17,31.34008504965893
1,15,31.34008504965893
1,10,31.34008504965893
1,3,31.34008504965893
1,2,31.34008504965893
1,1,31.34008504965893
1,0,31.34008504965893
1,1,31.34008504965893
1,2,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,1,31.34008504965893
1,3,31.34008504965893
1,6,31.34008504965893
1,4,31.34008504965893
1,12,31.34008504965893
1,5,31.34008504965893
1,6,31.34008504965893
1,10,31.34008504965893
1,7,31.34008504965893
1,4,31.34008504965893
1,4,31.34008504965893
1,3,31.34008504965893
1,5,31.34008504965893
1,7,31.34008504965893
1,3,31.34008504965893
1,1,31.34008504965893
1,1,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,3,31.34008504965893
1,6,31.34008504965893
1,3,31.34008504965893
1,2,31.34008504965893
1,6,31.34008504965893
1,12,31.34008504965893
1,11,31.34008504965893
1,8,31.34008504965893
1,12,31.34008504965893
1,9,31.34008504965893
1,5,31.34008504965893
1,3,31.34008504965893
1,3,31.34008504965893
1,0,31.34008504965893
1,1,31.34008504965893
1,4,31.34008504965893
1,4,31.34008504965893
1,2,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,0,31.34008504965893
1,8,31.34008504965893
1,8,31.34008504965893
1,20,31.34008504965893
1,9,31.34008504965893
1,16,31.34008504965893
1,19,31.34008504965893
1,9,31.34008504965893
1,9,31.34008504965893
1,7,31.34008504965893
1,9,31.34008504965893
1,5,31.34008504965893
1,9,31.34008504965893
1,7,31.34008504965893
1,3,31.34008504965893
1,1,31.34008504965893
2,0,31.363092915174143
2,2,31.363092915174143
2,1,31.363092915174143
2,1,31.363092915174143
2,1,31.363092915174143
2,3,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,5,31.363092915174143
2,2,31.363092915174143
2,8,31.363092915174143
2,7,31.363092915174143
2,12,31.363092915174143
2,5,31.363092915174143
2,8,31.363092915174143
2,5,31.363092915174143
2,3,31.363092915174143
2,4,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,4,31.363092915174143
2,6,31.363092915174143
2,8,31.363092915174143
2,5,31.363092915174143
2,13,31.363092915174143
2,3,31.363092915174143
2,4,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,5,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,4,31.363092915174143
2,2,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,5,31.363092915174143
2,4,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,4,31.363092915174143
2,4,31.363092915174143
2,1,31.363092915174143
2,3,31.363092915174143
2,1,31.363092915174143
2,1,31.363092915174143
2,2,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,3,31.363092915174143
2,3,31.363092915174143
2,3,31.363092915174143
2,4,31.363092915174143
2,2,31.363092915174143
2,6,31.363092915174143
2,3,31.363092915174143
2,2,31.363092915174143
2,4,31.363092915174143
2,6,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,3,31.363092915174143
2,3,31.363092915174143
2,0,31.363092915174143
2,3,31.363092915174143
2,3,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,5,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,1,31.363092915174143
2,2,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,1,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,5,31.363092915174143
2,2,31.363092915174143
2,2,31.363092915174143
2,4,31.363092915174143
2,3,31.363092915174143
2,2,31.363092915174143
2,3,31.363092915174143
2,5,31.363092915174143
2,2,31.363092915174143
2,4,31.363092915174143
2,3,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,2,31.363092915174143
2,0,31.363092915174143
2,4,31.363092915174143
2,6,31.363092915174143
2,2,31.363092915174143
2,4,31.363092915174143
2,5,31.363092915174143
2,9,31.363092915174143
2,3,31.363092915174143
2,4,31.363092915174143
2,5,31.363092915174143
2,3,31.363092915174143
2,0,31.363092915174143
2,4,31.363092915174143
2,2,31.363092915174143
2,1,31.363092915174143
2,3,31.363092915174143
2,2,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,1,31.363092915174143
2,1,31.363092915174143
2,2,31.363092915174143
2,2,31.363092915174143
2,18,31.363092915174143
2,15,31.363092915174143
2,21,31.363092915174143
2,26,31.363092915174143
2,21,31.363092915174143
2,33,31.363092915174143
2,29,31.363092915174143
2,15,31.363092915174143
2,14,31.363092915174143
2,6,31.363092915174143
2,6,31.363092915174143
2,0,31.363092915174143
2,5,31.363092915174143
2,6,31.363092915174143
2,4,31.363092915174143
2,3,31.363092915174143
2,9,31.363092915174143
2,0,31.363092915174143
2,1,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,0,31.363092915174143
2,3,31.363092915174143
2,8,31.363092915174143
2,23,31.363092915174143
2,29,31.363092915174143
2,23,31.363092915174143
2,22,31.363092915174143
2,35,31.363092915174143
2,22,31.363092915174143
2,23,31.363092915174143
3,11,31.386100780689357
3,14,31.386100780689357
3,7,31.386100780689357
3,6,31.386100780689357
3,2,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,1,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,4,31.386100780689357
3,3,31.386100780689357
3,8,31.386100780689357
3,7,31.386100780689357
3,9,31.386100780689357
3,10,31.386100780689357
3,13,31.386100780689357
3,12,31.386100780689357
3,21,31.386100780689357
3,6,31.386100780689357
3,4,31.386100780689357
3,7,31.386100780689357
3,2,31.386100780689357
3,4,31.386100780689357
3,3,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,2,31.386100780689357
3,3,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,1,31.386100780689357
3,1,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,1,31.386100780689357
3,2,31.386100780689357
3,1,31.386100780689357
3,5,31.386100780689357
3,5,31.386100780689357
3,11,31.386100780689357
3,7,31.386100780689357
3,4,31.386100780689357
3,10,31.386100780689357
3,7,31.386100780689357
3,5,31.386100780689357
3,4,31.386100780689357
3,2,31.386100780689357
3,4,31.386100780689357
3,6,31.386100780689357
3,1,31.386100780689357
3,5,31.386100780689357
3,2,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,0,31.386100780689357
3,1,31.386100780689357
3,2,31.386100780689357
3,3,31.386100780689357
3,1,31.386100780689357
3,5,31.386100780689357
3,7,31.386100780689357
