season,weathersit,Predicted Y
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,3,1.437880369377971
1,3,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,1,1.437880369377971
1,2,1.437880369377971
1,2,1.437880369377971
