casual,windspeed,Predicted Y
3,0.0,0.17997620359196692
8,0.0,0.18152494503183988
5,0.0,0.18059570016791612
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
8,0.0,0.18152494503183988
12,0.0,0.18276393818373826
26,0.0,0.18710041421538254
29,0.0,0.18802965907930633
47,0.0,0.19360512826284895
35,0.0,0.18988814880715388
40,0.0,0.19143689024702681
41,0.0,0.1917466385350014
15,0.0,0.18369318304766202
9,0.0,0.18183469331981447
6,0.0,0.1809054484558907
11,0.0,0.18245418989576367
3,0.0,0.17997620359196692
11,0.0,0.18245418989576367
15,0.0,0.18369318304766202
4,0.0,0.18028595187994154
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
7,0.0,0.1812151967438653
16,0.0,0.18400293133563664
20,0.0,0.185241924487535
11,0.0,0.18245418989576367
4,0.0,0.18028595187994154
19,0.0,0.1849321761995604
9,0.0,0.18183469331981447
7,0.0,0.1812151967438653
10,0.0,0.1821444416077891
1,0.0,0.17935670701601775
5,0.0,0.18059570016791612
11,0.0,0.18245418989576367
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
7,0.0,0.1812151967438653
11,0.0,0.18245418989576367
10,0.0,0.1821444416077891
13,0.0,0.18307368647171285
8,0.0,0.18152494503183988
11,0.0,0.18245418989576367
14,0.0,0.18338343475968744
9,0.0,0.18183469331981447
11,0.0,0.18245418989576367
9,0.0,0.18183469331981447
8,0.0,0.18152494503183988
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
5,0.0,0.18059570016791612
7,0.0,0.1812151967438653
12,0.0,0.18276393818373826
18,0.0,0.1846224279115858
9,0.0,0.18183469331981447
17,0.0,0.18431267962361123
15,0.0,0.18369318304766202
10,0.0,0.1821444416077891
3,0.0,0.17997620359196692
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
6,0.0,0.1809054484558907
4,0.0,0.18028595187994154
12,0.0,0.18276393818373826
5,0.0,0.18059570016791612
6,0.0,0.1809054484558907
10,0.0,0.1821444416077891
7,0.0,0.1812151967438653
4,0.0,0.18028595187994154
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
5,0.0,0.18059570016791612
7,0.0,0.1812151967438653
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
6,0.0,0.1809054484558907
3,0.0,0.17997620359196692
2,0.0,0.17966645530399233
6,0.0,0.1809054484558907
12,0.0,0.18276393818373826
11,0.0,0.18245418989576367
8,0.0,0.18152494503183988
12,0.0,0.18276393818373826
9,0.0,0.18183469331981447
5,0.0,0.18059570016791612
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
4,0.0,0.18028595187994154
4,0.0,0.18028595187994154
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
8,0.0,0.18152494503183988
8,0.0,0.18152494503183988
20,0.0,0.185241924487535
9,0.0,0.18183469331981447
16,0.0,0.18400293133563664
19,0.0,0.1849321761995604
9,0.0,0.18183469331981447
9,0.0,0.18183469331981447
7,0.0,0.1812151967438653
9,0.0,0.18183469331981447
5,0.0,0.18059570016791612
9,0.0,0.18183469331981447
7,0.0,0.1812151967438653
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
5,0.0,0.18059570016791612
2,0.0,0.17966645530399233
8,0.0,0.18152494503183988
7,0.0,0.1812151967438653
12,0.0,0.18276393818373826
5,0.0,0.18059570016791612
8,0.0,0.18152494503183988
5,0.0,0.18059570016791612
3,0.0,0.17997620359196692
4,0.0,0.18028595187994154
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
6,0.0,0.1809054484558907
8,0.0,0.18152494503183988
5,0.0,0.18059570016791612
13,0.0,0.18307368647171285
3,0.0,0.17997620359196692
4,0.0,0.18028595187994154
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
5,0.0,0.18059570016791612
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
5,0.0,0.18059570016791612
4,0.0,0.18028595187994154
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
4,0.0,0.18028595187994154
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
4,0.0,0.18028595187994154
2,0.0,0.17966645530399233
6,0.0,0.1809054484558907
3,0.0,0.17997620359196692
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
6,0.0,0.1809054484558907
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
5,0.0,0.18059570016791612
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
5,0.0,0.18059570016791612
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
2,0.0,0.17966645530399233
3,0.0,0.17997620359196692
5,0.0,0.18059570016791612
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
4,0.0,0.18028595187994154
6,0.0,0.1809054484558907
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
5,0.0,0.18059570016791612
9,0.0,0.18183469331981447
3,0.0,0.17997620359196692
4,0.0,0.18028595187994154
5,0.0,0.18059570016791612
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
4,0.0,0.18028595187994154
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
18,0.0,0.1846224279115858
15,0.0,0.18369318304766202
21,0.0,0.18555167277550957
26,0.0,0.18710041421538254
21,0.0,0.18555167277550957
33,0.0,0.18926865223120468
29,0.0,0.18802965907930633
15,0.0,0.18369318304766202
14,0.0,0.18338343475968744
6,0.0,0.1809054484558907
6,0.0,0.1809054484558907
0,0.0,0.17904695872804316
5,0.0,0.18059570016791612
6,0.0,0.1809054484558907
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
9,0.0,0.18183469331981447
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
8,0.0,0.18152494503183988
23,0.0,0.18617116935145878
29,0.0,0.18802965907930633
23,0.0,0.18617116935145878
22,0.0,0.18586142106348416
35,0.0,0.18988814880715388
22,0.0,0.18586142106348416
23,0.0,0.18617116935145878
11,0.0,0.18245418989576367
14,0.0,0.18338343475968744
7,0.0,0.1812151967438653
6,0.0,0.1809054484558907
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
8,0.0,0.18152494503183988
7,0.0,0.1812151967438653
9,0.0,0.18183469331981447
10,0.0,0.1821444416077891
13,0.0,0.18307368647171285
12,0.0,0.18276393818373826
21,0.0,0.18555167277550957
6,0.0,0.1809054484558907
4,0.0,0.18028595187994154
7,0.0,0.1812151967438653
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
5,0.0,0.18059570016791612
5,0.0,0.18059570016791612
11,0.0,0.18245418989576367
7,0.0,0.1812151967438653
4,0.0,0.18028595187994154
10,0.0,0.1821444416077891
7,0.0,0.1812151967438653
5,0.0,0.18059570016791612
4,0.0,0.18028595187994154
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
6,0.0,0.1809054484558907
1,0.0,0.17935670701601775
5,0.0,0.18059570016791612
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
5,0.0,0.18059570016791612
7,0.0,0.1812151967438653
12,0.0,0.18276393818373826
6,0.0,0.1809054484558907
8,0.0,0.18152494503183988
8,0.0,0.18152494503183988
8,0.0,0.18152494503183988
1,0.0,0.17935670701601775
6,0.0,0.1809054484558907
2,0.0,0.17966645530399233
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
7,0.0,0.1812151967438653
7,0.0,0.1812151967438653
6,0.0,0.1809054484558907
6,0.0,0.1809054484558907
11,0.0,0.18245418989576367
8,0.0,0.18152494503183988
6,0.0,0.1809054484558907
4,0.0,0.18028595187994154
0,0.0,0.17904695872804316
10,0.0,0.1821444416077891
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
4,0.0,0.18028595187994154
10,0.0,0.1821444416077891
12,0.0,0.18276393818373826
11,0.0,0.18245418989576367
10,0.0,0.1821444416077891
11,0.0,0.18245418989576367
8,0.0,0.18152494503183988
0,0.0,0.17904695872804316
6,0.0,0.1809054484558907
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
7,0.0,0.1812151967438653
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
3,0.0,0.17997620359196692
7,0.0,0.1812151967438653
22,0.0,0.18586142106348416
24,0.0,0.18648091763943336
12,0.0,0.18276393818373826
17,0.0,0.18431267962361123
13,0.0,0.18307368647171285
9,0.0,0.18183469331981447
5,0.0,0.18059570016791612
5,0.0,0.18059570016791612
5,0.0,0.18059570016791612
4,0.0,0.18028595187994154
5,0.0,0.18059570016791612
5,0.0,0.18059570016791612
4,0.0,0.18028595187994154
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
5,0.0,0.18059570016791612
6,0.0,0.1809054484558907
4,0.0,0.18028595187994154
6,0.0,0.1809054484558907
3,0.0,0.17997620359196692
11,0.0,0.18245418989576367
6,0.0,0.1809054484558907
2,0.0,0.17966645530399233
7,0.0,0.1812151967438653
4,0.0,0.18028595187994154
6,0.0,0.1809054484558907
8,0.0,0.18152494503183988
5,0.0,0.18059570016791612
1,0.0,0.17935670701601775
6,0.0,0.1809054484558907
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
5,0.0,0.18059570016791612
5,0.0,0.18059570016791612
10,0.0,0.1821444416077891
6,0.0,0.1809054484558907
6,0.0,0.1809054484558907
21,0.0,0.18555167277550957
21,0.0,0.18555167277550957
11,0.0,0.18245418989576367
21,0.0,0.18555167277550957
14,0.0,0.18338343475968744
14,0.0,0.18338343475968744
7,0.0,0.1812151967438653
13,0.0,0.18307368647171285
16,0.0,0.18400293133563664
5,0.0,0.18059570016791612
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
2,0.0,0.17966645530399233
6,0.0,0.1809054484558907
7,0.0,0.1812151967438653
4,0.0,0.18028595187994154
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
4,0.0,0.18028595187994154
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
6,0.0,0.1809054484558907
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
10,0.0,0.1821444416077891
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
5,0.0,0.18059570016791612
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
4,0.0,0.18028595187994154
4,0.0,0.18028595187994154
12,0.0,0.18276393818373826
9,0.0,0.18183469331981447
10,0.0,0.1821444416077891
22,0.0,0.18586142106348416
19,0.0,0.1849321761995604
9,0.0,0.18183469331981447
9,0.0,0.18183469331981447
6,0.0,0.1809054484558907
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
7,0.0,0.1812151967438653
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
4,0.0,0.18028595187994154
7,0.0,0.1812151967438653
9,0.0,0.18183469331981447
10,0.0,0.1821444416077891
13,0.0,0.18307368647171285
18,0.0,0.1846224279115858
14,0.0,0.18338343475968744
19,0.0,0.1849321761995604
6,0.0,0.1809054484558907
8,0.0,0.18152494503183988
9,0.0,0.18183469331981447
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
2,0.0,0.17966645530399233
5,0.0,0.18059570016791612
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
6,0.0,0.1809054484558907
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
6,0.0,0.1809054484558907
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
2,0.0,0.17966645530399233
3,0.0,0.17997620359196692
5,0.0,0.18059570016791612
7,0.0,0.1812151967438653
3,0.0,0.17997620359196692
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
5,0.0,0.18059570016791612
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
4,0.0,0.18028595187994154
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
4,0.0,0.18028595187994154
2,0.0,0.17966645530399233
5,0.0,0.18059570016791612
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
10,0.0,0.1821444416077891
8,0.0,0.18152494503183988
7,0.0,0.1812151967438653
7,0.0,0.1812151967438653
3,0.0,0.17997620359196692
4,0.0,0.18028595187994154
1,0.0,0.17935670701601775
5,0.0,0.18059570016791612
3,0.0,0.17997620359196692
1,0.0,0.17935670701601775
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
1,0.0,0.17935670701601775
4,0.0,0.18028595187994154
6,0.0,0.1809054484558907
2,0.0,0.17966645530399233
9,0.0,0.18183469331981447
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
4,0.0,0.18028595187994154
4,0.0,0.18028595187994154
5,0.0,0.18059570016791612
5,0.0,0.18059570016791612
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
1,0.0,0.17935670701601775
1,0.0,0.17935670701601775
2,0.0,0.17966645530399233
4,0.0,0.18028595187994154
3,0.0,0.17997620359196692
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
0,0.0,0.17904695872804316
2,0.0,0.17966645530399233
0,0.0,0.17904695872804316
3,0.0,0.17997620359196692
3,0.0,0.17997620359196692
5,0.0,0.18059570016791612
3,0.0,0.17997620359196692
8,0.0,0.18152494503183988
9,0.0,0.18183469331981447
15,0.0,0.18369318304766202
9,0.0,0.18183469331981447
8,0.0,0.18152494503183988
