season,weekday,Predicted Y
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,6,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,0,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,1,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,2,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,3,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,4,3.010037138907285
1,5,3.010037138907285
1,5,3.010037138907285
