cnt,season,Predicted Y
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
1,1,2.089797063393501
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
2,1,2.0919823340054404
