hum,temp,Predicted Y
0.0,0.24,0.4002859528231085
0.0,0.22,0.4002859528231085
0.0,0.22,0.4002859528231085
0.0,0.24,0.4002859528231085
0.0,0.24,0.4002859528231085
0.0,0.24,0.4002859528231085
0.0,0.22,0.4002859528231085
0.0,0.2,0.4002859528231085
0.0,0.24,0.4002859528231085
0.0,0.32,0.4002859528231085
0.0,0.38,0.4002859528231085
0.0,0.36,0.4002859528231085
0.0,0.42,0.4002859528231085
0.0,0.46,0.4002859528231085
0.0,0.46,0.4002859528231085
0.0,0.44,0.4002859528231085
0.0,0.42,0.4002859528231085
0.0,0.44,0.4002859528231085
0.0,0.42,0.4002859528231085
0.0,0.42,0.4002859528231085
0.0,0.4,0.4002859528231085
0.0,0.4,0.4002859528231085
0.08,0.4,0.4126197244258881
0.1,0.46,0.415703167326583
0.12,0.46,0.4187866102272779
0.13,0.44,0.4203283316776254
0.14,0.42,0.4218700531279728
0.14,0.46,0.4218700531279728
0.15,0.46,0.4234117745783203
0.15,0.42,0.4234117745783203
0.15,0.4,0.4234117745783203
0.15,0.4,0.4234117745783203
0.16,0.38,0.4249534960286677
0.16,0.36,0.4249534960286677
0.16,0.36,0.4249534960286677
0.16,0.36,0.4249534960286677
0.16,0.36,0.4249534960286677
0.16,0.36,0.4249534960286677
0.16,0.34,0.4249534960286677
0.16,0.34,0.4249534960286677
0.16,0.34,0.4249534960286677
0.16,0.36,0.4249534960286677
0.17,0.32,0.4264952174790152
0.17,0.3,0.4264952174790152
0.17,0.26,0.4264952174790152
0.17,0.24,0.4264952174790152
0.17,0.22,0.4264952174790152
0.17,0.22,0.4264952174790152
0.17,0.2,0.4264952174790152
0.17,0.16,0.4264952174790152
0.17,0.16,0.4264952174790152
0.17,0.14,0.4264952174790152
0.18,0.14,0.4280369389293626
0.18,0.14,0.4280369389293626
0.18,0.16,0.4280369389293626
0.18,0.18,0.4280369389293626
0.18,0.2,0.4280369389293626
0.18,0.22,0.4280369389293626
0.18,0.24,0.4280369389293626
0.18,0.26,0.4280369389293626
0.18,0.26,0.4280369389293626
0.18,0.26,0.4280369389293626
0.19,0.24,0.4295786603797101
0.19,0.24,0.4295786603797101
0.19,0.2,0.4295786603797101
0.19,0.2,0.4295786603797101
0.19,0.18,0.4295786603797101
0.19,0.14,0.4295786603797101
0.19,0.18,0.4295786603797101
0.19,0.16,0.4295786603797101
0.19,0.16,0.4295786603797101
0.19,0.14,0.4295786603797101
0.19,0.14,0.4295786603797101
0.19,0.12,0.4295786603797101
