hum,weekday,Predicted Y
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.0,6,3.0045772744991313
0.08,6,3.004463163795085
0.1,6,3.0044346361190737
0.12,0,3.004406108443062
0.13,0,3.004391844605056
0.14,0,3.0043775807670503
0.14,0,3.0043775807670503
0.15,0,3.004363316929045
0.15,0,3.004363316929045
0.15,0,3.004363316929045
0.15,0,3.004363316929045
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.16,0,3.004349053091039
0.17,0,3.004334789253033
0.17,0,3.004334789253033
0.17,0,3.004334789253033
0.17,0,3.004334789253033
0.17,0,3.004334789253033
0.17,1,3.004334789253033
0.17,1,3.004334789253033
0.17,1,3.004334789253033
0.17,1,3.004334789253033
0.17,1,3.004334789253033
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.18,1,3.0043205254150274
0.19,1,3.0043062615770215
0.19,1,3.0043062615770215
0.19,1,3.0043062615770215
0.19,1,3.0043062615770215
0.19,1,3.0043062615770215
0.19,1,3.0043062615770215
0.19,1,3.0043062615770215
0.19,2,3.0043062615770215
0.19,2,3.0043062615770215
0.19,2,3.0043062615770215
0.19,2,3.0043062615770215
0.19,2,3.0043062615770215
0.19,2,3.0043062615770215
0.19,2,3.0043062615770215
0.19,2,3.0043062615770215
0.19,2,3.0043062615770215
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,2,3.004291997739016
0.2,3,3.004291997739016
0.2,3,3.004291997739016
0.2,3,3.004291997739016
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,3,3.0042777339010103
0.21,4,3.0042777339010103
0.21,4,3.0042777339010103
0.21,4,3.0042777339010103
0.21,4,3.0042777339010103
0.21,4,3.0042777339010103
0.21,4,3.0042777339010103
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,4,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.22,5,3.0042634700630044
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,5,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,6,3.0042492062249986
0.23,0,3.0042492062249986
0.23,0,3.0042492062249986
0.23,0,3.0042492062249986
0.23,0,3.0042492062249986
0.23,0,3.0042492062249986
0.23,0,3.0042492062249986
0.23,0,3.0042492062249986
0.23,0,3.0042492062249986
0.23,0,3.0042492062249986
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,0,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,1,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.24,2,3.0042349423869927
0.25,2,3.004220678548987
0.25,2,3.004220678548987
0.25,2,3.004220678548987
0.25,2,3.004220678548987
0.25,2,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,3,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,4,3.004220678548987
0.25,5,3.004220678548987
0.25,5,3.004220678548987
0.25,5,3.004220678548987
0.25,5,3.004220678548987
0.25,5,3.004220678548987
0.25,5,3.004220678548987
0.25,5,3.004220678548987
0.25,5,3.004220678548987
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,5,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,6,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,0,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
0.26,1,3.0042064147109815
