weekday,casual,Predicted Y
6,3,38.08628856486011
6,8,38.08628856486011
6,5,38.08628856486011
6,3,38.08628856486011
6,0,38.08628856486011
6,0,38.08628856486011
6,2,38.08628856486011
6,1,38.08628856486011
6,1,38.08628856486011
6,8,38.08628856486011
6,12,38.08628856486011
6,26,38.08628856486011
6,29,38.08628856486011
6,47,38.08628856486011
6,35,38.08628856486011
6,40,38.08628856486011
6,41,38.08628856486011
6,15,38.08628856486011
6,9,38.08628856486011
6,6,38.08628856486011
6,11,38.08628856486011
6,3,38.08628856486011
6,11,38.08628856486011
6,15,38.08628856486011
0,4,33.260224120479656
0,1,33.260224120479656
0,1,33.260224120479656
0,2,33.260224120479656
0,2,33.260224120479656
0,0,33.260224120479656
0,0,33.260224120479656
0,0,33.260224120479656
0,1,33.260224120479656
0,7,33.260224120479656
0,16,33.260224120479656
0,20,33.260224120479656
0,11,33.260224120479656
0,4,33.260224120479656
0,19,33.260224120479656
0,9,33.260224120479656
0,7,33.260224120479656
0,10,33.260224120479656
0,1,33.260224120479656
0,5,33.260224120479656
0,11,33.260224120479656
0,0,33.260224120479656
0,0,33.260224120479656
1,0,34.064568194543064
1,0,34.064568194543064
1,0,34.064568194543064
1,0,34.064568194543064
1,0,34.064568194543064
1,1,34.064568194543064
1,1,34.064568194543064
1,7,34.064568194543064
1,11,34.064568194543064
1,10,34.064568194543064
1,13,34.064568194543064
1,8,34.064568194543064
1,11,34.064568194543064
1,14,34.064568194543064
1,9,34.064568194543064
1,11,34.064568194543064
1,9,34.064568194543064
1,8,34.064568194543064
1,3,34.064568194543064
1,3,34.064568194543064
1,0,34.064568194543064
1,1,34.064568194543064
2,0,34.86891226860647
2,0,34.86891226860647
2,0,34.86891226860647
2,0,34.86891226860647
2,0,34.86891226860647
2,0,34.86891226860647
2,2,34.86891226860647
2,2,34.86891226860647
2,2,34.86891226860647
2,5,34.86891226860647
2,7,34.86891226860647
2,12,34.86891226860647
2,18,34.86891226860647
2,9,34.86891226860647
2,17,34.86891226860647
2,15,34.86891226860647
2,10,34.86891226860647
2,3,34.86891226860647
2,2,34.86891226860647
2,1,34.86891226860647
2,0,34.86891226860647
2,1,34.86891226860647
2,2,34.86891226860647
3,0,35.67325634266988
3,0,35.67325634266988
3,0,35.67325634266988
3,0,35.67325634266988
3,0,35.67325634266988
3,0,35.67325634266988
3,1,35.67325634266988
3,3,35.67325634266988
3,6,35.67325634266988
3,4,35.67325634266988
3,12,35.67325634266988
3,5,35.67325634266988
3,6,35.67325634266988
3,10,35.67325634266988
3,7,35.67325634266988
3,4,35.67325634266988
3,4,35.67325634266988
3,3,35.67325634266988
3,5,35.67325634266988
3,7,35.67325634266988
3,3,35.67325634266988
3,1,35.67325634266988
3,1,35.67325634266988
4,0,36.477600416733296
4,0,36.477600416733296
4,0,36.477600416733296
4,0,36.477600416733296
4,0,36.477600416733296
4,0,36.477600416733296
4,0,36.477600416733296
4,3,36.477600416733296
4,6,36.477600416733296
4,3,36.477600416733296
4,2,36.477600416733296
4,6,36.477600416733296
4,12,36.477600416733296
4,11,36.477600416733296
4,8,36.477600416733296
4,12,36.477600416733296
4,9,36.477600416733296
4,5,36.477600416733296
4,3,36.477600416733296
4,3,36.477600416733296
4,0,36.477600416733296
4,1,36.477600416733296
4,4,36.477600416733296
5,4,37.281944490796704
5,2,37.281944490796704
5,0,37.281944490796704
5,0,37.281944490796704
5,0,37.281944490796704
5,8,37.281944490796704
5,8,37.281944490796704
5,20,37.281944490796704
5,9,37.281944490796704
5,16,37.281944490796704
5,19,37.281944490796704
5,9,37.281944490796704
5,9,37.281944490796704
5,7,37.281944490796704
5,9,37.281944490796704
5,5,37.281944490796704
5,9,37.281944490796704
5,7,37.281944490796704
5,3,37.281944490796704
5,1,37.281944490796704
5,0,37.281944490796704
5,2,37.281944490796704
5,1,37.281944490796704
6,1,38.08628856486011
6,1,38.08628856486011
6,3,38.08628856486011
6,0,38.08628856486011
6,0,38.08628856486011
6,0,38.08628856486011
6,0,38.08628856486011
6,1,38.08628856486011
6,0,38.08628856486011
6,0,38.08628856486011
6,5,38.08628856486011
6,2,38.08628856486011
6,8,38.08628856486011
6,7,38.08628856486011
6,12,38.08628856486011
6,5,38.08628856486011
6,8,38.08628856486011
6,5,38.08628856486011
6,3,38.08628856486011
6,4,38.08628856486011
6,0,38.08628856486011
6,2,38.08628856486011
6,1,38.08628856486011
6,0,38.08628856486011
0,1,33.260224120479656
0,0,33.260224120479656
0,0,33.260224120479656
0,0,33.260224120479656
0,0,33.260224120479656
