hum,season,Predicted Y
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.0,1,1.0098207261930292
0.08,1,1.2000950363425802
0.1,1,1.247663613879968
0.12,1,1.2952321914173557
0.13,1,1.3190164801860496
0.14,1,1.3428007689547434
0.14,1,1.3428007689547434
0.15,1,1.3665850577234373
0.15,1,1.3665850577234373
0.15,1,1.3665850577234373
0.15,1,1.3665850577234373
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.16,1,1.3903693464921312
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.17,1,1.414153635260825
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.18,1,1.437937924029519
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.19,1,1.4617222127982128
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.2,1,1.4855065015669067
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.21,1,1.5092907903356005
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.22,1,1.5330750791042944
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.23,1,1.5568593678729883
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
0.24,1,1.5806436566416822
