windspeed,casual,Predicted Y
0.0,3,26.11244124087598
0.0,8,26.11244124087598
0.0,5,26.11244124087598
0.0,3,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,8,26.11244124087598
0.0,12,26.11244124087598
0.0,26,26.11244124087598
0.0,29,26.11244124087598
0.0,47,26.11244124087598
0.0,35,26.11244124087598
0.0,40,26.11244124087598
0.0,41,26.11244124087598
0.0,15,26.11244124087598
0.0,9,26.11244124087598
0.0,6,26.11244124087598
0.0,11,26.11244124087598
0.0,3,26.11244124087598
0.0,11,26.11244124087598
0.0,15,26.11244124087598
0.0,4,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,2,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,7,26.11244124087598
0.0,16,26.11244124087598
0.0,20,26.11244124087598
0.0,11,26.11244124087598
0.0,4,26.11244124087598
0.0,19,26.11244124087598
0.0,9,26.11244124087598
0.0,7,26.11244124087598
0.0,10,26.11244124087598
0.0,1,26.11244124087598
0.0,5,26.11244124087598
0.0,11,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,7,26.11244124087598
0.0,11,26.11244124087598
0.0,10,26.11244124087598
0.0,13,26.11244124087598
0.0,8,26.11244124087598
0.0,11,26.11244124087598
0.0,14,26.11244124087598
0.0,9,26.11244124087598
0.0,11,26.11244124087598
0.0,9,26.11244124087598
0.0,8,26.11244124087598
0.0,3,26.11244124087598
0.0,3,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,2,26.11244124087598
0.0,2,26.11244124087598
0.0,5,26.11244124087598
0.0,7,26.11244124087598
0.0,12,26.11244124087598
0.0,18,26.11244124087598
0.0,9,26.11244124087598
0.0,17,26.11244124087598
0.0,15,26.11244124087598
0.0,10,26.11244124087598
0.0,3,26.11244124087598
0.0,2,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,3,26.11244124087598
0.0,6,26.11244124087598
0.0,4,26.11244124087598
0.0,12,26.11244124087598
0.0,5,26.11244124087598
0.0,6,26.11244124087598
0.0,10,26.11244124087598
0.0,7,26.11244124087598
0.0,4,26.11244124087598
0.0,4,26.11244124087598
0.0,3,26.11244124087598
0.0,5,26.11244124087598
0.0,7,26.11244124087598
0.0,3,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,3,26.11244124087598
0.0,6,26.11244124087598
0.0,3,26.11244124087598
0.0,2,26.11244124087598
0.0,6,26.11244124087598
0.0,12,26.11244124087598
0.0,11,26.11244124087598
0.0,8,26.11244124087598
0.0,12,26.11244124087598
0.0,9,26.11244124087598
0.0,5,26.11244124087598
0.0,3,26.11244124087598
0.0,3,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,4,26.11244124087598
0.0,4,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,8,26.11244124087598
0.0,8,26.11244124087598
0.0,20,26.11244124087598
0.0,9,26.11244124087598
0.0,16,26.11244124087598
0.0,19,26.11244124087598
0.0,9,26.11244124087598
0.0,9,26.11244124087598
0.0,7,26.11244124087598
0.0,9,26.11244124087598
0.0,5,26.11244124087598
0.0,9,26.11244124087598
0.0,7,26.11244124087598
0.0,3,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,3,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,5,26.11244124087598
0.0,2,26.11244124087598
0.0,8,26.11244124087598
0.0,7,26.11244124087598
0.0,12,26.11244124087598
0.0,5,26.11244124087598
0.0,8,26.11244124087598
0.0,5,26.11244124087598
0.0,3,26.11244124087598
0.0,4,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,4,26.11244124087598
0.0,6,26.11244124087598
0.0,8,26.11244124087598
0.0,5,26.11244124087598
0.0,13,26.11244124087598
0.0,3,26.11244124087598
0.0,4,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,5,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,4,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,5,26.11244124087598
0.0,4,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,4,26.11244124087598
0.0,4,26.11244124087598
0.0,1,26.11244124087598
0.0,3,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,3,26.11244124087598
0.0,3,26.11244124087598
0.0,3,26.11244124087598
0.0,4,26.11244124087598
0.0,2,26.11244124087598
0.0,6,26.11244124087598
0.0,3,26.11244124087598
0.0,2,26.11244124087598
0.0,4,26.11244124087598
0.0,6,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,3,26.11244124087598
0.0,3,26.11244124087598
0.0,0,26.11244124087598
0.0,3,26.11244124087598
0.0,3,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,5,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,1,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,5,26.11244124087598
0.0,2,26.11244124087598
0.0,2,26.11244124087598
0.0,4,26.11244124087598
0.0,3,26.11244124087598
0.0,2,26.11244124087598
0.0,3,26.11244124087598
0.0,5,26.11244124087598
0.0,2,26.11244124087598
0.0,4,26.11244124087598
0.0,3,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,4,26.11244124087598
0.0,6,26.11244124087598
0.0,2,26.11244124087598
0.0,4,26.11244124087598
0.0,5,26.11244124087598
0.0,9,26.11244124087598
0.0,3,26.11244124087598
0.0,4,26.11244124087598
0.0,5,26.11244124087598
0.0,3,26.11244124087598
0.0,0,26.11244124087598
0.0,4,26.11244124087598
0.0,2,26.11244124087598
0.0,1,26.11244124087598
0.0,3,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,2,26.11244124087598
0.0,2,26.11244124087598
0.0,18,26.11244124087598
0.0,15,26.11244124087598
0.0,21,26.11244124087598
0.0,26,26.11244124087598
0.0,21,26.11244124087598
0.0,33,26.11244124087598
0.0,29,26.11244124087598
0.0,15,26.11244124087598
0.0,14,26.11244124087598
0.0,6,26.11244124087598
0.0,6,26.11244124087598
0.0,0,26.11244124087598
0.0,5,26.11244124087598
0.0,6,26.11244124087598
0.0,4,26.11244124087598
0.0,3,26.11244124087598
0.0,9,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,3,26.11244124087598
0.0,8,26.11244124087598
0.0,23,26.11244124087598
0.0,29,26.11244124087598
0.0,23,26.11244124087598
0.0,22,26.11244124087598
0.0,35,26.11244124087598
0.0,22,26.11244124087598
0.0,23,26.11244124087598
0.0,11,26.11244124087598
0.0,14,26.11244124087598
0.0,7,26.11244124087598
0.0,6,26.11244124087598
0.0,2,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,1,26.11244124087598
0.0,0,26.11244124087598
0.0,0,26.11244124087598
0.0,4,26.11244124087598
0.0,3,26.11244124087598
0.0,8,26.11244124087598
0.0,7,26.11244124087598
0.0,9,26.11244124087598
0.0,10,26.11244124087598
0.0,13,26.11244124087598
0.0,12,26.11244124087598
0.0,21,26.11244124087598
0.0,6,26.11244124087598
0.0,4,26.11244124087598
0.0,7,26.11244124087598
0.0,2,26.11244124087598
0.0,4,26.11244124087598
