hum,weathersit,Predicted Y
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,2,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,1,1.4517927805202946
0.0,2,1.4517927805202946
0.0,2,1.4517927805202946
0.0,2,1.4517927805202946
0.0,2,1.4517927805202946
0.0,2,1.4517927805202946
0.0,3,1.4517927805202946
0.0,3,1.4517927805202946
0.0,2,1.4517927805202946
0.0,2,1.4517927805202946
0.08,2,1.4484116359226091
0.1,2,1.4475663497731879
0.12,2,1.4467210636237664
0.13,2,1.4462984205490557
0.14,2,1.4458757774743451
0.14,2,1.4458757774743451
0.15,2,1.4454531343996344
0.15,3,1.4454531343996344
0.15,2,1.4454531343996344
0.15,3,1.4454531343996344
0.16,2,1.4450304913249237
0.16,2,1.4450304913249237
0.16,2,1.4450304913249237
0.16,2,1.4450304913249237
0.16,2,1.4450304913249237
0.16,3,1.4450304913249237
0.16,3,1.4450304913249237
0.16,3,1.4450304913249237
0.16,1,1.4450304913249237
0.16,2,1.4450304913249237
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.17,1,1.444607848250213
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.18,1,1.4441852051755024
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.19,1,1.4437625621007917
0.2,2,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.2,1,1.443339919026081
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,1,1.4429172759513704
0.21,2,1.4429172759513704
0.21,2,1.4429172759513704
0.21,2,1.4429172759513704
0.22,2,1.4424946328766597
0.22,1,1.4424946328766597
0.22,2,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,2,1.4424946328766597
0.22,2,1.4424946328766597
0.22,2,1.4424946328766597
0.22,2,1.4424946328766597
0.22,2,1.4424946328766597
0.22,2,1.4424946328766597
0.22,2,1.4424946328766597
0.22,3,1.4424946328766597
0.22,2,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.22,1,1.4424946328766597
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,3,1.442071989801949
0.23,3,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,3,1.442071989801949
0.23,3,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,2,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.23,1,1.442071989801949
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,1,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,2,1.4416493467272382
0.24,3,1.4416493467272382
0.25,3,1.4412267036525277
0.25,3,1.4412267036525277
0.25,3,1.4412267036525277
0.25,3,1.4412267036525277
0.25,3,1.4412267036525277
0.25,2,1.4412267036525277
0.25,2,1.4412267036525277
0.25,1,1.4412267036525277
0.25,1,1.4412267036525277
0.25,1,1.4412267036525277
0.25,1,1.4412267036525277
0.25,1,1.4412267036525277
0.25,1,1.4412267036525277
0.25,1,1.4412267036525277
0.25,1,1.4412267036525277
