yr,hr,Predicted Y
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,3,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,3,11.573626373626373
0,4,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,3,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,3,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,3,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,3,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,3,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
0,17,11.573626373626373
0,18,11.573626373626373
0,19,11.573626373626373
0,20,11.573626373626373
0,21,11.573626373626373
0,22,11.573626373626373
0,23,11.573626373626373
0,0,11.573626373626373
0,1,11.573626373626373
0,2,11.573626373626373
0,3,11.573626373626373
0,4,11.573626373626373
0,5,11.573626373626373
0,6,11.573626373626373
0,7,11.573626373626373
0,8,11.573626373626373
0,9,11.573626373626373
0,10,11.573626373626373
0,11,11.573626373626373
0,12,11.573626373626373
0,13,11.573626373626373
0,14,11.573626373626373
0,15,11.573626373626373
0,16,11.573626373626373
