season,instant,Predicted Y
1,1,5940.03311444967
1,2,5940.03311444967
1,3,5940.03311444967
1,4,5940.03311444967
1,5,5940.03311444967
1,6,5940.03311444967
1,7,5940.03311444967
1,8,5940.03311444967
1,9,5940.03311444967
1,10,5940.03311444967
1,11,5940.03311444967
1,12,5940.03311444967
1,13,5940.03311444967
1,14,5940.03311444967
1,15,5940.03311444967
1,16,5940.03311444967
1,17,5940.03311444967
1,18,5940.03311444967
1,19,5940.03311444967
1,20,5940.03311444967
1,21,5940.03311444967
1,22,5940.03311444967
1,23,5940.03311444967
1,24,5940.03311444967
1,25,5940.03311444967
1,26,5940.03311444967
1,27,5940.03311444967
1,28,5940.03311444967
1,29,5940.03311444967
1,30,5940.03311444967
1,31,5940.03311444967
1,32,5940.03311444967
1,33,5940.03311444967
1,34,5940.03311444967
1,35,5940.03311444967
1,36,5940.03311444967
1,37,5940.03311444967
1,38,5940.03311444967
1,39,5940.03311444967
1,40,5940.03311444967
1,41,5940.03311444967
1,42,5940.03311444967
1,43,5940.03311444967
1,44,5940.03311444967
1,45,5940.03311444967
1,46,5940.03311444967
1,47,5940.03311444967
1,48,5940.03311444967
1,49,5940.03311444967
1,50,5940.03311444967
1,51,5940.03311444967
1,52,5940.03311444967
1,53,5940.03311444967
1,54,5940.03311444967
1,55,5940.03311444967
1,56,5940.03311444967
1,57,5940.03311444967
1,58,5940.03311444967
1,59,5940.03311444967
1,60,5940.03311444967
1,61,5940.03311444967
1,62,5940.03311444967
1,63,5940.03311444967
1,64,5940.03311444967
1,65,5940.03311444967
1,66,5940.03311444967
1,67,5940.03311444967
1,68,5940.03311444967
1,69,5940.03311444967
1,70,5940.03311444967
1,71,5940.03311444967
1,72,5940.03311444967
1,73,5940.03311444967
1,74,5940.03311444967
1,75,5940.03311444967
1,76,5940.03311444967
1,77,5940.03311444967
1,78,5940.03311444967
1,79,5940.03311444967
1,80,5940.03311444967
1,81,5940.03311444967
1,82,5940.03311444967
1,83,5940.03311444967
1,84,5940.03311444967
1,85,5940.03311444967
1,86,5940.03311444967
1,87,5940.03311444967
1,88,5940.03311444967
1,89,5940.03311444967
1,90,5940.03311444967
1,91,5940.03311444967
1,92,5940.03311444967
1,93,5940.03311444967
1,94,5940.03311444967
1,95,5940.03311444967
1,96,5940.03311444967
1,97,5940.03311444967
1,98,5940.03311444967
1,99,5940.03311444967
1,100,5940.03311444967
1,101,5940.03311444967
1,102,5940.03311444967
1,103,5940.03311444967
1,104,5940.03311444967
1,105,5940.03311444967
1,106,5940.03311444967
1,107,5940.03311444967
1,108,5940.03311444967
1,109,5940.03311444967
1,110,5940.03311444967
1,111,5940.03311444967
1,112,5940.03311444967
1,113,5940.03311444967
1,114,5940.03311444967
1,115,5940.03311444967
1,116,5940.03311444967
1,117,5940.03311444967
1,118,5940.03311444967
1,119,5940.03311444967
1,120,5940.03311444967
1,121,5940.03311444967
1,122,5940.03311444967
1,123,5940.03311444967
1,124,5940.03311444967
1,125,5940.03311444967
1,126,5940.03311444967
1,127,5940.03311444967
1,128,5940.03311444967
1,129,5940.03311444967
1,130,5940.03311444967
1,131,5940.03311444967
1,132,5940.03311444967
1,133,5940.03311444967
1,134,5940.03311444967
1,135,5940.03311444967
1,136,5940.03311444967
1,137,5940.03311444967
1,138,5940.03311444967
1,139,5940.03311444967
1,140,5940.03311444967
1,141,5940.03311444967
1,142,5940.03311444967
1,143,5940.03311444967
1,144,5940.03311444967
1,145,5940.03311444967
1,146,5940.03311444967
1,147,5940.03311444967
1,148,5940.03311444967
1,149,5940.03311444967
1,150,5940.03311444967
1,151,5940.03311444967
1,152,5940.03311444967
1,153,5940.03311444967
1,154,5940.03311444967
1,155,5940.03311444967
1,156,5940.03311444967
1,157,5940.03311444967
1,158,5940.03311444967
1,159,5940.03311444967
1,160,5940.03311444967
1,161,5940.03311444967
1,162,5940.03311444967
1,163,5940.03311444967
1,164,5940.03311444967
1,165,5940.03311444967
1,166,5940.03311444967
1,167,5940.03311444967
1,168,5940.03311444967
1,169,5940.03311444967
1,170,5940.03311444967
1,171,5940.03311444967
1,172,5940.03311444967
1,173,5940.03311444967
1,174,5940.03311444967
1,175,5940.03311444967
1,176,5940.03311444967
1,177,5940.03311444967
1,178,5940.03311444967
1,179,5940.03311444967
1,180,5940.03311444967
1,181,5940.03311444967
1,182,5940.03311444967
1,183,5940.03311444967
1,184,5940.03311444967
1,185,5940.03311444967
1,186,5940.03311444967
1,187,5940.03311444967
1,188,5940.03311444967
1,189,5940.03311444967
1,190,5940.03311444967
1,191,5940.03311444967
1,192,5940.03311444967
1,193,5940.03311444967
1,194,5940.03311444967
1,195,5940.03311444967
1,196,5940.03311444967
1,197,5940.03311444967
1,198,5940.03311444967
1,199,5940.03311444967
1,200,5940.03311444967
1,201,5940.03311444967
1,202,5940.03311444967
1,203,5940.03311444967
1,204,5940.03311444967
1,205,5940.03311444967
1,206,5940.03311444967
1,207,5940.03311444967
1,208,5940.03311444967
1,209,5940.03311444967
1,210,5940.03311444967
1,211,5940.03311444967
1,212,5940.03311444967
1,213,5940.03311444967
1,214,5940.03311444967
1,215,5940.03311444967
1,216,5940.03311444967
1,217,5940.03311444967
1,218,5940.03311444967
1,219,5940.03311444967
1,220,5940.03311444967
1,221,5940.03311444967
1,222,5940.03311444967
1,223,5940.03311444967
1,224,5940.03311444967
1,225,5940.03311444967
1,226,5940.03311444967
1,227,5940.03311444967
1,228,5940.03311444967
1,229,5940.03311444967
1,230,5940.03311444967
1,231,5940.03311444967
1,232,5940.03311444967
1,233,5940.03311444967
1,234,5940.03311444967
1,235,5940.03311444967
1,236,5940.03311444967
1,237,5940.03311444967
1,238,5940.03311444967
1,239,5940.03311444967
1,240,5940.03311444967
1,241,5940.03311444967
1,242,5940.03311444967
1,243,5940.03311444967
1,244,5940.03311444967
1,245,5940.03311444967
1,246,5940.03311444967
1,247,5940.03311444967
1,248,5940.03311444967
1,249,5940.03311444967
1,250,5940.03311444967
1,251,5940.03311444967
1,252,5940.03311444967
1,253,5940.03311444967
1,254,5940.03311444967
1,255,5940.03311444967
1,256,5940.03311444967
1,257,5940.03311444967
1,258,5940.03311444967
1,259,5940.03311444967
1,260,5940.03311444967
1,261,5940.03311444967
1,262,5940.03311444967
1,263,5940.03311444967
1,264,5940.03311444967
1,265,5940.03311444967
1,266,5940.03311444967
1,267,5940.03311444967
1,268,5940.03311444967
1,269,5940.03311444967
1,270,5940.03311444967
1,271,5940.03311444967
1,272,5940.03311444967
1,273,5940.03311444967
1,274,5940.03311444967
1,275,5940.03311444967
1,276,5940.03311444967
1,277,5940.03311444967
1,278,5940.03311444967
1,279,5940.03311444967
1,280,5940.03311444967
1,281,5940.03311444967
1,282,5940.03311444967
1,283,5940.03311444967
1,284,5940.03311444967
1,285,5940.03311444967
1,286,5940.03311444967
1,287,5940.03311444967
1,288,5940.03311444967
1,289,5940.03311444967
1,290,5940.03311444967
1,291,5940.03311444967
1,292,5940.03311444967
1,293,5940.03311444967
1,294,5940.03311444967
1,295,5940.03311444967
1,296,5940.03311444967
1,297,5940.03311444967
1,298,5940.03311444967
1,299,5940.03311444967
1,300,5940.03311444967
1,301,5940.03311444967
1,302,5940.03311444967
1,303,5940.03311444967
1,304,5940.03311444967
1,305,5940.03311444967
1,306,5940.03311444967
1,307,5940.03311444967
1,308,5940.03311444967
1,309,5940.03311444967
1,310,5940.03311444967
1,311,5940.03311444967
1,312,5940.03311444967
1,313,5940.03311444967
1,314,5940.03311444967
1,315,5940.03311444967
1,316,5940.03311444967
1,317,5940.03311444967
1,318,5940.03311444967
1,319,5940.03311444967
1,320,5940.03311444967
1,321,5940.03311444967
1,322,5940.03311444967
1,323,5940.03311444967
1,324,5940.03311444967
1,325,5940.03311444967
1,326,5940.03311444967
1,327,5940.03311444967
1,328,5940.03311444967
1,329,5940.03311444967
1,330,5940.03311444967
1,331,5940.03311444967
1,332,5940.03311444967
1,333,5940.03311444967
1,334,5940.03311444967
1,335,5940.03311444967
1,336,5940.03311444967
1,337,5940.03311444967
1,338,5940.03311444967
1,339,5940.03311444967
1,340,5940.03311444967
1,341,5940.03311444967
1,342,5940.03311444967
1,343,5940.03311444967
1,344,5940.03311444967
1,345,5940.03311444967
1,346,5940.03311444967
1,347,5940.03311444967
1,348,5940.03311444967
1,349,5940.03311444967
1,350,5940.03311444967
1,351,5940.03311444967
1,352,5940.03311444967
1,353,5940.03311444967
1,354,5940.03311444967
1,355,5940.03311444967
1,356,5940.03311444967
1,357,5940.03311444967
1,358,5940.03311444967
1,359,5940.03311444967
1,360,5940.03311444967
1,361,5940.03311444967
1,362,5940.03311444967
1,363,5940.03311444967
1,364,5940.03311444967
1,365,5940.03311444967
1,366,5940.03311444967
1,367,5940.03311444967
1,368,5940.03311444967
1,369,5940.03311444967
1,370,5940.03311444967
1,371,5940.03311444967
1,372,5940.03311444967
1,373,5940.03311444967
1,374,5940.03311444967
1,375,5940.03311444967
1,376,5940.03311444967
1,377,5940.03311444967
1,378,5940.03311444967
1,379,5940.03311444967
1,380,5940.03311444967
1,381,5940.03311444967
1,382,5940.03311444967
1,383,5940.03311444967
1,384,5940.03311444967
1,385,5940.03311444967
1,386,5940.03311444967
1,387,5940.03311444967
1,388,5940.03311444967
1,389,5940.03311444967
1,390,5940.03311444967
1,391,5940.03311444967
1,392,5940.03311444967
1,393,5940.03311444967
1,394,5940.03311444967
1,395,5940.03311444967
1,396,5940.03311444967
