cnt,hr,Predicted Y
1,0,11.557118737563057
1,1,11.557118737563057
1,2,11.557118737563057
1,3,11.557118737563057
1,4,11.557118737563057
1,5,11.557118737563057
1,6,11.557118737563057
1,7,11.557118737563057
1,8,11.557118737563057
1,9,11.557118737563057
1,10,11.557118737563057
1,11,11.557118737563057
1,12,11.557118737563057
1,13,11.557118737563057
1,14,11.557118737563057
1,15,11.557118737563057
1,16,11.557118737563057
1,17,11.557118737563057
1,18,11.557118737563057
1,19,11.557118737563057
1,20,11.557118737563057
1,21,11.557118737563057
1,22,11.557118737563057
1,23,11.557118737563057
1,0,11.557118737563057
1,1,11.557118737563057
1,2,11.557118737563057
1,3,11.557118737563057
1,4,11.557118737563057
1,6,11.557118737563057
1,7,11.557118737563057
1,8,11.557118737563057
1,9,11.557118737563057
1,10,11.557118737563057
1,11,11.557118737563057
1,12,11.557118737563057
1,13,11.557118737563057
1,14,11.557118737563057
1,15,11.557118737563057
1,16,11.557118737563057
1,17,11.557118737563057
1,18,11.557118737563057
1,19,11.557118737563057
1,20,11.557118737563057
1,21,11.557118737563057
1,22,11.557118737563057
1,23,11.557118737563057
1,0,11.557118737563057
1,1,11.557118737563057
1,4,11.557118737563057
1,5,11.557118737563057
1,6,11.557118737563057
1,7,11.557118737563057
1,8,11.557118737563057
1,9,11.557118737563057
1,10,11.557118737563057
1,11,11.557118737563057
1,12,11.557118737563057
1,13,11.557118737563057
1,14,11.557118737563057
1,15,11.557118737563057
1,16,11.557118737563057
1,17,11.557118737563057
1,18,11.557118737563057
1,19,11.557118737563057
1,20,11.557118737563057
1,21,11.557118737563057
1,22,11.557118737563057
1,23,11.557118737563057
1,0,11.557118737563057
1,1,11.557118737563057
1,2,11.557118737563057
1,4,11.557118737563057
1,5,11.557118737563057
1,6,11.557118737563057
1,7,11.557118737563057
1,8,11.557118737563057
1,9,11.557118737563057
1,10,11.557118737563057
1,11,11.557118737563057
1,12,11.557118737563057
1,13,11.557118737563057
1,14,11.557118737563057
1,15,11.557118737563057
1,16,11.557118737563057
1,17,11.557118737563057
1,18,11.557118737563057
1,19,11.557118737563057
1,20,11.557118737563057
1,21,11.557118737563057
1,22,11.557118737563057
1,23,11.557118737563057
1,0,11.557118737563057
1,1,11.557118737563057
1,2,11.557118737563057
1,4,11.557118737563057
1,5,11.557118737563057
1,6,11.557118737563057
1,7,11.557118737563057
1,8,11.557118737563057
1,9,11.557118737563057
1,10,11.557118737563057
1,11,11.557118737563057
1,12,11.557118737563057
1,13,11.557118737563057
1,14,11.557118737563057
1,15,11.557118737563057
1,16,11.557118737563057
1,17,11.557118737563057
1,18,11.557118737563057
1,19,11.557118737563057
1,20,11.557118737563057
1,21,11.557118737563057
1,22,11.557118737563057
1,23,11.557118737563057
1,0,11.557118737563057
1,1,11.557118737563057
1,2,11.557118737563057
1,4,11.557118737563057
1,5,11.557118737563057
1,6,11.557118737563057
1,7,11.557118737563057
1,8,11.557118737563057
1,9,11.557118737563057
1,10,11.557118737563057
1,11,11.557118737563057
1,12,11.557118737563057
1,13,11.557118737563057
1,14,11.557118737563057
1,15,11.557118737563057
1,16,11.557118737563057
1,17,11.557118737563057
1,18,11.557118737563057
1,19,11.557118737563057
1,20,11.557118737563057
1,21,11.557118737563057
1,22,11.557118737563057
1,23,11.557118737563057
1,0,11.557118737563057
1,1,11.557118737563057
1,2,11.557118737563057
1,4,11.557118737563057
1,5,11.557118737563057
1,6,11.557118737563057
1,7,11.557118737563057
1,8,11.557118737563057
1,9,11.557118737563057
1,10,11.557118737563057
1,11,11.557118737563057
1,12,11.557118737563057
1,13,11.557118737563057
1,14,11.557118737563057
1,15,11.557118737563057
1,16,11.557118737563057
1,17,11.557118737563057
1,18,11.557118737563057
1,19,11.557118737563057
1,20,11.557118737563057
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,3,11.557063729917923
2,4,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
2,18,11.557063729917923
2,19,11.557063729917923
2,20,11.557063729917923
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,3,11.557063729917923
2,4,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
2,18,11.557063729917923
2,19,11.557063729917923
2,20,11.557063729917923
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,3,11.557063729917923
2,4,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
2,18,11.557063729917923
2,19,11.557063729917923
2,20,11.557063729917923
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
2,18,11.557063729917923
2,19,11.557063729917923
2,20,11.557063729917923
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
2,18,11.557063729917923
2,19,11.557063729917923
2,20,11.557063729917923
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,3,11.557063729917923
2,4,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
2,18,11.557063729917923
2,19,11.557063729917923
2,20,11.557063729917923
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,3,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
2,18,11.557063729917923
2,19,11.557063729917923
2,20,11.557063729917923
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,3,11.557063729917923
2,4,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
2,18,11.557063729917923
2,19,11.557063729917923
2,20,11.557063729917923
2,21,11.557063729917923
2,22,11.557063729917923
2,23,11.557063729917923
2,0,11.557063729917923
2,1,11.557063729917923
2,2,11.557063729917923
2,3,11.557063729917923
2,4,11.557063729917923
2,5,11.557063729917923
2,6,11.557063729917923
2,7,11.557063729917923
2,8,11.557063729917923
2,9,11.557063729917923
2,10,11.557063729917923
2,11,11.557063729917923
2,12,11.557063729917923
2,13,11.557063729917923
2,14,11.557063729917923
2,15,11.557063729917923
2,16,11.557063729917923
2,17,11.557063729917923
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,2,11.557008722272787
3,3,11.557008722272787
3,4,11.557008722272787
3,5,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,2,11.557008722272787
3,4,11.557008722272787
3,5,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,2,11.557008722272787
3,3,11.557008722272787
3,4,11.557008722272787
3,5,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,2,11.557008722272787
3,3,11.557008722272787
3,4,11.557008722272787
3,5,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,2,11.557008722272787
3,3,11.557008722272787
3,4,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,2,11.557008722272787
3,3,11.557008722272787
3,5,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,3,11.557008722272787
3,4,11.557008722272787
3,5,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,2,11.557008722272787
3,4,11.557008722272787
3,5,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
3,19,11.557008722272787
3,20,11.557008722272787
3,21,11.557008722272787
3,22,11.557008722272787
3,23,11.557008722272787
3,0,11.557008722272787
3,1,11.557008722272787
3,2,11.557008722272787
3,5,11.557008722272787
3,6,11.557008722272787
3,7,11.557008722272787
3,8,11.557008722272787
3,9,11.557008722272787
3,10,11.557008722272787
3,11,11.557008722272787
3,12,11.557008722272787
3,13,11.557008722272787
3,14,11.557008722272787
3,15,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,16,11.557008722272787
3,17,11.557008722272787
3,18,11.557008722272787
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,5,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,4,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,4,11.556953714627653
4,5,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,4,11.556953714627653
4,5,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,5,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,4,11.556953714627653
4,5,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,5,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,5,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,4,11.556953714627653
4,5,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
4,16,11.556953714627653
4,17,11.556953714627653
4,18,11.556953714627653
4,19,11.556953714627653
4,20,11.556953714627653
4,21,11.556953714627653
4,22,11.556953714627653
4,23,11.556953714627653
4,0,11.556953714627653
4,1,11.556953714627653
4,2,11.556953714627653
4,3,11.556953714627653
4,4,11.556953714627653
4,5,11.556953714627653
4,6,11.556953714627653
4,7,11.556953714627653
4,8,11.556953714627653
4,9,11.556953714627653
4,10,11.556953714627653
4,11,11.556953714627653
4,12,11.556953714627653
4,13,11.556953714627653
4,14,11.556953714627653
4,15,11.556953714627653
5,16,11.556898706982519
5,17,11.556898706982519
5,18,11.556898706982519
5,19,11.556898706982519
5,20,11.556898706982519
5,21,11.556898706982519
5,22,11.556898706982519
5,23,11.556898706982519
5,0,11.556898706982519
5,1,11.556898706982519
5,2,11.556898706982519
5,3,11.556898706982519
5,4,11.556898706982519
5,5,11.556898706982519
5,6,11.556898706982519
5,7,11.556898706982519
5,8,11.556898706982519
5,9,11.556898706982519
5,10,11.556898706982519
5,11,11.556898706982519
5,12,11.556898706982519
5,13,11.556898706982519
5,14,11.556898706982519
5,15,11.556898706982519
5,16,11.556898706982519
5,17,11.556898706982519
5,18,11.556898706982519
5,19,11.556898706982519
5,20,11.556898706982519
5,21,11.556898706982519
5,22,11.556898706982519
5,23,11.556898706982519
5,0,11.556898706982519
5,1,11.556898706982519
5,2,11.556898706982519
5,3,11.556898706982519
5,4,11.556898706982519
5,5,11.556898706982519
5,6,11.556898706982519
5,7,11.556898706982519
5,8,11.556898706982519
5,9,11.556898706982519
5,10,11.556898706982519
5,11,11.556898706982519
5,12,11.556898706982519
5,13,11.556898706982519
5,14,11.556898706982519
5,15,11.556898706982519
5,16,11.556898706982519
5,17,11.556898706982519
5,18,11.556898706982519
5,19,11.556898706982519
5,20,11.556898706982519
5,21,11.556898706982519
5,22,11.556898706982519
5,23,11.556898706982519
5,0,11.556898706982519
5,1,11.556898706982519
5,2,11.556898706982519
5,3,11.556898706982519
5,5,11.556898706982519
5,6,11.556898706982519
5,7,11.556898706982519
5,8,11.556898706982519
5,9,11.556898706982519
5,10,11.556898706982519
5,11,11.556898706982519
5,12,11.556898706982519
5,13,11.556898706982519
5,14,11.556898706982519
5,15,11.556898706982519
5,16,11.556898706982519
5,17,11.556898706982519
5,18,11.556898706982519
5,19,11.556898706982519
5,20,11.556898706982519
5,21,11.556898706982519
5,22,11.556898706982519
5,23,11.556898706982519
5,0,11.556898706982519
5,1,11.556898706982519
5,2,11.556898706982519
5,4,11.556898706982519
5,5,11.556898706982519
5,6,11.556898706982519
5,7,11.556898706982519
5,8,11.556898706982519
5,9,11.556898706982519
5,10,11.556898706982519
5,11,11.556898706982519
5,12,11.556898706982519
5,13,11.556898706982519
5,14,11.556898706982519
5,15,11.556898706982519
5,16,11.556898706982519
5,17,11.556898706982519
5,18,11.556898706982519
5,19,11.556898706982519
5,20,11.556898706982519
5,21,11.556898706982519
5,22,11.556898706982519
5,23,11.556898706982519
5,0,11.556898706982519
5,1,11.556898706982519
5,2,11.556898706982519
5,5,11.556898706982519
5,6,11.556898706982519
5,7,11.556898706982519
5,8,11.556898706982519
5,9,11.556898706982519
5,10,11.556898706982519
5,11,11.556898706982519
5,12,11.556898706982519
5,13,11.556898706982519
5,14,11.556898706982519
5,15,11.556898706982519
5,16,11.556898706982519
5,17,11.556898706982519
5,18,11.556898706982519
5,19,11.556898706982519
5,20,11.556898706982519
5,21,11.556898706982519
5,22,11.556898706982519
5,23,11.556898706982519
5,0,11.556898706982519
5,1,11.556898706982519
5,2,11.556898706982519
5,3,11.556898706982519
5,4,11.556898706982519
5,5,11.556898706982519
5,6,11.556898706982519
5,7,11.556898706982519
5,8,11.556898706982519
5,9,11.556898706982519
5,10,11.556898706982519
5,11,11.556898706982519
5,12,11.556898706982519
5,13,11.556898706982519
5,14,11.556898706982519
5,15,11.556898706982519
5,16,11.556898706982519
5,17,11.556898706982519
5,18,11.556898706982519
5,19,11.556898706982519
5,20,11.556898706982519
5,21,11.556898706982519
5,22,11.556898706982519
5,23,11.556898706982519
5,0,11.556898706982519
5,1,11.556898706982519
5,2,11.556898706982519
