hum,holiday,Predicted Y
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.0,0,0.02021238591106255
0.08,0,0.021303913414581294
0.1,0,0.02157679529046098
0.12,0,0.021849677166340665
0.13,0,0.02198611810428051
0.14,0,0.022122559042220352
0.14,0,0.022122559042220352
0.15,0,0.022258999980160194
0.15,0,0.022258999980160194
0.15,0,0.022258999980160194
0.15,0,0.022258999980160194
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.16,0,0.022395440918100036
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.17,0,0.02253188185603988
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.18,0,0.022668322793979723
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.19,0,0.022804763731919565
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.2,0,0.02294120466985941
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.21,0,0.023077645607799253
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
0.22,0,0.023214086545739095
