casual,holiday,Predicted Y
3,0,0.025273532817282555
8,0,0.025808604251110534
5,0,0.02548756139081375
3,0,0.025273532817282555
0,0,0.02495248995698577
0,0,0.02495248995698577
2,0,0.025166518530516963
1,0,0.025059504243751366
1,0,0.025059504243751366
8,0,0.025808604251110534
12,0,0.026236661398172916
26,0,0.027734861412891255
29,0,0.02805590427318804
47,0,0.029982161434968763
35,0,0.028697989993781616
40,0,0.029233061427609595
41,0,0.02934007571437519
15,0,0.026557704258469705
9,0,0.02591561853787613
6,0,0.025594575677579345
11,0,0.02612964711140732
3,0,0.025273532817282555
11,0,0.02612964711140732
15,0,0.026557704258469705
4,0,0.025380547104048152
1,0,0.025059504243751366
1,0,0.025059504243751366
2,0,0.025166518530516963
2,0,0.025166518530516963
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
7,0,0.025701589964344938
16,0,0.0266647185452353
20,0,0.02709277569229768
11,0,0.02612964711140732
4,0,0.025380547104048152
19,0,0.026985761405532088
9,0,0.02591561853787613
7,0,0.025701589964344938
10,0,0.026022632824641727
1,0,0.025059504243751366
5,0,0.02548756139081375
11,0,0.02612964711140732
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
1,0,0.025059504243751366
7,0,0.025701589964344938
11,0,0.02612964711140732
10,0,0.026022632824641727
13,0,0.026343675684938513
8,0,0.025808604251110534
11,0,0.02612964711140732
14,0,0.02645068997170411
9,0,0.02591561853787613
11,0,0.02612964711140732
9,0,0.02591561853787613
8,0,0.025808604251110534
3,0,0.025273532817282555
3,0,0.025273532817282555
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
2,0,0.025166518530516963
2,0,0.025166518530516963
2,0,0.025166518530516963
5,0,0.02548756139081375
7,0,0.025701589964344938
12,0,0.026236661398172916
18,0,0.02687874711876649
9,0,0.02591561853787613
17,0,0.026771732832000895
15,0,0.026557704258469705
10,0,0.026022632824641727
3,0,0.025273532817282555
2,0,0.025166518530516963
1,0,0.025059504243751366
0,0,0.02495248995698577
1,0,0.025059504243751366
2,0,0.025166518530516963
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
3,0,0.025273532817282555
6,0,0.025594575677579345
4,0,0.025380547104048152
12,0,0.026236661398172916
5,0,0.02548756139081375
6,0,0.025594575677579345
10,0,0.026022632824641727
7,0,0.025701589964344938
4,0,0.025380547104048152
4,0,0.025380547104048152
3,0,0.025273532817282555
5,0,0.02548756139081375
7,0,0.025701589964344938
3,0,0.025273532817282555
1,0,0.025059504243751366
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
3,0,0.025273532817282555
6,0,0.025594575677579345
3,0,0.025273532817282555
2,0,0.025166518530516963
6,0,0.025594575677579345
12,0,0.026236661398172916
11,0,0.02612964711140732
8,0,0.025808604251110534
12,0,0.026236661398172916
9,0,0.02591561853787613
5,0,0.02548756139081375
3,0,0.025273532817282555
3,0,0.025273532817282555
0,0,0.02495248995698577
1,0,0.025059504243751366
4,0,0.025380547104048152
4,0,0.025380547104048152
2,0,0.025166518530516963
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
8,0,0.025808604251110534
8,0,0.025808604251110534
20,0,0.02709277569229768
9,0,0.02591561853787613
16,0,0.0266647185452353
19,0,0.026985761405532088
9,0,0.02591561853787613
9,0,0.02591561853787613
7,0,0.025701589964344938
9,0,0.02591561853787613
5,0,0.02548756139081375
9,0,0.02591561853787613
7,0,0.025701589964344938
3,0,0.025273532817282555
1,0,0.025059504243751366
0,0,0.02495248995698577
2,0,0.025166518530516963
1,0,0.025059504243751366
1,0,0.025059504243751366
1,0,0.025059504243751366
3,0,0.025273532817282555
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
5,0,0.02548756139081375
2,0,0.025166518530516963
8,0,0.025808604251110534
7,0,0.025701589964344938
12,0,0.026236661398172916
5,0,0.02548756139081375
8,0,0.025808604251110534
5,0,0.02548756139081375
3,0,0.025273532817282555
4,0,0.025380547104048152
0,0,0.02495248995698577
2,0,0.025166518530516963
1,0,0.025059504243751366
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
2,0,0.025166518530516963
4,0,0.025380547104048152
6,0,0.025594575677579345
8,0,0.025808604251110534
5,0,0.02548756139081375
13,0,0.026343675684938513
3,0,0.025273532817282555
4,0,0.025380547104048152
1,0,0.025059504243751366
0,0,0.02495248995698577
1,0,0.025059504243751366
5,0,0.02548756139081375
0,0,0.02495248995698577
2,0,0.025166518530516963
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
2,0,0.025166518530516963
4,0,0.025380547104048152
2,0,0.025166518530516963
0,0,0.02495248995698577
2,0,0.025166518530516963
5,0,0.02548756139081375
4,0,0.025380547104048152
0,0,0.02495248995698577
2,0,0.025166518530516963
4,0,0.025380547104048152
4,0,0.025380547104048152
1,0,0.025059504243751366
3,0,0.025273532817282555
1,0,0.025059504243751366
1,0,0.025059504243751366
2,0,0.025166518530516963
0,0,0.02495248995698577
2,0,0.025166518530516963
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
2,0,0.025166518530516963
3,0,0.025273532817282555
3,0,0.025273532817282555
3,0,0.025273532817282555
4,0,0.025380547104048152
2,0,0.025166518530516963
6,0,0.025594575677579345
3,0,0.025273532817282555
2,0,0.025166518530516963
4,0,0.025380547104048152
6,0,0.025594575677579345
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
3,0,0.025273532817282555
3,0,0.025273532817282555
0,0,0.02495248995698577
3,0,0.025273532817282555
3,0,0.025273532817282555
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
5,0,0.02548756139081375
0,0,0.02495248995698577
2,0,0.025166518530516963
1,0,0.025059504243751366
2,0,0.025166518530516963
0,0,0.02495248995698577
1,0,0.025059504243751366
1,0,0.025059504243751366
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
5,0,0.02548756139081375
2,0,0.025166518530516963
2,0,0.025166518530516963
4,0,0.025380547104048152
3,0,0.025273532817282555
2,0,0.025166518530516963
3,0,0.025273532817282555
5,0,0.02548756139081375
2,0,0.025166518530516963
4,0,0.025380547104048152
3,0,0.025273532817282555
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
2,0,0.025166518530516963
0,0,0.02495248995698577
4,0,0.025380547104048152
6,0,0.025594575677579345
2,0,0.025166518530516963
4,0,0.025380547104048152
5,0,0.02548756139081375
9,0,0.02591561853787613
3,0,0.025273532817282555
4,0,0.025380547104048152
5,0,0.02548756139081375
3,0,0.025273532817282555
0,0,0.02495248995698577
4,0,0.025380547104048152
2,0,0.025166518530516963
1,0,0.025059504243751366
3,0,0.025273532817282555
2,0,0.025166518530516963
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
1,0,0.025059504243751366
1,0,0.025059504243751366
2,0,0.025166518530516963
2,0,0.025166518530516963
18,0,0.02687874711876649
15,0,0.026557704258469705
21,0,0.027199789979063277
26,0,0.027734861412891255
21,0,0.027199789979063277
33,0,0.028483961420250423
29,0,0.02805590427318804
15,0,0.026557704258469705
14,0,0.02645068997170411
6,0,0.025594575677579345
6,0,0.025594575677579345
0,0,0.02495248995698577
5,0,0.02548756139081375
6,0,0.025594575677579345
4,0,0.025380547104048152
3,0,0.025273532817282555
9,0,0.02591561853787613
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
3,0,0.025273532817282555
8,0,0.025808604251110534
23,0,0.02741381855259447
29,0,0.02805590427318804
23,0,0.02741381855259447
22,0,0.027306804265828873
35,0,0.028697989993781616
22,0,0.027306804265828873
23,0,0.02741381855259447
11,0,0.02612964711140732
14,0,0.02645068997170411
7,0,0.025701589964344938
6,0,0.025594575677579345
2,0,0.025166518530516963
0,0,0.02495248995698577
1,1,0.025059504243751366
1,1,0.025059504243751366
0,1,0.02495248995698577
0,1,0.02495248995698577
1,1,0.025059504243751366
0,1,0.02495248995698577
0,1,0.02495248995698577
4,1,0.025380547104048152
3,1,0.025273532817282555
8,1,0.025808604251110534
7,1,0.025701589964344938
9,1,0.02591561853787613
10,1,0.026022632824641727
13,1,0.026343675684938513
12,1,0.026236661398172916
21,1,0.027199789979063277
6,1,0.025594575677579345
4,1,0.025380547104048152
7,1,0.025701589964344938
2,1,0.025166518530516963
4,1,0.025380547104048152
3,1,0.025273532817282555
0,1,0.02495248995698577
1,1,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
2,0,0.025166518530516963
3,0,0.025273532817282555
0,0,0.02495248995698577
1,0,0.025059504243751366
1,0,0.025059504243751366
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
1,0,0.025059504243751366
2,0,0.025166518530516963
1,0,0.025059504243751366
5,0,0.02548756139081375
5,0,0.02548756139081375
11,0,0.02612964711140732
7,0,0.025701589964344938
4,0,0.025380547104048152
10,0,0.026022632824641727
7,0,0.025701589964344938
5,0,0.02548756139081375
4,0,0.025380547104048152
2,0,0.025166518530516963
4,0,0.025380547104048152
6,0,0.025594575677579345
1,0,0.025059504243751366
5,0,0.02548756139081375
2,0,0.025166518530516963
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
2,0,0.025166518530516963
3,0,0.025273532817282555
1,0,0.025059504243751366
5,0,0.02548756139081375
7,0,0.025701589964344938
12,0,0.026236661398172916
6,0,0.025594575677579345
8,0,0.025808604251110534
8,0,0.025808604251110534
8,0,0.025808604251110534
1,0,0.025059504243751366
6,0,0.025594575677579345
2,0,0.025166518530516963
3,0,0.025273532817282555
0,0,0.02495248995698577
3,0,0.025273532817282555
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
2,0,0.025166518530516963
7,0,0.025701589964344938
7,0,0.025701589964344938
6,0,0.025594575677579345
6,0,0.025594575677579345
11,0,0.02612964711140732
8,0,0.025808604251110534
6,0,0.025594575677579345
4,0,0.025380547104048152
0,0,0.02495248995698577
10,0,0.026022632824641727
1,0,0.025059504243751366
3,0,0.025273532817282555
1,0,0.025059504243751366
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
3,0,0.025273532817282555
0,0,0.02495248995698577
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
3,0,0.025273532817282555
3,0,0.025273532817282555
4,0,0.025380547104048152
10,0,0.026022632824641727
12,0,0.026236661398172916
11,0,0.02612964711140732
10,0,0.026022632824641727
11,0,0.02612964711140732
8,0,0.025808604251110534
0,0,0.02495248995698577
6,0,0.025594575677579345
1,0,0.025059504243751366
0,0,0.02495248995698577
7,0,0.025701589964344938
2,0,0.025166518530516963
2,0,0.025166518530516963
1,0,0.025059504243751366
3,0,0.025273532817282555
1,0,0.025059504243751366
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
2,0,0.025166518530516963
3,0,0.025273532817282555
7,0,0.025701589964344938
22,0,0.027306804265828873
24,0,0.027520832839360063
12,0,0.026236661398172916
17,0,0.026771732832000895
13,0,0.026343675684938513
9,0,0.02591561853787613
5,0,0.02548756139081375
5,0,0.02548756139081375
5,0,0.02548756139081375
4,0,0.025380547104048152
5,0,0.02548756139081375
5,0,0.02548756139081375
4,0,0.025380547104048152
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
5,0,0.02548756139081375
6,0,0.025594575677579345
4,0,0.025380547104048152
6,0,0.025594575677579345
3,0,0.025273532817282555
11,0,0.02612964711140732
6,0,0.025594575677579345
2,0,0.025166518530516963
7,0,0.025701589964344938
4,0,0.025380547104048152
6,0,0.025594575677579345
8,0,0.025808604251110534
5,0,0.02548756139081375
1,0,0.025059504243751366
6,0,0.025594575677579345
3,0,0.025273532817282555
3,0,0.025273532817282555
3,0,0.025273532817282555
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
5,0,0.02548756139081375
5,0,0.02548756139081375
10,0,0.026022632824641727
6,0,0.025594575677579345
6,0,0.025594575677579345
21,0,0.027199789979063277
21,0,0.027199789979063277
11,0,0.02612964711140732
21,0,0.027199789979063277
14,0,0.02645068997170411
14,0,0.02645068997170411
7,0,0.025701589964344938
13,0,0.026343675684938513
16,0,0.0266647185452353
5,0,0.02548756139081375
4,0,0.025380547104048152
3,0,0.025273532817282555
3,0,0.025273532817282555
0,0,0.02495248995698577
3,0,0.025273532817282555
0,0,0.02495248995698577
0,0,0.02495248995698577
1,0,0.025059504243751366
3,0,0.025273532817282555
3,0,0.025273532817282555
2,0,0.025166518530516963
6,0,0.025594575677579345
7,0,0.025701589964344938
4,0,0.025380547104048152
0,0,0.02495248995698577
