weathersit,instant,Predicted Y
1,1,8737.380186899705
1,2,8737.380186899705
1,3,8737.380186899705
1,4,8737.380186899705
1,5,8737.380186899705
2,6,8625.971680861283
1,7,8737.380186899705
1,8,8737.380186899705
1,9,8737.380186899705
1,10,8737.380186899705
1,11,8737.380186899705
1,12,8737.380186899705
1,13,8737.380186899705
2,14,8625.971680861283
2,15,8625.971680861283
2,16,8625.971680861283
2,17,8625.971680861283
2,18,8625.971680861283
3,19,8514.563174822859
3,20,8514.563174822859
2,21,8625.971680861283
2,22,8625.971680861283
2,23,8625.971680861283
2,24,8625.971680861283
2,25,8625.971680861283
2,26,8625.971680861283
2,27,8625.971680861283
2,28,8625.971680861283
2,29,8625.971680861283
3,30,8514.563174822859
2,31,8625.971680861283
3,32,8514.563174822859
2,33,8625.971680861283
2,34,8625.971680861283
2,35,8625.971680861283
2,36,8625.971680861283
2,37,8625.971680861283
3,38,8514.563174822859
3,39,8514.563174822859
3,40,8514.563174822859
1,41,8737.380186899705
2,42,8625.971680861283
1,43,8737.380186899705
1,44,8737.380186899705
1,45,8737.380186899705
1,46,8737.380186899705
1,47,8737.380186899705
1,48,8737.380186899705
1,49,8737.380186899705
1,50,8737.380186899705
1,51,8737.380186899705
1,52,8737.380186899705
1,53,8737.380186899705
1,54,8737.380186899705
1,55,8737.380186899705
1,56,8737.380186899705
1,57,8737.380186899705
1,58,8737.380186899705
1,59,8737.380186899705
1,60,8737.380186899705
1,61,8737.380186899705
1,62,8737.380186899705
1,63,8737.380186899705
1,64,8737.380186899705
1,65,8737.380186899705
1,66,8737.380186899705
1,67,8737.380186899705
1,68,8737.380186899705
1,69,8737.380186899705
1,70,8737.380186899705
1,71,8737.380186899705
1,72,8737.380186899705
1,73,8737.380186899705
1,74,8737.380186899705
1,75,8737.380186899705
1,76,8737.380186899705
1,77,8737.380186899705
1,78,8737.380186899705
2,79,8625.971680861283
1,80,8737.380186899705
1,81,8737.380186899705
1,82,8737.380186899705
1,83,8737.380186899705
1,84,8737.380186899705
1,85,8737.380186899705
1,86,8737.380186899705
1,87,8737.380186899705
1,88,8737.380186899705
1,89,8737.380186899705
1,90,8737.380186899705
1,91,8737.380186899705
1,92,8737.380186899705
1,93,8737.380186899705
1,94,8737.380186899705
1,95,8737.380186899705
1,96,8737.380186899705
1,97,8737.380186899705
1,98,8737.380186899705
1,99,8737.380186899705
1,100,8737.380186899705
1,101,8737.380186899705
1,102,8737.380186899705
1,103,8737.380186899705
1,104,8737.380186899705
1,105,8737.380186899705
1,106,8737.380186899705
1,107,8737.380186899705
1,108,8737.380186899705
1,109,8737.380186899705
1,110,8737.380186899705
1,111,8737.380186899705
1,112,8737.380186899705
1,113,8737.380186899705
1,114,8737.380186899705
1,115,8737.380186899705
1,116,8737.380186899705
1,117,8737.380186899705
1,118,8737.380186899705
2,119,8625.971680861283
2,120,8625.971680861283
2,121,8625.971680861283
2,122,8625.971680861283
1,123,8737.380186899705
2,124,8625.971680861283
1,125,8737.380186899705
1,126,8737.380186899705
1,127,8737.380186899705
1,128,8737.380186899705
1,129,8737.380186899705
1,130,8737.380186899705
1,131,8737.380186899705
1,132,8737.380186899705
1,133,8737.380186899705
1,134,8737.380186899705
1,135,8737.380186899705
2,136,8625.971680861283
2,137,8625.971680861283
2,138,8625.971680861283
2,139,8625.971680861283
2,140,8625.971680861283
2,141,8625.971680861283
2,142,8625.971680861283
3,143,8514.563174822859
2,144,8625.971680861283
1,145,8737.380186899705
1,146,8737.380186899705
1,147,8737.380186899705
1,148,8737.380186899705
2,149,8625.971680861283
2,150,8625.971680861283
2,151,8625.971680861283
2,152,8625.971680861283
2,153,8625.971680861283
2,154,8625.971680861283
2,155,8625.971680861283
1,156,8737.380186899705
1,157,8737.380186899705
1,158,8737.380186899705
1,159,8737.380186899705
2,160,8625.971680861283
2,161,8625.971680861283
2,162,8625.971680861283
2,163,8625.971680861283
2,164,8625.971680861283
3,165,8514.563174822859
3,166,8514.563174822859
2,167,8625.971680861283
2,168,8625.971680861283
2,169,8625.971680861283
3,170,8514.563174822859
3,171,8514.563174822859
2,172,8625.971680861283
2,173,8625.971680861283
2,174,8625.971680861283
1,175,8737.380186899705
1,176,8737.380186899705
1,177,8737.380186899705
1,178,8737.380186899705
1,179,8737.380186899705
1,180,8737.380186899705
1,181,8737.380186899705
1,182,8737.380186899705
1,183,8737.380186899705
1,184,8737.380186899705
1,185,8737.380186899705
1,186,8737.380186899705
1,187,8737.380186899705
1,188,8737.380186899705
1,189,8737.380186899705
1,190,8737.380186899705
1,191,8737.380186899705
1,192,8737.380186899705
1,193,8737.380186899705
1,194,8737.380186899705
1,195,8737.380186899705
1,196,8737.380186899705
1,197,8737.380186899705
1,198,8737.380186899705
1,199,8737.380186899705
1,200,8737.380186899705
1,201,8737.380186899705
1,202,8737.380186899705
1,203,8737.380186899705
1,204,8737.380186899705
1,205,8737.380186899705
1,206,8737.380186899705
1,207,8737.380186899705
1,208,8737.380186899705
1,209,8737.380186899705
1,210,8737.380186899705
1,211,8737.380186899705
1,212,8737.380186899705
1,213,8737.380186899705
1,214,8737.380186899705
1,215,8737.380186899705
1,216,8737.380186899705
1,217,8737.380186899705
2,218,8625.971680861283
2,219,8625.971680861283
2,220,8625.971680861283
2,221,8625.971680861283
2,222,8625.971680861283
2,223,8625.971680861283
2,224,8625.971680861283
2,225,8625.971680861283
1,226,8737.380186899705
1,227,8737.380186899705
1,228,8737.380186899705
1,229,8737.380186899705
1,230,8737.380186899705
1,231,8737.380186899705
1,232,8737.380186899705
1,233,8737.380186899705
1,234,8737.380186899705
1,235,8737.380186899705
2,236,8625.971680861283
2,237,8625.971680861283
2,238,8625.971680861283
2,239,8625.971680861283
2,240,8625.971680861283
2,241,8625.971680861283
2,242,8625.971680861283
2,243,8625.971680861283
2,244,8625.971680861283
2,245,8625.971680861283
2,246,8625.971680861283
2,247,8625.971680861283
2,248,8625.971680861283
2,249,8625.971680861283
3,250,8514.563174822859
3,251,8514.563174822859
3,252,8514.563174822859
3,253,8514.563174822859
3,254,8514.563174822859
3,255,8514.563174822859
2,256,8625.971680861283
2,257,8625.971680861283
1,258,8737.380186899705
1,259,8737.380186899705
1,260,8737.380186899705
1,261,8737.380186899705
1,262,8737.380186899705
1,263,8737.380186899705
1,264,8737.380186899705
1,265,8737.380186899705
1,266,8737.380186899705
1,267,8737.380186899705
1,268,8737.380186899705
1,269,8737.380186899705
1,270,8737.380186899705
1,271,8737.380186899705
1,272,8737.380186899705
1,273,8737.380186899705
1,274,8737.380186899705
1,275,8737.380186899705
1,276,8737.380186899705
1,277,8737.380186899705
1,278,8737.380186899705
1,279,8737.380186899705
1,280,8737.380186899705
1,281,8737.380186899705
1,282,8737.380186899705
1,283,8737.380186899705
1,284,8737.380186899705
1,285,8737.380186899705
1,286,8737.380186899705
1,287,8737.380186899705
2,288,8625.971680861283
2,289,8625.971680861283
1,290,8737.380186899705
1,291,8737.380186899705
1,292,8737.380186899705
1,293,8737.380186899705
1,294,8737.380186899705
1,295,8737.380186899705
1,296,8737.380186899705
1,297,8737.380186899705
1,298,8737.380186899705
1,299,8737.380186899705
1,300,8737.380186899705
1,301,8737.380186899705
1,302,8737.380186899705
1,303,8737.380186899705
1,304,8737.380186899705
1,305,8737.380186899705
1,306,8737.380186899705
1,307,8737.380186899705
1,308,8737.380186899705
1,309,8737.380186899705
1,310,8737.380186899705
1,311,8737.380186899705
1,312,8737.380186899705
1,313,8737.380186899705
1,314,8737.380186899705
1,315,8737.380186899705
1,316,8737.380186899705
1,317,8737.380186899705
1,318,8737.380186899705
1,319,8737.380186899705
1,320,8737.380186899705
1,321,8737.380186899705
1,322,8737.380186899705
2,323,8625.971680861283
2,324,8625.971680861283
1,325,8737.380186899705
2,326,8625.971680861283
2,327,8625.971680861283
2,328,8625.971680861283
2,329,8625.971680861283
1,330,8737.380186899705
1,331,8737.380186899705
1,332,8737.380186899705
1,333,8737.380186899705
1,334,8737.380186899705
1,335,8737.380186899705
1,336,8737.380186899705
1,337,8737.380186899705
1,338,8737.380186899705
1,339,8737.380186899705
2,340,8625.971680861283
2,341,8625.971680861283
2,342,8625.971680861283
2,343,8625.971680861283
2,344,8625.971680861283
2,345,8625.971680861283
2,346,8625.971680861283
2,347,8625.971680861283
1,348,8737.380186899705
1,349,8737.380186899705
1,350,8737.380186899705
1,351,8737.380186899705
1,352,8737.380186899705
1,353,8737.380186899705
2,354,8625.971680861283
2,355,8625.971680861283
2,356,8625.971680861283
1,357,8737.380186899705
1,358,8737.380186899705
1,359,8737.380186899705
1,360,8737.380186899705
1,361,8737.380186899705
1,362,8737.380186899705
1,363,8737.380186899705
1,364,8737.380186899705
1,365,8737.380186899705
1,366,8737.380186899705
1,367,8737.380186899705
1,368,8737.380186899705
1,369,8737.380186899705
1,370,8737.380186899705
2,371,8625.971680861283
2,372,8625.971680861283
2,373,8625.971680861283
2,374,8625.971680861283
2,375,8625.971680861283
2,376,8625.971680861283
2,377,8625.971680861283
2,378,8625.971680861283
2,379,8625.971680861283
2,380,8625.971680861283
2,381,8625.971680861283
2,382,8625.971680861283
2,383,8625.971680861283
2,384,8625.971680861283
2,385,8625.971680861283
2,386,8625.971680861283
2,387,8625.971680861283
2,388,8625.971680861283
2,389,8625.971680861283
1,390,8737.380186899705
2,391,8625.971680861283
3,392,8514.563174822859
3,393,8514.563174822859
3,394,8514.563174822859
3,395,8514.563174822859
3,396,8514.563174822859
2,397,8625.971680861283
2,398,8625.971680861283
2,399,8625.971680861283
2,400,8625.971680861283
2,401,8625.971680861283
2,402,8625.971680861283
2,403,8625.971680861283
2,404,8625.971680861283
2,405,8625.971680861283
2,406,8625.971680861283
2,407,8625.971680861283
2,408,8625.971680861283
2,409,8625.971680861283
3,410,8514.563174822859
3,411,8514.563174822859
3,412,8514.563174822859
2,413,8625.971680861283
2,414,8625.971680861283
2,415,8625.971680861283
2,416,8625.971680861283
2,417,8625.971680861283
2,418,8625.971680861283
2,419,8625.971680861283
2,420,8625.971680861283
1,421,8737.380186899705
1,422,8737.380186899705
1,423,8737.380186899705
1,424,8737.380186899705
1,425,8737.380186899705
1,426,8737.380186899705
1,427,8737.380186899705
1,428,8737.380186899705
1,429,8737.380186899705
1,430,8737.380186899705
1,431,8737.380186899705
1,432,8737.380186899705
1,433,8737.380186899705
1,434,8737.380186899705
1,435,8737.380186899705
1,436,8737.380186899705
1,437,8737.380186899705
1,438,8737.380186899705
1,439,8737.380186899705
1,440,8737.380186899705
2,441,8625.971680861283
1,442,8737.380186899705
2,443,8625.971680861283
2,444,8625.971680861283
2,445,8625.971680861283
2,446,8625.971680861283
2,447,8625.971680861283
2,448,8625.971680861283
2,449,8625.971680861283
2,450,8625.971680861283
1,451,8737.380186899705
2,452,8625.971680861283
2,453,8625.971680861283
2,454,8625.971680861283
2,455,8625.971680861283
2,456,8625.971680861283
2,457,8625.971680861283
3,458,8514.563174822859
3,459,8514.563174822859
2,460,8625.971680861283
1,461,8737.380186899705
1,462,8737.380186899705
1,463,8737.380186899705
1,464,8737.380186899705
1,465,8737.380186899705
1,466,8737.380186899705
1,467,8737.380186899705
1,468,8737.380186899705
1,469,8737.380186899705
1,470,8737.380186899705
1,471,8737.380186899705
1,472,8737.380186899705
1,473,8737.380186899705
1,474,8737.380186899705
1,475,8737.380186899705
1,476,8737.380186899705
1,477,8737.380186899705
1,478,8737.380186899705
1,479,8737.380186899705
1,480,8737.380186899705
2,481,8625.971680861283
2,482,8625.971680861283
2,483,8625.971680861283
2,484,8625.971680861283
2,485,8625.971680861283
1,486,8737.380186899705
1,487,8737.380186899705
1,488,8737.380186899705
2,489,8625.971680861283
2,490,8625.971680861283
2,491,8625.971680861283
1,492,8737.380186899705
1,493,8737.380186899705
1,494,8737.380186899705
1,495,8737.380186899705
1,496,8737.380186899705
1,497,8737.380186899705
1,498,8737.380186899705
1,499,8737.380186899705
1,500,8737.380186899705
1,501,8737.380186899705
1,502,8737.380186899705
1,503,8737.380186899705
1,504,8737.380186899705
1,505,8737.380186899705
1,506,8737.380186899705
2,507,8625.971680861283
2,508,8625.971680861283
1,509,8737.380186899705
1,510,8737.380186899705
1,511,8737.380186899705
1,512,8737.380186899705
1,513,8737.380186899705
1,514,8737.380186899705
1,515,8737.380186899705
1,516,8737.380186899705
1,517,8737.380186899705
1,518,8737.380186899705
1,519,8737.380186899705
1,520,8737.380186899705
1,521,8737.380186899705
1,522,8737.380186899705
1,523,8737.380186899705
1,524,8737.380186899705
1,525,8737.380186899705
1,526,8737.380186899705
1,527,8737.380186899705
1,528,8737.380186899705
1,529,8737.380186899705
1,530,8737.380186899705
1,531,8737.380186899705
1,532,8737.380186899705
1,533,8737.380186899705
1,534,8737.380186899705
1,535,8737.380186899705
1,536,8737.380186899705
2,537,8625.971680861283
2,538,8625.971680861283
2,539,8625.971680861283
1,540,8737.380186899705
1,541,8737.380186899705
1,542,8737.380186899705
1,543,8737.380186899705
1,544,8737.380186899705
1,545,8737.380186899705
1,546,8737.380186899705
2,547,8625.971680861283
2,548,8625.971680861283
2,549,8625.971680861283
2,550,8625.971680861283
1,551,8737.380186899705
1,552,8737.380186899705
1,553,8737.380186899705
1,554,8737.380186899705
1,555,8737.380186899705
2,556,8625.971680861283
2,557,8625.971680861283
2,558,8625.971680861283
2,559,8625.971680861283
2,560,8625.971680861283
2,561,8625.971680861283
2,562,8625.971680861283
2,563,8625.971680861283
2,564,8625.971680861283
1,565,8737.380186899705
2,566,8625.971680861283
2,567,8625.971680861283
1,568,8737.380186899705
1,569,8737.380186899705
1,570,8737.380186899705
2,571,8625.971680861283
2,572,8625.971680861283
2,573,8625.971680861283
3,574,8514.563174822859
3,575,8514.563174822859
3,576,8514.563174822859
3,577,8514.563174822859
3,578,8514.563174822859
3,579,8514.563174822859
3,580,8514.563174822859
3,581,8514.563174822859
3,582,8514.563174822859
3,583,8514.563174822859
3,584,8514.563174822859
3,585,8514.563174822859
4,586,8403.154668784435
3,587,8514.563174822859
1,588,8737.380186899705
1,589,8737.380186899705
1,590,8737.380186899705
1,591,8737.380186899705
1,592,8737.380186899705
1,593,8737.380186899705
1,594,8737.380186899705
1,595,8737.380186899705
2,596,8625.971680861283
2,597,8625.971680861283
2,598,8625.971680861283
2,599,8625.971680861283
2,600,8625.971680861283
2,601,8625.971680861283
2,602,8625.971680861283
2,603,8625.971680861283
3,604,8514.563174822859
3,605,8514.563174822859
3,606,8514.563174822859
3,607,8514.563174822859
3,608,8514.563174822859
3,609,8514.563174822859
2,610,8625.971680861283
1,611,8737.380186899705
1,612,8737.380186899705
1,613,8737.380186899705
2,614,8625.971680861283
2,615,8625.971680861283
2,616,8625.971680861283
1,617,8737.380186899705
1,618,8737.380186899705
1,619,8737.380186899705
1,620,8737.380186899705
1,621,8737.380186899705
1,622,8737.380186899705
1,623,8737.380186899705
1,624,8737.380186899705
1,625,8737.380186899705
1,626,8737.380186899705
1,627,8737.380186899705
2,628,8625.971680861283
2,629,8625.971680861283
2,630,8625.971680861283
2,631,8625.971680861283
2,632,8625.971680861283
1,633,8737.380186899705
1,634,8737.380186899705
1,635,8737.380186899705
1,636,8737.380186899705
2,637,8625.971680861283
1,638,8737.380186899705
1,639,8737.380186899705
1,640,8737.380186899705
1,641,8737.380186899705
1,642,8737.380186899705
1,643,8737.380186899705
1,644,8737.380186899705
1,645,8737.380186899705
1,646,8737.380186899705
1,647,8737.380186899705
1,648,8737.380186899705
2,649,8625.971680861283
2,650,8625.971680861283
2,651,8625.971680861283
1,652,8737.380186899705
1,653,8737.380186899705
1,654,8737.380186899705
1,655,8737.380186899705
1,656,8737.380186899705
1,657,8737.380186899705
1,658,8737.380186899705
1,659,8737.380186899705
1,660,8737.380186899705
2,661,8625.971680861283
2,662,8625.971680861283
2,663,8625.971680861283
2,664,8625.971680861283
2,665,8625.971680861283
1,666,8737.380186899705
1,667,8737.380186899705
1,668,8737.380186899705
1,669,8737.380186899705
1,670,8737.380186899705
1,671,8737.380186899705
2,672,8625.971680861283
2,673,8625.971680861283
2,674,8625.971680861283
2,675,8625.971680861283
2,676,8625.971680861283
2,677,8625.971680861283
2,678,8625.971680861283
2,679,8625.971680861283
2,680,8625.971680861283
2,681,8625.971680861283
2,682,8625.971680861283
2,683,8625.971680861283
1,684,8737.380186899705
3,685,8514.563174822859
3,686,8514.563174822859
2,687,8625.971680861283
2,688,8625.971680861283
2,689,8625.971680861283
2,690,8625.971680861283
2,691,8625.971680861283
