cnt,atemp,Predicted Y
1,0.2879,0.478845615597636
1,0.2727,0.478845615597636
1,0.2727,0.478845615597636
1,0.2879,0.478845615597636
1,0.2879,0.478845615597636
1,0.2576,0.478845615597636
1,0.2727,0.478845615597636
1,0.2576,0.478845615597636
1,0.2879,0.478845615597636
1,0.3485,0.478845615597636
1,0.3939,0.478845615597636
1,0.3333,0.478845615597636
1,0.4242,0.478845615597636
1,0.4545,0.478845615597636
1,0.4545,0.478845615597636
1,0.4394,0.478845615597636
1,0.4242,0.478845615597636
1,0.4394,0.478845615597636
1,0.4242,0.478845615597636
1,0.4242,0.478845615597636
1,0.4091,0.478845615597636
1,0.4091,0.478845615597636
1,0.4091,0.478845615597636
1,0.4545,0.478845615597636
1,0.4545,0.478845615597636
1,0.4394,0.478845615597636
1,0.4242,0.478845615597636
1,0.4545,0.478845615597636
1,0.4545,0.478845615597636
1,0.4242,0.478845615597636
1,0.4091,0.478845615597636
1,0.4091,0.478845615597636
1,0.3939,0.478845615597636
1,0.3485,0.478845615597636
1,0.3333,0.478845615597636
1,0.3333,0.478845615597636
1,0.3485,0.478845615597636
1,0.3485,0.478845615597636
1,0.3333,0.478845615597636
1,0.3333,0.478845615597636
1,0.3333,0.478845615597636
1,0.3333,0.478845615597636
1,0.2879,0.478845615597636
1,0.2727,0.478845615597636
1,0.2273,0.478845615597636
1,0.2121,0.478845615597636
1,0.2273,0.478845615597636
1,0.197,0.478845615597636
1,0.1667,0.478845615597636
1,0.1364,0.478845615597636
1,0.1364,0.478845615597636
1,0.1061,0.478845615597636
1,0.1364,0.478845615597636
1,0.1212,0.478845615597636
1,0.1364,0.478845615597636
1,0.1667,0.478845615597636
1,0.1818,0.478845615597636
1,0.2121,0.478845615597636
1,0.2121,0.478845615597636
1,0.2424,0.478845615597636
1,0.2424,0.478845615597636
1,0.2424,0.478845615597636
1,0.2273,0.478845615597636
1,0.2576,0.478845615597636
1,0.2576,0.478845615597636
1,0.2273,0.478845615597636
1,0.197,0.478845615597636
1,0.1515,0.478845615597636
1,0.2121,0.478845615597636
1,0.1818,0.478845615597636
1,0.1818,0.478845615597636
1,0.1515,0.478845615597636
1,0.1818,0.478845615597636
1,0.1515,0.478845615597636
1,0.1515,0.478845615597636
1,0.1515,0.478845615597636
1,0.1515,0.478845615597636
1,0.1515,0.478845615597636
1,0.1364,0.478845615597636
1,0.2121,0.478845615597636
1,0.2273,0.478845615597636
1,0.2273,0.478845615597636
1,0.2576,0.478845615597636
1,0.2727,0.478845615597636
1,0.2879,0.478845615597636
1,0.2727,0.478845615597636
1,0.2576,0.478845615597636
1,0.2576,0.478845615597636
1,0.2576,0.478845615597636
1,0.2727,0.478845615597636
1,0.2576,0.478845615597636
1,0.2273,0.478845615597636
1,0.2576,0.478845615597636
1,0.197,0.478845615597636
1,0.197,0.478845615597636
1,0.2273,0.478845615597636
1,0.2273,0.478845615597636
1,0.197,0.478845615597636
1,0.1818,0.478845615597636
1,0.1818,0.478845615597636
1,0.197,0.478845615597636
1,0.197,0.478845615597636
1,0.2273,0.478845615597636
1,0.2273,0.478845615597636
1,0.2576,0.478845615597636
1,0.2879,0.478845615597636
1,0.2879,0.478845615597636
1,0.3182,0.478845615597636
1,0.2273,0.478845615597636
1,0.2424,0.478845615597636
1,0.2576,0.478845615597636
1,0.2273,0.478845615597636
1,0.197,0.478845615597636
1,0.197,0.478845615597636
1,0.2576,0.478845615597636
1,0.2424,0.478845615597636
1,0.2273,0.478845615597636
1,0.2273,0.478845615597636
1,0.197,0.478845615597636
1,0.1818,0.478845615597636
1,0.1667,0.478845615597636
1,0.2273,0.478845615597636
1,0.2273,0.478845615597636
1,0.2424,0.478845615597636
1,0.2576,0.478845615597636
1,0.2576,0.478845615597636
1,0.2879,0.478845615597636
1,0.2727,0.478845615597636
1,0.2727,0.478845615597636
1,0.2727,0.478845615597636
1,0.2576,0.478845615597636
1,0.2273,0.478845615597636
1,0.2273,0.478845615597636
1,0.2576,0.478845615597636
1,0.2121,0.478845615597636
1,0.2121,0.478845615597636
1,0.2121,0.478845615597636
1,0.197,0.478845615597636
1,0.197,0.478845615597636
1,0.197,0.478845615597636
1,0.197,0.478845615597636
1,0.2121,0.478845615597636
1,0.2727,0.478845615597636
1,0.2576,0.478845615597636
1,0.2121,0.478845615597636
1,0.197,0.478845615597636
1,0.1818,0.478845615597636
1,0.197,0.478845615597636
1,0.197,0.478845615597636
1,0.197,0.478845615597636
1,0.1818,0.478845615597636
1,0.197,0.478845615597636
1,0.2121,0.478845615597636
1,0.2121,0.478845615597636
1,0.2576,0.478845615597636
1,0.2273,0.478845615597636
1,0.197,0.478845615597636
1,0.2121,0.478845615597636
2,0.197,0.4788293232111458
2,0.197,0.4788293232111458
2,0.197,0.4788293232111458
2,0.197,0.4788293232111458
2,0.2121,0.4788293232111458
2,0.2424,0.4788293232111458
2,0.197,0.4788293232111458
