casual,hum,Predicted Y
3,0.0,0.6067015588620885
8,0.0,0.6098425711229167
5,0.0,0.6079579637664199
3,0.0,0.6067015588620885
0,0.0,0.6048169515055917
0,0.0,0.6048169515055917
2,0.0,0.606073356409923
1,0.0,0.6054451539577573
1,0.0,0.6054451539577573
8,0.0,0.6098425711229167
12,0.0,0.6123553809315793
26,0.0,0.6211502152618983
29,0.0,0.6230348226183952
47,0.0,0.6343424667573766
35,0.0,0.626804037331389
40,0.0,0.6299450495922172
41,0.0,0.6305732520443827
15,0.0,0.6142399882880762
9,0.0,0.6104707735750824
6,0.0,0.6085861662185855
11,0.0,0.6117271784794137
3,0.0,0.6067015588620885
11,0.08,0.6117271784794137
15,0.1,0.6142399882880762
4,0.12,0.6073297613142542
1,0.13,0.6054451539577573
1,0.14,0.6054451539577573
2,0.14,0.606073356409923
2,0.15,0.606073356409923
0,0.15,0.6048169515055917
0,0.15,0.6048169515055917
0,0.15,0.6048169515055917
1,0.16,0.6054451539577573
7,0.16,0.6092143686707512
16,0.16,0.6148681907402419
20,0.16,0.6173810005489044
11,0.16,0.6117271784794137
4,0.16,0.6073297613142542
19,0.16,0.6167527980967388
9,0.16,0.6104707735750824
7,0.16,0.6092143686707512
10,0.16,0.611098976027248
1,0.17,0.6054451539577573
5,0.17,0.6079579637664199
11,0.17,0.6117271784794137
0,0.17,0.6048169515055917
0,0.17,0.6048169515055917
0,0.17,0.6048169515055917
0,0.17,0.6048169515055917
0,0.17,0.6048169515055917
0,0.17,0.6048169515055917
0,0.17,0.6048169515055917
1,0.18,0.6054451539577573
1,0.18,0.6054451539577573
7,0.18,0.6092143686707512
11,0.18,0.6117271784794137
10,0.18,0.611098976027248
13,0.18,0.6129835833837449
8,0.18,0.6098425711229167
11,0.18,0.6117271784794137
14,0.18,0.6136117858359106
9,0.18,0.6104707735750824
11,0.19,0.6117271784794137
9,0.19,0.6104707735750824
8,0.19,0.6098425711229167
3,0.19,0.6067015588620885
3,0.19,0.6067015588620885
0,0.19,0.6048169515055917
1,0.19,0.6054451539577573
0,0.19,0.6048169515055917
0,0.19,0.6048169515055917
0,0.19,0.6048169515055917
0,0.19,0.6048169515055917
0,0.19,0.6048169515055917
0,0.19,0.6048169515055917
2,0.19,0.606073356409923
2,0.19,0.606073356409923
2,0.19,0.606073356409923
5,0.2,0.6079579637664199
7,0.2,0.6092143686707512
12,0.2,0.6123553809315793
18,0.2,0.6161245956445731
9,0.2,0.6104707735750824
17,0.2,0.6154963931924075
15,0.2,0.6142399882880762
10,0.2,0.611098976027248
3,0.2,0.6067015588620885
2,0.2,0.606073356409923
1,0.2,0.6054451539577573
0,0.2,0.6048169515055917
1,0.2,0.6054451539577573
2,0.2,0.606073356409923
0,0.2,0.6048169515055917
0,0.2,0.6048169515055917
0,0.2,0.6048169515055917
0,0.21,0.6048169515055917
0,0.21,0.6048169515055917
0,0.21,0.6048169515055917
1,0.21,0.6054451539577573
3,0.21,0.6067015588620885
6,0.21,0.6085861662185855
4,0.21,0.6073297613142542
12,0.21,0.6123553809315793
5,0.21,0.6079579637664199
6,0.21,0.6085861662185855
10,0.21,0.611098976027248
7,0.21,0.6092143686707512
4,0.21,0.6073297613142542
4,0.21,0.6073297613142542
3,0.21,0.6067015588620885
5,0.21,0.6079579637664199
7,0.21,0.6092143686707512
3,0.21,0.6067015588620885
1,0.21,0.6054451539577573
1,0.21,0.6054451539577573
0,0.21,0.6048169515055917
0,0.21,0.6048169515055917
0,0.21,0.6048169515055917
0,0.21,0.6048169515055917
0,0.21,0.6048169515055917
0,0.21,0.6048169515055917
0,0.22,0.6048169515055917
3,0.22,0.6067015588620885
6,0.22,0.6085861662185855
3,0.22,0.6067015588620885
2,0.22,0.606073356409923
6,0.22,0.6085861662185855
12,0.22,0.6123553809315793
11,0.22,0.6117271784794137
8,0.22,0.6098425711229167
12,0.22,0.6123553809315793
9,0.22,0.6104707735750824
5,0.22,0.6079579637664199
3,0.22,0.6067015588620885
3,0.22,0.6067015588620885
0,0.22,0.6048169515055917
1,0.22,0.6054451539577573
4,0.22,0.6073297613142542
4,0.22,0.6073297613142542
2,0.22,0.606073356409923
0,0.22,0.6048169515055917
0,0.22,0.6048169515055917
0,0.22,0.6048169515055917
8,0.22,0.6098425711229167
8,0.22,0.6098425711229167
20,0.22,0.6173810005489044
9,0.22,0.6104707735750824
16,0.22,0.6148681907402419
19,0.23,0.6167527980967388
9,0.23,0.6104707735750824
9,0.23,0.6104707735750824
7,0.23,0.6092143686707512
9,0.23,0.6104707735750824
5,0.23,0.6079579637664199
9,0.23,0.6104707735750824
7,0.23,0.6092143686707512
3,0.23,0.6067015588620885
1,0.23,0.6054451539577573
0,0.23,0.6048169515055917
2,0.23,0.606073356409923
1,0.23,0.6054451539577573
1,0.23,0.6054451539577573
1,0.23,0.6054451539577573
3,0.23,0.6067015588620885
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
1,0.23,0.6054451539577573
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
5,0.23,0.6079579637664199
2,0.23,0.606073356409923
8,0.23,0.6098425711229167
7,0.23,0.6092143686707512
12,0.23,0.6123553809315793
5,0.23,0.6079579637664199
8,0.23,0.6098425711229167
5,0.23,0.6079579637664199
3,0.23,0.6067015588620885
4,0.23,0.6073297613142542
0,0.23,0.6048169515055917
2,0.23,0.606073356409923
1,0.23,0.6054451539577573
0,0.23,0.6048169515055917
1,0.23,0.6054451539577573
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
0,0.23,0.6048169515055917
1,0.23,0.6054451539577573
0,0.23,0.6048169515055917
0,0.24,0.6048169515055917
0,0.24,0.6048169515055917
2,0.24,0.606073356409923
4,0.24,0.6073297613142542
6,0.24,0.6085861662185855
8,0.24,0.6098425711229167
5,0.24,0.6079579637664199
13,0.24,0.6129835833837449
3,0.24,0.6067015588620885
4,0.24,0.6073297613142542
1,0.24,0.6054451539577573
0,0.24,0.6048169515055917
1,0.24,0.6054451539577573
5,0.24,0.6079579637664199
0,0.24,0.6048169515055917
2,0.24,0.606073356409923
1,0.24,0.6054451539577573
0,0.24,0.6048169515055917
0,0.24,0.6048169515055917
1,0.24,0.6054451539577573
0,0.24,0.6048169515055917
0,0.24,0.6048169515055917
2,0.24,0.606073356409923
4,0.24,0.6073297613142542
2,0.24,0.606073356409923
0,0.24,0.6048169515055917
2,0.24,0.606073356409923
5,0.24,0.6079579637664199
4,0.24,0.6073297613142542
0,0.24,0.6048169515055917
2,0.24,0.606073356409923
4,0.24,0.6073297613142542
4,0.24,0.6073297613142542
1,0.24,0.6054451539577573
3,0.24,0.6067015588620885
1,0.24,0.6054451539577573
1,0.24,0.6054451539577573
2,0.24,0.606073356409923
0,0.24,0.6048169515055917
2,0.24,0.606073356409923
0,0.24,0.6048169515055917
0,0.24,0.6048169515055917
0,0.24,0.6048169515055917
0,0.24,0.6048169515055917
2,0.24,0.606073356409923
3,0.24,0.6067015588620885
3,0.24,0.6067015588620885
3,0.24,0.6067015588620885
4,0.24,0.6073297613142542
2,0.24,0.606073356409923
6,0.24,0.6085861662185855
3,0.24,0.6067015588620885
2,0.24,0.606073356409923
4,0.24,0.6073297613142542
6,0.24,0.6085861662185855
1,0.24,0.6054451539577573
0,0.25,0.6048169515055917
0,0.25,0.6048169515055917
0,0.25,0.6048169515055917
1,0.25,0.6054451539577573
1,0.25,0.6054451539577573
0,0.25,0.6048169515055917
0,0.25,0.6048169515055917
0,0.25,0.6048169515055917
0,0.25,0.6048169515055917
0,0.25,0.6048169515055917
0,0.25,0.6048169515055917
3,0.25,0.6067015588620885
3,0.25,0.6067015588620885
0,0.25,0.6048169515055917
3,0.25,0.6067015588620885
3,0.25,0.6067015588620885
0,0.25,0.6048169515055917
0,0.25,0.6048169515055917
1,0.25,0.6054451539577573
5,0.25,0.6079579637664199
0,0.25,0.6048169515055917
2,0.25,0.606073356409923
1,0.25,0.6054451539577573
2,0.25,0.606073356409923
0,0.25,0.6048169515055917
1,0.25,0.6054451539577573
1,0.25,0.6054451539577573
1,0.25,0.6054451539577573
0,0.25,0.6048169515055917
