yr,cnt,Predicted Y
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
0,1,51.42822440717177
