windspeed,hum,Predicted Y
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.0,0.3382520449291146
0.0,0.08,0.3382520449291146
0.0,0.1,0.3382520449291146
0.0,0.12,0.3382520449291146
0.0,0.13,0.3382520449291146
0.0,0.14,0.3382520449291146
0.0,0.14,0.3382520449291146
0.0,0.15,0.3382520449291146
0.0,0.15,0.3382520449291146
0.0,0.15,0.3382520449291146
0.0,0.15,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.16,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.17,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.18,0.3382520449291146
0.0,0.19,0.3382520449291146
0.0,0.19,0.3382520449291146
0.0,0.19,0.3382520449291146
